youtube_id,total_comments,total_languages,undetected_languages,af,am,ar,az,be,bg,bn,bs,ca,ceb,co,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,fy,ga,gd,gl,gu,ha,haw,he,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iw,ja,jw,ka,kk,km,kn,ko,ku,ky,la,lb,lo,lt,lv,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,nl,no,ny,or,pa,pl,ps,pt,ro,ru,rw,si,sk,sl,sm,sn,so,sq,sr,st,su,sv,sw,ta,te,tg,th,tk,tl,tr,tt,ug,uk,ur,uz,vi,xh,yi,yo,zh,zh-cn,zh-tw,zu
pLc56tbJ6JI,174,23,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,106,0,4,0,0,0,6,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,2,0,9,0,0,0,2,0,11,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0
rejl6KNXbgo,6992,84,0,2,3,70,5,1,2,2,4,9,0,0,20,7,3,40,0,2929,15,809,18,4,11,35,24,0,6,0,24,1,0,0,32,27,0,9,1,6,3,72,0,1,53,0,342,0,8,3,21,1,1296,1,2,65,4,3,15,21,0,0,0,0,3,37,17,11,0,14,22,9,0,0,0,9,3,172,12,108,0,18,0,19,0,0,0,4,6,0,0,20,10,2,0,0,6,0,24,41,0,3,7,6,0,29,5,0,0,271,0,0,0
cyzcC5XPuZI,2556,74,0,2,2,53,3,0,9,2,1,3,0,0,6,0,5,80,0,1326,9,105,6,12,3,23,10,0,1,0,9,0,0,0,7,13,0,7,4,3,1,14,0,0,12,0,271,0,4,2,11,0,218,4,0,26,4,2,9,2,1,0,3,1,2,18,1,7,0,1,9,10,0,0,0,5,8,19,1,15,0,1,2,5,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,15,0,2,1,4,0,1,0,0,0,118,0,0,0
4kOyH1L_3uQ,414,37,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,135,0,3,6,0,1,10,2,0,0,0,0,1,0,0,0,15,0,0,0,0,0,1,0,1,1,0,60,0,1,0,0,0,101,0,0,4,2,0,0,0,0,0,1,1,0,11,0,0,0,1,0,1,0,0,0,0,0,1,0,2,3,0,1,0,0,0,0,0,0,0,0,3,13,0,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,16,0,0,0
XZOqWmRYk1M,6427,84,0,1,13,145,16,0,2,8,6,7,0,0,27,14,11,33,0,2443,23,697,28,7,21,64,36,0,7,0,18,0,0,0,45,32,0,15,3,13,8,65,0,0,70,0,500,0,14,2,25,0,352,1,0,119,9,4,20,22,1,0,1,5,5,53,19,19,0,18,36,24,0,0,0,62,12,213,28,116,4,36,17,28,0,0,0,5,3,0,0,32,22,5,0,0,13,0,19,53,0,12,3,12,0,22,0,0,0,452,0,0,1
oaj531BuP0E,227,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,75,0,7,0,1,0,2,3,0,0,0,0,0,0,0,1,5,0,0,0,0,0,6,0,0,0,0,7,0,1,0,1,0,87,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,5,0,0,0
pGQzt0VEP14,6623,93,0,15,16,171,34,2,6,13,9,3,0,0,30,7,18,49,1,2641,9,210,48,3,16,88,72,0,5,0,4,2,0,0,66,66,0,9,5,32,14,65,0,2,54,0,413,0,53,3,36,8,522,5,3,99,20,8,17,4,0,0,1,3,3,96,11,63,0,20,41,21,0,1,1,48,7,89,15,79,1,9,20,21,0,0,0,3,6,0,0,39,21,4,2,0,35,0,11,270,0,7,2,11,0,37,9,0,0,554,0,0,1
nsWtjfJ4jGE,177,21,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,59,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,26,0,1,0,0,0,34,0,0,0,1,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,15,0,0,0
RmRiTTTPncw,22918,96,0,19,31,668,55,9,11,2,8,39,0,0,179,78,80,413,7,10549,45,1300,366,29,138,473,211,0,30,0,36,1,0,0,70,128,0,70,11,73,67,828,0,14,168,0,512,0,32,10,44,2,980,4,2,227,21,38,431,8,7,0,2,6,4,119,229,153,0,46,213,90,0,7,2,83,24,221,47,178,40,14,50,40,0,0,0,9,12,0,0,94,99,3,2,0,45,0,139,432,0,21,13,35,0,61,25,0,0,1470,0,0,7
PC8tFzvjOhI,841,52,0,0,0,0,1,0,0,2,0,1,0,0,3,0,2,22,0,421,2,28,1,1,0,13,1,0,0,0,0,0,0,0,2,6,0,1,0,0,1,28,0,0,3,0,62,0,2,0,3,0,133,0,0,7,1,1,1,0,0,0,0,0,0,7,7,3,0,0,2,2,0,0,0,0,0,10,1,3,1,2,1,2,0,0,0,0,0,0,0,1,5,0,0,0,6,0,2,3,0,0,0,0,0,1,1,0,0,20,0,0,0
RJHHlFJ2xEs,1960,61,0,2,2,10,3,0,0,0,3,4,0,0,9,1,1,7,0,979,3,29,3,0,3,36,20,0,1,0,0,0,0,0,1,34,0,3,2,1,0,37,0,0,14,0,123,0,0,2,0,0,361,0,1,19,6,0,1,0,0,0,0,0,1,13,19,10,0,1,3,5,0,0,0,1,0,17,0,11,0,3,0,11,0,0,0,0,1,0,0,11,4,0,0,0,3,0,2,8,0,0,1,1,0,1,0,0,0,58,0,0,0
0GNzufIeum8,303,36,0,0,0,2,2,1,0,0,0,0,0,0,4,0,0,7,1,131,0,11,0,0,0,8,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,10,0,0,0,0,13,0,0,0,2,0,56,0,0,2,0,0,1,0,0,0,0,0,0,6,2,1,0,1,1,1,0,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,10,0,0,0
-wUIoIM0BCQ,673,43,0,0,2,2,0,0,0,0,0,1,0,0,3,0,3,6,0,202,0,7,1,0,0,15,4,0,0,0,0,0,0,0,1,14,0,0,0,0,0,4,0,0,2,0,93,0,0,0,0,0,205,0,0,11,4,0,2,0,0,0,0,0,0,12,0,8,0,2,0,3,0,0,0,0,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,2,5,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,38,0,0,0
T3IkMH76XoA,33591,96,0,11,84,59,33,2,4,6,17,10,0,0,723,12,62,1112,3,12056,20,576,124,51,10,398,285,0,19,0,12,2,0,0,43,64,0,18,4,49,38,1927,0,19,158,0,1010,0,50,6,339,2,6048,16,3,498,53,21,125,10,20,0,1,3,2,94,782,770,0,23,135,75,0,8,0,67,2,96,75,108,123,185,53,53,0,0,0,14,3,0,0,79,601,2,1,0,371,0,650,34,0,1,4,2,0,191,16,0,0,1682,0,0,3
3Ms-CJoUUe4,4638,77,0,4,8,61,7,0,2,1,2,1,0,0,15,3,7,65,2,2857,3,141,29,20,22,50,36,0,2,0,2,0,0,0,14,15,0,12,1,9,6,128,0,2,52,0,99,0,6,2,5,0,176,0,0,35,0,0,46,19,1,0,0,1,0,16,30,22,0,2,26,12,0,0,0,9,6,31,5,25,4,0,7,7,0,0,0,2,3,0,0,9,9,3,0,0,9,0,23,56,0,5,1,6,0,29,3,0,0,284,0,0,0
EXTM7_RX2T4,462,36,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,0,156,0,2,0,1,0,7,3,0,1,0,0,0,0,0,2,6,0,1,0,0,0,5,0,0,1,0,11,0,0,0,1,0,196,0,0,6,1,0,0,1,0,0,0,0,0,5,2,0,0,0,3,1,0,0,0,1,0,3,0,7,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0
NZHZ10ZyEk0,11253,87,0,8,7,33,12,0,1,4,1,12,0,0,61,9,28,83,0,7748,18,422,45,30,11,65,97,0,8,0,8,0,0,0,16,16,0,18,3,13,14,168,0,3,187,0,270,0,6,1,19,0,605,0,0,36,4,3,12,2,4,0,1,1,0,15,76,47,0,2,59,19,0,3,0,38,3,50,39,6,8,2,12,17,0,0,0,2,2,0,0,47,29,0,2,0,12,0,76,62,0,6,3,2,0,14,6,0,0,392,0,0,1
Ec0Z1v7jKDQ,11656,87,0,11,17,45,4,0,6,2,7,11,0,0,20,20,18,112,0,4000,15,518,22,25,7,120,118,0,1,0,9,1,0,0,13,97,0,12,6,4,4,36,0,1,72,0,429,0,9,2,23,1,4549,4,1,49,7,4,10,1,1,0,2,4,1,132,14,31,0,0,53,20,0,0,1,52,2,72,13,32,2,4,10,51,0,0,0,6,5,0,0,45,6,3,0,0,30,0,13,10,0,1,2,3,0,70,7,0,0,436,0,0,0
Am0P4a0qB3E,8012,89,0,1,17,60,18,5,13,3,5,21,0,0,25,34,14,53,2,3398,30,761,45,21,16,101,56,0,6,0,26,0,0,0,54,109,0,12,3,13,10,66,0,1,103,0,480,0,13,13,18,0,492,1,3,100,8,2,36,11,0,0,4,2,20,144,19,13,0,20,45,30,0,1,0,16,7,220,17,318,2,15,22,6,0,0,0,3,16,0,0,71,18,4,0,0,33,0,17,73,0,1,15,9,0,61,5,0,0,381,0,0,0
N3Ci9yGZ0Lo,283,34,0,0,1,1,1,0,3,0,0,1,0,0,1,0,1,2,0,107,0,2,0,0,0,10,3,0,0,0,0,0,0,0,1,6,0,1,0,0,0,1,0,0,4,0,24,0,1,0,1,0,72,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0
XpEhjawv7Qk,6381,87,0,7,23,77,11,1,16,8,7,18,0,0,32,10,10,56,7,1814,12,381,50,8,16,179,57,0,2,0,19,1,0,0,22,218,0,9,3,6,6,35,0,2,40,0,540,0,25,6,37,0,728,1,1,132,17,3,120,9,0,0,3,3,4,255,11,56,0,15,41,21,0,0,0,20,0,165,17,206,0,30,22,18,0,0,0,4,10,0,0,30,44,2,0,0,15,0,8,21,0,5,8,11,0,20,0,0,0,389,0,0,2
r4oJJCFxi5Y,16799,92,0,24,13,82,59,5,21,2,4,17,0,0,57,36,34,182,6,11198,16,798,98,12,16,158,112,0,15,0,27,1,0,0,51,30,0,45,5,29,8,191,0,1,74,0,401,0,25,5,50,0,186,9,1,110,8,2,42,6,8,0,4,7,8,72,63,164,0,10,67,35,0,0,0,64,2,437,19,155,23,5,24,47,0,0,0,13,9,0,0,42,56,3,1,0,59,0,40,400,0,6,9,15,0,49,11,0,0,459,0,0,1
pgfmiRxbD9g,1252,61,0,0,0,6,0,0,0,0,1,0,0,0,5,1,1,24,0,612,4,57,1,2,0,25,9,0,0,0,1,0,0,0,3,15,0,1,0,3,1,8,0,0,3,0,197,0,1,1,2,0,91,0,0,10,3,1,3,1,1,0,0,0,0,23,8,0,0,4,6,2,0,1,0,4,1,14,1,4,4,1,3,1,0,0,0,0,2,0,0,2,2,0,0,0,1,0,7,2,0,0,0,0,0,3,1,0,0,52,0,0,0
WwjcQGui6bI,7892,89,0,0,32,108,4,2,3,7,1,4,0,0,8,10,6,36,4,2986,20,875,31,6,10,51,32,0,5,0,19,1,0,0,29,33,0,20,1,7,7,91,0,5,59,0,508,0,14,6,29,1,1516,1,1,89,6,6,18,20,0,0,1,2,4,40,26,15,0,19,24,13,0,0,1,11,3,144,18,133,4,21,12,17,0,0,0,3,3,0,0,57,21,6,0,0,6,0,19,55,0,2,3,12,0,23,0,0,0,347,0,0,1
0YFWS4QIp3s,459,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,187,2,4,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,7,0,0,0,0,0,191,0,0,4,0,0,17,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,1,0,0,0,0,0,0,3,0,0,0,13,0,0,0
Wb7dDxDNvtc,193,19,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,40,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,107,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
RepaW8VtnWk,274,29,0,0,0,3,1,0,0,1,0,0,0,0,3,1,1,5,0,92,0,1,2,0,2,8,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,0,65,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19,0,0,0
ACMyNeYeSrc,220,20,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,7,0,47,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,3,0,10,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0
oiIML2cnBYU,412,34,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,6,0,136,2,17,1,0,0,5,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,9,0,0,3,0,57,0,1,0,4,0,102,0,0,11,0,0,5,1,0,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,11,0,0,0
ceX3huxNqso,1506,56,0,0,2,4,2,0,0,0,0,1,0,0,8,1,1,10,0,818,7,96,3,1,1,32,5,0,0,0,2,0,0,0,1,18,0,0,0,1,1,17,0,0,4,0,138,0,0,0,5,0,167,0,0,13,3,1,3,3,0,0,0,0,0,15,5,4,0,3,1,1,0,1,0,5,1,13,1,1,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,6,0,6,2,0,0,0,0,0,1,1,0,0,59,0,0,0
32CtDfkoH2A,157,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,121,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
YU5Mu0S3hLU,522,45,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,5,0,144,0,9,3,0,1,19,5,0,0,0,1,0,0,0,1,11,0,0,1,0,0,5,0,0,4,0,124,0,0,0,0,0,86,0,0,7,0,0,3,2,0,0,1,1,0,11,1,2,0,0,2,0,0,0,0,0,0,4,1,2,1,1,3,1,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,2,0,0,0,0,0,1,0,0,0,25,0,0,0
1Vy82Zj4KIw,11982,92,0,10,21,100,19,4,24,2,3,19,0,0,45,23,33,139,0,7802,22,853,50,11,15,55,115,0,7,0,21,0,0,0,26,18,0,14,12,21,9,174,0,2,55,0,187,0,12,22,8,1,276,1,8,98,8,9,28,10,4,0,3,5,7,36,68,111,0,4,46,34,0,0,0,61,3,200,15,268,6,1,12,25,0,0,0,9,18,0,0,22,26,1,3,0,7,0,46,77,0,2,11,7,0,16,2,0,0,295,0,0,4
-SyNyQGxhEI,8772,85,0,4,9,18,7,0,5,2,0,4,0,0,27,6,14,79,1,4021,13,218,26,25,6,233,85,0,6,0,19,1,0,0,14,132,0,6,0,8,5,116,0,3,44,0,276,0,11,4,26,0,330,1,0,54,5,5,7,2,1,0,0,3,0,94,22,20,0,3,45,17,0,2,0,16,1,62,9,44,1,20,6,7,0,0,0,0,3,0,0,22,11,1,0,0,2157,0,12,17,0,3,2,1,0,27,2,0,0,213,0,0,2
fv1JI32xV_k,3372,80,0,12,11,48,21,3,2,7,3,5,0,0,4,6,8,44,5,1170,4,68,21,4,3,136,30,0,0,0,2,0,0,0,34,148,0,3,5,6,2,14,0,2,19,0,179,0,23,0,12,0,223,1,0,56,8,4,10,1,0,0,1,2,1,206,3,20,0,4,10,5,0,0,0,16,0,32,13,24,1,2,7,6,0,0,0,2,3,0,0,15,9,2,0,0,4,0,1,211,0,1,3,4,0,52,0,0,0,271,0,0,0
WYljZh_zIo4,1309,50,0,0,1,2,1,0,2,0,0,0,0,0,0,0,3,6,0,235,0,4,4,0,1,24,7,0,0,0,1,1,0,0,3,13,0,2,0,0,1,3,0,2,4,0,106,0,1,1,1,0,760,0,0,3,0,1,1,0,0,0,1,0,0,15,0,0,0,2,0,1,0,0,0,2,0,4,0,5,0,1,2,0,0,0,0,0,1,0,0,4,2,1,0,0,1,0,1,4,0,0,1,0,0,2,0,0,0,61,0,0,0
t4VDwOEEZEU,346,19,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
IhwMEPtEKeM,96,26,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,3,0,20,1,2,3,1,3,9,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0
kfbd6tM9MhM,1157,65,0,0,4,81,0,0,0,0,0,3,0,0,9,1,3,13,1,514,2,73,6,0,6,29,8,0,4,0,4,0,0,0,12,22,0,1,0,3,2,21,0,0,11,0,49,0,3,0,4,0,28,0,0,11,1,0,3,3,1,0,1,2,1,18,3,5,0,9,4,3,0,0,0,4,2,8,3,1,0,0,7,3,0,0,0,0,0,0,0,3,7,1,0,0,5,0,2,0,0,2,1,4,0,2,0,0,0,105,0,0,0
vNFTtDh4mEg,2132,73,0,3,20,31,10,0,2,2,0,3,0,0,3,3,3,22,1,728,1,58,19,1,2,77,24,0,0,0,0,0,0,0,24,79,0,3,1,3,4,18,0,1,19,0,138,0,11,0,14,0,131,3,1,32,2,2,6,1,1,0,0,1,0,100,0,12,0,5,9,1,0,1,0,9,0,17,5,24,0,3,4,1,0,0,0,0,2,0,0,18,8,2,0,0,8,0,3,111,0,0,5,3,0,7,3,0,0,232,0,0,0
xEDBlL--B94,163,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,6,1,0,0,5,1,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,20,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
b2YAFV8CdOQ,141,36,0,0,0,3,0,0,0,0,0,0,0,0,5,0,1,1,0,45,0,6,2,0,1,3,1,0,0,0,0,1,0,0,1,12,0,0,0,0,0,4,0,0,2,0,3,0,0,0,0,0,16,0,0,1,0,1,1,1,0,0,0,0,0,2,6,0,0,2,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,7,0,0,1
qYXgudKV7fI,16386,91,0,3,39,18,14,0,0,4,122,12,0,0,284,16,47,123,0,5812,24,334,70,64,2,661,134,0,12,0,9,0,0,0,24,229,0,99,13,29,13,2038,0,57,63,0,436,0,39,6,62,0,765,2,1,110,11,18,20,3,4,0,1,6,1,211,853,144,0,28,133,82,0,8,1,28,1,84,21,31,29,86,15,389,0,0,0,4,4,0,0,102,101,4,0,0,279,0,98,18,0,6,3,2,0,37,7,0,0,1093,0,0,9
SDOKMLLJ2pg,1989,71,0,1,5,44,1,0,0,1,0,1,0,0,12,2,4,36,2,1160,1,86,8,8,4,28,12,0,3,0,1,0,0,0,12,12,0,1,0,1,1,17,0,1,12,0,138,0,2,0,4,0,78,0,0,16,3,2,5,2,1,0,0,0,0,5,4,4,0,1,9,2,0,2,0,4,3,19,3,6,0,2,5,6,0,0,0,0,0,0,0,6,8,1,0,0,6,0,14,2,0,1,0,3,0,7,0,0,0,116,0,0,0
Zd7pcTbti3c,418,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,69,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6,0,0,2,0,9,0,0,0,1,0,280,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,13,0,0,0
_YajgtGF5s4,3591,83,0,4,9,42,23,1,1,1,3,8,0,0,6,8,9,23,2,1375,3,91,25,7,7,116,33,0,0,0,3,0,0,0,28,139,0,3,0,6,8,29,0,0,24,0,219,0,26,1,13,1,265,1,3,74,13,3,7,1,1,0,0,4,1,186,6,16,0,9,7,6,0,2,1,15,0,35,11,26,1,1,7,6,0,0,0,1,4,0,0,20,5,0,1,0,6,0,3,182,0,4,4,5,0,11,2,0,0,270,0,0,2
bY_TqcsMyHM,29559,95,0,30,40,130,59,12,31,5,23,45,0,0,107,89,51,226,1,16710,36,3380,79,32,27,157,275,0,22,0,59,1,0,0,64,55,0,131,16,35,30,633,0,9,178,0,555,0,22,27,30,0,755,2,8,154,12,34,54,8,12,0,23,9,16,66,45,935,0,15,105,44,0,1,1,49,3,532,28,557,9,16,86,101,0,0,0,165,45,0,0,54,73,3,3,0,23,0,61,500,0,12,44,10,0,21,7,0,0,1152,0,0,5
PLSQhFxBsas,9991,93,0,4,34,138,17,8,7,5,7,21,0,0,37,12,19,65,1,3686,31,1022,60,15,35,222,98,0,12,0,68,3,0,0,54,183,0,27,3,25,11,76,0,3,126,0,706,0,18,11,59,3,465,2,4,173,10,4,43,28,2,0,12,9,19,203,20,29,0,29,65,23,0,0,0,17,9,355,18,332,4,46,26,32,0,0,0,5,13,0,0,80,28,4,0,0,32,0,28,70,0,7,12,21,0,37,0,0,0,546,0,0,5
rRBpQxOq6LQ,277,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,117,0,5,5,0,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,25,0,0,0,0,0,49,0,0,3,0,0,2,0,0,0,1,0,0,8,0,0,0,1,2,0,0,0,0,1,0,6,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,0
Yl_rmlS4u9s,4467,84,0,17,14,66,12,4,3,3,3,1,0,0,7,9,11,50,3,1698,8,137,38,3,8,151,47,0,5,0,8,0,0,0,52,160,0,3,5,14,3,151,0,2,23,0,235,0,26,5,10,0,250,6,1,74,8,0,10,1,0,0,0,2,0,180,67,31,0,6,20,5,0,0,0,9,3,38,9,56,6,3,8,4,0,0,0,1,3,0,0,35,14,2,2,0,24,0,7,60,0,1,8,6,0,52,2,0,0,358,0,0,0
HIN03H2-u8M,2576,56,0,0,7,9,1,0,0,0,2,0,0,0,5,0,2,22,1,567,3,26,3,1,2,26,14,0,1,0,0,0,0,0,4,30,0,5,0,0,1,8,0,0,1,0,235,0,17,0,14,0,1356,0,0,22,4,0,1,0,0,0,0,1,0,34,1,4,0,1,1,1,0,0,0,5,0,7,1,5,0,5,0,5,0,0,0,0,0,0,0,7,2,0,0,0,2,0,1,2,0,1,1,0,0,11,0,0,0,65,0,0,0
DnXdZRCQi1U,414,34,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,6,0,46,1,2,0,2,0,7,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,1,0,39,0,1,0,1,0,239,0,0,3,1,0,1,0,0,0,0,0,0,15,0,2,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
XL7L20BwGy0,298,35,0,0,0,2,0,1,0,0,0,0,0,0,4,0,1,2,0,146,0,6,2,3,2,9,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,4,0,1,1,0,13,0,0,0,0,0,30,0,0,2,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,1,0,0,0,0,1,0,0,4,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,17,0,0,0
sm7MPK5FqV8,14502,93,0,3,149,473,23,4,15,13,6,85,0,0,42,32,17,115,3,5984,21,887,49,3,73,137,321,0,7,0,11,0,0,0,102,110,0,17,4,24,17,152,0,1,82,0,1379,0,40,4,112,4,1182,3,0,230,9,21,28,14,0,0,2,8,1,228,35,63,0,60,49,22,0,1,0,24,9,176,53,107,10,25,14,23,0,0,0,2,8,0,0,47,25,13,1,0,17,0,24,108,0,12,12,46,0,66,5,0,0,988,0,0,3
tQMCXkvvoHc,1432,64,0,2,1,1,1,1,0,0,1,2,0,0,9,2,1,6,0,494,1,51,4,4,0,62,4,0,0,0,2,0,0,0,4,14,0,1,0,2,1,17,0,1,21,0,384,0,4,0,14,0,115,0,0,14,0,1,1,0,1,0,0,1,0,14,1,4,0,4,7,1,0,1,0,6,0,13,1,5,3,7,1,0,0,0,0,0,0,0,0,7,8,0,0,0,13,0,2,5,0,0,1,1,0,5,1,0,0,69,0,0,0
Ne97jyXN6k8,840,42,0,1,3,0,0,0,0,0,1,1,0,0,3,1,1,3,0,258,1,14,1,2,0,5,2,0,0,0,0,0,0,0,1,4,0,2,0,1,0,4,0,0,4,0,34,0,0,0,1,0,401,0,0,10,0,1,1,1,0,0,0,0,0,4,2,0,0,0,2,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,2,2,0,0,0,0,0,2,0,0,0,23,0,0,0
LoSzVHfDIZE,4305,89,0,0,14,76,9,2,0,2,6,18,0,0,10,4,9,25,0,1352,16,574,18,4,5,36,21,0,2,0,27,0,0,0,45,12,0,11,4,17,5,21,0,1,57,0,488,0,17,3,42,0,310,1,1,91,7,6,15,4,0,0,1,2,3,26,3,12,0,18,31,10,0,2,1,6,3,172,13,59,3,35,11,6,0,0,0,3,5,0,0,9,4,6,1,0,2,0,1,16,0,2,2,11,0,23,0,0,0,343,0,0,0
