youtube_id,total_comments,total_languages,undetected_languages,af,am,ar,az,be,bg,bn,bs,ca,ceb,co,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,fy,ga,gd,gl,gu,ha,haw,he,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iw,ja,jw,ka,kk,km,kn,ko,ku,ky,la,lb,lo,lt,lv,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,nl,no,ny,or,pa,pl,ps,pt,ro,ru,rw,si,sk,sl,sm,sn,so,sq,sr,st,su,sv,sw,ta,te,tg,th,tk,tl,tr,tt,ug,uk,ur,uz,vi,xh,yi,yo,zh,zh-cn,zh-tw,zu
_OAcFPHezgs,2468,58,0,0,1,3,0,0,1,0,0,0,0,0,5,6,3,62,0,1203,0,85,5,2,0,10,2,0,1,0,0,0,0,0,0,2,0,0,0,0,1,139,0,1,11,0,78,0,2,0,8,0,496,1,0,15,5,1,4,3,0,0,0,0,0,4,59,16,0,0,8,1,0,0,0,3,0,11,2,2,4,1,2,1,0,0,0,1,0,0,0,4,17,0,0,0,22,0,32,0,0,1,0,0,0,7,1,0,0,62,0,0,2
Iai_DM6NPtg,351,31,0,0,2,3,2,0,0,0,1,0,0,0,7,0,0,1,0,141,0,7,1,1,1,6,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,3,0,7,0,0,0,0,0,128,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0
GZcMPFfWzTc,2444,77,0,2,5,40,1,1,0,2,0,3,0,0,12,3,2,54,1,1341,5,159,2,26,13,19,15,0,1,0,2,0,0,0,9,17,0,3,1,6,0,16,0,1,10,0,139,0,4,4,10,1,166,1,0,27,5,1,2,2,1,0,0,1,1,11,3,11,0,2,6,8,0,0,1,7,0,38,4,11,1,5,5,6,0,0,0,0,0,0,0,7,0,1,0,0,2,0,15,9,0,2,1,3,0,3,0,0,0,125,0,0,0
K_t30E2AjME,5369,92,0,43,22,77,22,3,7,3,10,3,0,0,18,4,7,111,1,1680,9,117,46,1,11,265,45,0,2,0,3,1,0,0,18,309,0,8,3,2,7,29,0,1,29,0,293,0,17,1,15,1,369,1,1,96,41,1,9,3,0,0,2,2,1,440,6,80,0,23,16,7,0,0,3,69,4,43,19,55,1,4,25,8,0,0,0,3,5,0,0,41,18,1,0,0,26,0,8,148,0,2,5,11,0,56,3,0,0,386,0,0,0
u-l94IoS7dY,425,37,0,0,1,3,1,1,0,0,0,0,0,0,0,0,1,0,0,116,1,5,7,1,0,29,4,0,0,0,0,1,0,0,1,14,0,0,0,0,1,2,0,0,0,0,80,0,0,0,0,0,83,0,0,10,0,0,6,2,0,0,0,0,0,9,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,32,0,0,0
zEG2j7xutQk,1016,66,0,1,3,51,5,0,1,0,0,1,0,0,6,1,3,4,0,480,3,42,9,2,7,25,8,0,0,0,0,0,0,0,6,29,0,0,2,2,0,19,0,0,8,0,34,0,1,0,3,0,46,2,0,11,2,0,3,2,0,0,1,2,1,37,10,0,0,2,7,3,0,1,1,2,1,10,1,15,2,1,1,2,0,0,0,0,0,0,0,6,1,1,0,0,2,0,1,14,0,0,1,2,0,6,0,0,0,50,0,0,0
DvonyNgngC8,483,45,0,5,0,1,0,0,0,0,0,0,0,0,4,3,0,10,0,227,3,11,2,1,0,15,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,18,0,0,2,0,17,0,1,0,11,0,43,0,0,5,1,0,1,1,0,0,0,0,0,6,2,1,0,0,5,2,0,0,0,3,0,1,2,1,1,5,2,0,0,0,0,0,1,0,0,3,2,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,32,0,0,0
YqD-JkBo5IU,1271,48,0,0,0,3,0,0,0,2,2,0,0,0,1,2,2,12,1,274,0,9,1,0,0,10,10,0,1,0,0,0,0,0,2,17,0,1,2,0,0,6,0,0,1,0,55,0,4,0,19,0,715,0,0,8,0,0,0,1,0,0,0,1,0,16,1,5,0,1,4,0,0,0,0,4,0,8,2,2,0,5,0,0,0,0,0,0,0,0,0,3,1,1,0,0,3,0,2,1,0,0,0,0,0,4,0,0,0,37,0,0,0
FhP-y63VcqA,583,52,0,0,2,4,0,0,0,1,0,0,0,0,4,1,2,1,0,175,1,13,5,4,0,6,5,0,0,0,1,0,0,0,0,10,0,0,0,0,0,7,0,0,3,0,25,0,0,0,1,0,206,0,0,5,1,1,2,1,0,0,1,0,0,7,4,4,0,0,4,3,0,0,1,1,1,2,5,3,1,1,1,1,0,0,0,0,0,0,0,2,4,0,0,0,14,0,4,1,0,0,0,0,0,1,0,0,0,26,0,0,0
gmbqVXIhSPA,915,27,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,54,0,2,0,2,0,6,0,0,0,0,1,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,56,0,1,0,0,0,715,0,0,4,1,0,3,0,0,0,0,0,0,13,1,0,0,1,0,0,0,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
c7cj57Ts4fg,3822,77,0,5,8,43,11,2,1,2,0,4,0,0,5,12,9,31,3,1274,1,58,22,2,3,148,28,0,0,0,3,1,0,0,36,183,0,5,2,4,5,21,0,1,15,0,183,0,21,1,8,0,214,3,1,57,16,0,8,0,1,0,1,0,1,226,3,19,0,8,17,9,0,0,0,15,0,17,6,37,2,3,4,3,0,0,0,0,4,0,0,17,8,3,0,0,6,0,1,135,0,0,1,7,0,477,2,0,0,270,0,0,0
lDJrRqhhoIE,5175,85,0,11,29,99,21,2,1,10,3,8,0,0,11,8,14,54,3,1700,7,130,37,9,7,247,88,0,2,0,2,0,0,0,59,241,0,3,2,12,5,25,0,2,21,0,365,0,40,4,27,1,348,0,0,121,13,2,8,1,1,0,1,2,0,409,4,25,0,13,15,8,0,0,0,16,0,53,12,45,1,1,10,9,0,0,0,0,3,0,0,56,21,2,0,0,19,0,9,132,0,3,7,10,0,45,3,0,0,326,0,0,1
aj7DXBqPxJA,6828,91,0,3,21,88,27,6,17,1,7,7,0,0,26,26,12,49,8,2447,10,188,44,9,13,255,64,0,5,0,5,1,0,0,74,295,0,5,5,13,7,22,0,2,28,0,364,0,69,5,32,1,382,2,0,136,22,4,12,4,1,0,6,4,7,525,1,26,0,13,23,9,0,0,0,26,2,65,17,125,2,8,14,6,0,0,0,4,8,0,0,61,18,3,0,0,12,0,3,245,0,3,9,13,0,49,8,0,0,574,0,0,1
7C0TewNgkDM,30423,94,0,80,89,766,311,17,10,195,12,16,0,0,45,12,100,370,6,13821,30,722,203,86,160,322,1282,0,40,0,40,0,0,0,73,89,0,68,109,1188,11,230,0,14,270,0,1143,0,50,10,53,4,594,23,4,112,34,22,143,13,1,0,6,16,9,97,43,139,0,44,336,69,0,4,0,186,46,645,68,122,13,7,73,58,0,0,0,143,15,0,0,62,46,2,2,0,91,0,53,2450,0,296,11,29,0,433,26,0,0,1395,0,0,2
wQTjv-Xo1gY,7488,92,0,23,12,310,32,3,5,24,5,6,0,0,26,6,15,53,2,3718,10,424,33,4,51,123,141,0,13,0,55,0,0,0,38,81,0,10,6,46,6,89,0,2,60,0,273,0,21,5,21,3,208,0,0,57,10,4,12,8,1,0,2,1,3,61,169,78,0,12,42,9,0,2,2,44,37,114,8,67,1,4,26,18,0,0,0,5,8,0,0,17,8,1,0,0,37,0,5,137,0,15,5,12,0,30,8,0,0,354,0,0,2
TV0n9YyM674,722,51,0,1,3,2,1,0,0,0,0,1,0,0,6,2,3,6,0,393,1,24,4,1,0,12,1,0,0,0,3,0,0,0,1,6,0,2,0,2,0,2,0,0,7,0,23,0,3,0,2,0,76,0,0,8,0,1,0,0,0,0,0,0,0,8,4,1,0,2,4,1,0,0,0,2,0,6,0,6,0,1,0,2,0,0,0,0,0,0,0,4,0,0,0,0,41,0,1,5,0,0,0,0,0,4,0,0,0,28,0,0,0
MAWM7Y9Wnd0,8415,77,0,3,10,28,4,0,0,0,1,7,0,0,26,6,15,54,1,5622,4,191,23,7,4,84,48,0,4,0,9,0,0,0,35,42,0,6,0,5,7,71,0,0,49,0,312,0,18,2,31,0,809,0,0,48,2,7,20,4,0,0,0,8,1,37,23,23,0,7,29,37,0,0,0,25,0,51,8,10,7,5,10,14,0,0,0,5,0,0,0,38,13,3,0,0,59,0,34,8,0,0,0,2,0,26,1,0,0,258,0,0,3
YC2KOfxbQsc,1246,43,0,2,1,2,0,0,0,1,2,0,0,0,0,0,0,18,0,255,0,9,6,0,0,12,5,0,0,0,0,0,0,0,2,11,0,2,0,2,0,3,0,0,0,0,59,0,3,0,19,0,738,0,0,13,0,0,0,1,0,0,0,0,0,13,1,4,0,0,1,0,0,1,0,4,0,5,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,4,0,0,0,30,0,0,0
a6OH_pDIb9g,892,48,0,0,0,1,1,1,1,3,0,1,0,0,3,0,2,6,0,306,1,12,0,0,0,18,5,0,0,0,1,0,0,0,2,30,0,0,0,0,2,1,0,1,2,0,68,0,1,0,0,0,353,0,1,2,1,0,2,1,0,0,0,0,0,10,1,1,0,1,1,1,0,0,0,2,0,5,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,27,0,0,0
PIZjuOiPPGc,477,29,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,399,0,4,3,0,0,2,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,15,0,0,0,1,0,9,0,0,6,0,0,1,1,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0
trzsSnrx7dI,132,19,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,2,0,34,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,49,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0
ot3NXWBcWmE,331,36,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,151,0,0,1,1,0,6,1,0,0,0,0,0,0,0,1,11,0,1,0,0,2,1,0,0,1,0,36,0,0,0,2,0,44,0,0,3,0,0,2,1,0,0,0,0,0,8,0,9,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0
4lQZ3zd1IKg,7846,89,0,6,7,24,10,1,0,4,4,7,0,0,62,11,35,62,5,3911,13,240,51,35,2,213,143,0,12,0,7,1,0,0,10,53,0,14,3,9,8,349,0,7,57,0,195,0,9,3,43,0,611,1,0,86,8,6,16,10,0,0,0,1,3,43,144,38,0,7,65,41,0,3,0,23,1,55,11,34,14,24,11,15,0,0,0,3,1,0,0,28,32,1,0,0,191,0,86,10,0,3,1,1,0,32,15,0,0,427,0,0,1
_plo68R61No,987,53,0,0,3,4,1,0,0,2,1,1,0,0,2,0,4,4,0,499,1,23,17,1,0,41,6,0,1,0,1,0,0,0,4,34,0,0,0,1,0,6,0,0,14,0,63,0,2,0,1,0,100,0,1,8,0,0,1,0,0,0,0,0,0,15,1,0,0,2,3,4,0,1,0,5,0,7,1,4,1,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,3,1,0,1,2,0,0,4,0,0,0,73,0,0,0
9xK5GdVOAIA,1415,55,0,0,3,9,0,0,1,4,1,0,0,0,4,3,0,12,2,356,0,26,3,0,0,26,11,0,0,0,0,0,0,0,4,20,0,2,1,1,0,2,0,3,5,0,82,0,3,0,8,0,585,1,0,24,5,0,0,0,0,0,0,1,0,32,2,3,0,1,1,1,0,0,0,8,1,0,0,2,1,1,1,2,0,0,0,0,0,0,0,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113,0,0,0
AheJYXSfzVQ,2847,75,0,1,3,25,2,0,1,0,8,4,0,0,11,3,4,100,0,1050,13,382,9,3,2,41,26,0,0,0,8,0,0,0,16,26,0,4,3,2,4,11,0,1,158,0,302,0,2,0,8,1,143,0,0,23,4,0,11,0,0,0,1,1,2,16,1,9,0,6,19,1,0,1,1,5,1,51,6,17,0,4,6,5,0,0,0,0,1,0,0,6,4,2,0,0,1,0,18,23,0,1,0,3,0,13,1,0,0,153,0,0,0
TPDkc5lb2yI,6440,86,0,21,37,78,23,3,7,2,9,4,0,0,26,3,16,54,1,2756,16,165,71,3,9,197,87,0,3,0,5,1,0,0,70,208,0,2,4,21,9,57,0,2,31,0,356,0,47,5,25,0,281,0,2,106,18,7,8,2,1,0,0,2,1,176,10,34,0,13,22,19,0,2,1,27,4,39,18,72,0,13,14,13,0,0,0,0,9,0,0,57,35,4,1,0,45,0,48,112,0,13,3,2,0,36,13,0,0,616,0,0,2
NKaV2HwLFzs,386,44,0,0,2,6,3,0,0,0,1,0,0,0,1,1,1,5,0,131,0,11,6,0,1,28,5,0,0,0,1,0,0,0,1,13,0,2,0,0,1,1,0,0,3,0,38,0,3,0,7,0,30,0,0,6,0,0,0,1,0,0,0,0,1,16,0,1,0,1,2,0,0,0,0,3,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,37,0,0,0
mOt8YkuQIHQ,525,44,0,1,1,12,0,1,0,0,0,0,0,0,2,0,0,18,0,146,1,13,5,8,2,11,1,0,0,0,1,1,0,0,2,19,0,0,0,1,2,4,0,0,2,0,83,0,0,0,1,0,71,0,0,5,3,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,2,1,5,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,70,0,0,0
Vt9ae-BgAfs,1376,48,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,12,0,271,0,13,5,0,0,36,12,0,0,0,1,0,0,0,5,25,0,0,2,0,1,2,0,0,2,0,134,0,9,0,11,0,664,0,0,13,0,0,1,0,0,0,0,0,0,28,0,3,0,1,3,3,0,0,0,5,0,2,2,2,0,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,0,5,3,0,0,1,0,0,9,0,0,0,57,0,0,0
QNjDumsS6Pg,382,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,155,0,4,1,0,0,14,5,0,0,0,0,0,0,0,0,9,0,1,0,0,0,5,0,0,2,0,79,0,0,0,0,0,53,0,0,2,2,0,1,1,0,0,0,1,0,6,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0
TO3z3wQENPw,39119,96,0,36,93,1058,279,26,49,244,58,38,0,0,192,40,69,377,4,16282,62,1511,206,41,179,1236,228,0,43,0,51,2,0,0,185,833,0,26,12,49,33,250,0,12,347,0,1694,0,81,73,85,5,2171,37,23,520,55,24,195,13,12,0,25,16,30,1027,66,1402,0,60,194,56,0,5,1,139,28,691,28,556,10,17,48,83,0,0,0,56,66,0,0,144,323,32,12,0,252,0,68,1378,0,60,101,76,0,321,25,0,0,2108,0,0,4
GxBNDNB44QU,2000,39,0,0,0,5,1,0,0,0,0,1,0,0,1,0,0,4,0,97,2,4,8,1,0,17,1,0,0,0,0,0,0,0,3,23,0,1,0,0,0,1,0,0,1,0,102,0,1,0,1,0,1632,0,0,2,1,0,1,0,0,0,0,1,0,27,0,0,0,1,1,0,0,0,0,1,0,0,2,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,43,0,0,0
jlybDy8BNJE,4479,68,0,4,5,4,1,0,1,0,10,1,0,0,43,2,9,49,0,1762,6,51,11,12,1,58,10,0,0,0,0,0,0,0,0,24,0,4,0,2,2,275,0,1,11,0,115,0,1,0,15,0,1308,0,0,18,3,1,1,1,1,0,0,0,0,12,111,17,0,3,15,10,0,2,1,6,0,17,9,9,10,9,2,27,0,0,0,0,0,0,0,21,33,0,0,0,77,0,15,0,0,0,0,0,0,14,4,0,0,142,0,0,0
QyoQO_bdLsE,728,57,0,0,2,8,1,0,4,0,0,0,0,0,4,2,1,12,0,257,4,26,4,0,0,23,8,0,2,0,1,0,0,0,4,25,0,0,0,0,0,3,0,0,2,0,145,0,3,0,5,0,36,0,0,9,2,1,3,0,0,0,1,1,0,16,0,0,0,1,5,4,0,0,0,1,0,15,0,13,1,3,1,3,0,0,0,0,1,0,0,2,1,0,0,0,1,0,1,13,0,1,1,0,0,1,1,0,0,36,0,0,0
_431_CS9FQQ,8200,78,0,5,16,29,3,0,0,5,3,4,0,0,123,9,4,26,202,4306,8,186,51,6,2,47,47,0,4,0,3,1,0,0,19,43,0,6,0,9,7,100,0,2,39,0,410,0,6,1,14,0,1376,0,0,72,2,4,14,4,2,0,0,6,0,24,30,39,0,12,32,12,0,4,2,67,0,32,1,7,8,5,15,17,0,0,0,0,0,0,0,9,36,3,0,0,17,0,30,13,0,1,0,2,0,23,4,0,0,475,0,0,0
qul0rhlSCiY,322,36,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,4,0,107,0,1,5,1,0,11,1,0,0,0,0,0,0,0,1,10,0,0,0,0,1,4,0,0,0,0,47,0,1,0,0,0,58,0,0,2,1,0,3,1,0,0,0,1,0,6,0,9,0,1,0,5,0,1,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0
OE3D9IoZIYQ,70,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,3,4,0,1,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
bW-PpXz42js,141,28,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,50,0,4,2,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,2,0,9,0,1,0,1,0,12,0,0,3,0,0,0,0,0,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0
wJam4R43XaI,100,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
qJgkZtIYRIU,4571,86,0,0,8,461,8,2,0,2,0,7,0,0,48,13,17,36,0,2099,7,141,25,8,69,61,26,0,5,0,5,3,0,0,13,28,0,5,0,8,8,73,0,2,16,0,122,0,4,2,8,1,498,1,0,30,3,1,8,1,2,0,0,1,1,22,54,15,0,13,20,26,0,5,0,15,10,34,3,17,10,2,5,12,0,0,0,2,1,0,0,15,12,2,1,0,22,0,15,48,0,12,1,16,0,34,5,0,0,203,0,0,1
kVXazE8wR1Q,4295,84,0,17,4,155,7,2,1,2,4,9,0,0,25,7,8,43,0,2305,7,167,17,2,31,142,112,0,3,0,15,0,0,0,17,61,0,1,4,21,2,20,0,1,23,0,117,0,11,2,6,0,66,1,0,69,9,0,5,3,0,0,0,1,1,49,3,38,0,4,26,5,0,1,0,21,6,74,4,52,2,2,19,5,0,0,0,1,0,0,0,24,6,1,0,0,22,0,2,72,0,6,2,9,0,43,2,0,0,207,0,0,0
zEOVJ2mnzNE,1515,61,0,3,2,9,0,1,1,0,0,5,0,0,24,1,1,15,0,792,2,56,9,4,2,57,7,0,3,0,2,0,0,0,6,57,0,1,0,3,1,9,0,0,5,0,142,0,0,0,5,0,67,0,0,7,0,0,3,1,0,0,0,0,0,27,1,2,0,3,5,1,0,0,0,11,1,10,2,2,0,2,1,2,0,0,0,0,0,0,0,8,1,0,0,0,2,0,6,5,0,0,0,1,0,6,0,0,0,99,0,0,0
XaqAdRVkYmQ,6021,88,0,7,9,56,18,28,54,2,1,9,0,0,14,29,13,93,3,2002,7,212,32,6,26,212,70,0,5,0,3,0,0,0,15,203,0,4,1,34,8,39,0,0,29,0,333,0,10,24,19,0,408,0,20,71,18,0,10,6,3,0,7,1,17,412,7,26,0,28,56,17,0,2,1,10,2,75,8,393,1,6,7,9,0,0,0,0,18,0,0,66,9,3,3,0,1,0,7,190,0,1,28,6,0,5,2,0,0,376,0,0,1
hbpi8ER7XEQ,50,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0,3,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,7,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
b0ryMyYRF68,761,42,0,0,1,5,0,0,0,1,1,0,0,0,4,0,2,7,0,244,0,10,3,0,2,10,5,0,0,0,0,0,0,0,0,17,0,1,0,0,0,7,0,0,3,0,41,0,0,0,0,0,319,0,0,4,0,0,0,1,0,0,2,0,1,8,0,2,0,2,5,0,0,0,0,2,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,31,0,0,0
rY3aMFcbBx4,1642,51,0,0,1,1,0,0,1,0,1,2,0,0,0,2,1,19,0,385,2,25,4,0,0,26,12,0,0,0,1,0,0,0,3,27,0,1,1,0,1,1,0,0,2,0,89,0,8,0,7,0,857,0,1,12,0,0,0,1,0,0,0,0,0,31,1,6,0,1,3,5,0,0,0,10,0,4,1,1,0,3,1,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,7,0,0,0,47,0,0,0
F7WmW4ZCDCU,217,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,57,1,2,2,0,0,3,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,4,0,0,0,1,0,109,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0
BhfzAwwFbno,537,34,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,5,0,180,1,7,0,0,0,16,4,0,0,0,0,0,0,0,4,13,0,0,0,0,0,3,0,0,3,0,35,0,1,0,1,0,184,0,0,8,1,0,0,0,0,0,1,0,0,10,0,0,0,0,3,1,0,0,0,1,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,30,0,0,0
1t6bwzeneck,54,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
buaBdxY0H5E,14560,95,0,19,51,101,13,1,7,16,11,29,0,0,63,15,15,127,0,5818,44,1282,54,21,30,350,180,0,11,0,69,4,0,0,71,260,0,13,2,17,13,108,0,7,125,0,1140,0,21,5,54,1,853,1,3,301,23,5,75,10,3,0,6,1,14,307,26,377,0,11,123,40,0,3,1,21,3,337,14,181,3,57,31,42,0,0,0,44,20,0,0,52,145,2,0,0,20,0,13,46,0,4,17,14,0,18,3,0,0,826,0,0,1
p8Qm_EDTyt0,1070,52,0,0,0,2,2,0,0,1,0,0,0,0,4,1,2,5,0,735,1,46,1,2,1,7,12,0,2,0,2,0,0,0,3,6,0,0,0,2,2,9,0,0,6,0,35,0,0,0,3,1,76,0,0,5,0,0,2,1,0,0,0,0,1,2,6,1,0,0,2,1,0,0,0,4,0,6,1,4,1,0,2,1,0,0,0,0,0,0,0,7,1,0,0,0,3,0,3,3,0,0,0,0,0,5,0,0,0,35,0,0,0
u_UWMZGwThY,1822,69,0,1,7,39,5,0,0,0,3,2,0,0,9,1,4,14,0,976,15,120,9,6,5,21,9,0,0,0,1,0,0,0,10,14,0,2,0,1,2,13,0,0,27,0,148,0,1,0,3,0,67,1,0,20,2,0,17,1,0,0,0,1,0,8,5,7,0,5,9,2,0,0,0,5,1,42,3,0,2,2,4,5,0,0,0,1,0,0,0,8,3,0,0,0,0,0,4,3,0,1,0,7,0,2,3,0,0,93,0,0,1
y3djSB0XLWU,414,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,66,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,7,0,1,0,1,0,291,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0
Ggbo54ljN6s,1898,62,0,0,1,3,1,0,1,1,2,1,0,0,4,1,5,8,0,813,2,37,3,5,1,26,11,0,0,0,1,0,0,0,3,15,0,0,3,0,1,74,0,0,17,0,111,0,5,0,14,0,436,0,0,19,1,0,8,0,0,0,1,0,0,8,6,6,0,1,7,3,0,0,0,3,0,20,1,8,1,3,2,1,0,0,0,0,0,0,0,8,3,0,0,0,85,0,11,0,0,0,1,3,0,3,0,0,0,68,0,0,0
zObNLXkdkvc,5048,83,0,1,34,89,18,3,7,5,8,13,0,0,25,4,9,51,4,1455,11,97,19,4,5,309,45,0,0,0,3,0,0,0,36,242,0,2,0,7,4,22,0,0,40,0,342,0,16,3,21,0,278,8,1,98,19,2,21,3,0,0,4,3,1,471,5,197,0,16,13,9,0,0,1,10,0,42,13,42,2,4,1,4,0,0,0,1,9,0,0,41,39,4,0,0,8,0,7,158,0,8,9,12,0,56,5,0,0,394,0,0,0
7tRtyIKAVbc,212,37,0,1,2,2,0,0,0,0,0,2,0,0,0,1,2,2,0,65,1,3,0,0,0,5,2,0,0,0,0,0,0,0,1,15,0,0,0,1,0,2,0,0,0,0,7,0,0,0,0,0,34,0,0,10,0,0,0,0,0,0,0,0,0,13,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,6,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,13,0,0,0
