youtube_id,total_comments,total_languages,undetected_languages,af,am,ar,az,be,bg,bn,bs,ca,ceb,co,cs,cy,da,de,el,en,eo,es,et,eu,fa,fi,fr,fy,ga,gd,gl,gu,ha,haw,he,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iw,ja,jw,ka,kk,km,kn,ko,ku,ky,la,lb,lo,lt,lv,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,nl,no,ny,or,pa,pl,ps,pt,ro,ru,rw,si,sk,sl,sm,sn,so,sq,sr,st,su,sv,sw,ta,te,tg,th,tk,tl,tr,tt,ug,uk,ur,uz,vi,xh,yi,yo,zh-cn,zh-tw,zu
eMCTbqy-g4Q,57198,40,180116,0,0,163,12,0,0,69,0,1,0,0,400,0,342,2556,16,79040,0,2857,282,26,0,712,1479,0,0,0,0,2,0,0,27,353,0,0,0,18,0,145,0,0,959,0,5451,0,0,0,0,0,25,0,0,0,0,0,120,5,0,0,0,0,0,1,0,375,0,0,376,11,0,0,25,303,0,108,146,11,0,0,30,54,0,0,0,0,0,0,0,571,0,29,4,0,1,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
UJn1cSFtRbk,8944,34,21492,0,0,26,10,0,0,18,0,0,0,0,167,0,39,225,65,12222,0,256,72,2,0,748,124,0,0,0,0,0,0,0,27,542,0,0,0,57,0,128,0,0,67,0,306,0,0,0,0,0,2,0,0,0,0,0,17,2,0,0,0,0,0,0,0,23,0,0,73,5,0,0,4,44,0,19,17,6,0,0,2,3,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
vT8HnqDejxk,2459,30,14649,0,0,0,5,0,0,5,0,0,0,0,52,0,33,300,9,5117,0,173,18,8,0,66,131,0,0,0,0,0,0,0,3,5,0,0,0,2,0,59,0,0,88,0,62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,27,1,0,0,0,22,0,9,29,1,0,0,1,13,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WrcV9mebqlU,202,12,470,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,137,0,5,0,0,0,8,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adbq5IBZENs,5050,30,17150,0,0,2,1,0,0,7,0,0,0,0,40,0,59,164,0,6497,0,522,14,7,0,74,133,0,0,0,0,0,0,0,0,27,0,0,0,0,0,35,0,0,149,0,593,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,28,0,0,77,2,0,1,0,16,0,54,31,2,0,0,6,4,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
jx9LezLlD8s,11987,32,45449,0,0,1,7,0,0,33,0,0,0,0,262,0,132,743,4,26421,0,585,80,5,0,282,630,0,0,0,0,0,0,0,3,65,0,0,0,3,0,140,0,0,342,0,464,0,0,0,0,0,3,0,0,0,0,0,21,2,0,0,0,0,0,0,0,56,0,0,126,3,0,0,0,196,0,127,41,0,0,0,8,50,0,0,0,0,0,0,0,162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_ZEuSF0pAqA,972,23,1843,0,0,0,0,0,0,1,0,0,0,0,11,0,4,31,1,1567,0,37,1,0,0,46,15,0,0,0,0,0,0,0,0,55,0,0,0,0,0,3,0,0,18,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
pBk95KkvnzQ,1017,22,3094,0,0,0,1,0,0,0,0,0,0,0,14,0,13,264,3,1778,0,54,4,0,0,21,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,18,0,34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tbwUq7TeuwM,1311,24,5132,0,0,0,0,0,0,0,0,0,0,0,10,0,9,22,4,957,0,35,1,0,0,43,28,0,0,0,0,0,0,0,1,43,0,0,0,0,0,3,0,0,10,0,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,10,0,1,5,0,0,0,3,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lJ3_K9FqsQI,548,19,1543,0,0,0,0,0,0,0,0,0,0,0,2,0,2,7,0,464,0,21,0,0,0,12,15,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,2,3,0,0,0,0,38,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
YTiqnMl_API,320,21,1059,0,0,0,0,0,0,2,0,0,0,0,6,0,5,9,0,269,0,6,1,1,0,10,8,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR68FgpcvrQ,205,14,655,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,0,203,0,6,0,0,0,19,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GN35TPjb7Ow,344,10,1065,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,166,0,7,0,0,0,24,1,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wWBDPpRbXGM,1207,21,3330,0,0,0,0,0,0,0,0,0,0,0,4,0,1,58,1,675,0,29,7,2,0,54,16,0,0,0,0,0,0,0,1,60,0,0,0,1,0,2,0,0,10,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ho_6XRqLVLY,509,19,1528,0,0,0,0,0,0,0,0,0,0,0,6,0,5,22,0,702,0,25,9,0,0,18,18,0,0,0,0,0,0,0,0,5,0,0,0,1,0,6,0,0,18,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rMLli8Efe3s,60764,43,148546,0,0,72,15,0,0,6,0,1,0,0,329,0,341,2659,36,75095,0,2372,256,34,0,833,1537,0,0,0,0,2,0,0,13,325,0,0,0,18,0,565,0,0,1010,0,1687,0,1,0,0,0,12,0,0,0,0,0,402,18,0,0,0,0,0,0,0,250,0,0,267,8,0,0,7,265,0,169,192,6,0,1,12,140,0,0,0,1,0,0,0,389,0,6,3,0,1,0,0,42,0,0,0,0,0,3,0,0,0,0,0,0
TmpjLZ34LIQ,411,21,1373,0,0,1,0,0,0,1,0,0,0,0,23,0,4,15,0,548,0,17,1,0,0,18,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CEjHFRzv5TY,21302,35,100289,0,0,5,39,0,0,42,0,0,0,0,307,0,226,1055,5,50381,0,1457,102,3,0,1949,1163,0,0,0,0,0,0,0,20,1187,0,0,0,10,0,49,0,0,422,0,816,0,0,0,0,0,4,0,0,0,0,0,47,4,0,0,0,0,0,0,0,220,0,0,214,0,0,0,3,110,0,49,107,10,0,0,20,20,0,0,0,1,0,0,0,123,0,0,1,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
9VUhY0r0LPA,398,19,1136,0,0,0,0,0,0,0,0,0,0,0,5,1,2,4,0,180,0,3,0,0,0,9,2,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,1,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qnvNqkb7UTk,4448,33,20921,0,0,4,2,0,0,16,0,0,0,0,108,0,62,336,36,9257,0,309,39,8,0,141,213,0,0,0,0,0,0,0,9,60,0,0,0,4,0,43,0,0,188,0,153,0,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,25,0,0,25,2,0,0,0,122,0,35,32,1,0,0,3,5,0,0,0,0,0,0,0,73,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dEbSV51Os80,2519,31,8796,0,0,5,0,0,0,1,0,0,0,0,38,0,24,205,5,4255,0,175,20,5,0,33,91,0,0,0,0,0,0,0,1,18,0,0,0,1,0,8,0,0,39,0,118,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,9,0,0,13,1,0,0,0,19,0,5,6,0,0,0,5,38,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syFNMj8vBL0,1294,25,6168,0,0,0,1,0,0,8,0,0,0,0,31,0,13,48,0,2526,0,93,16,0,0,57,171,0,0,0,0,0,0,0,1,35,0,0,0,0,0,9,0,0,38,0,16,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,3,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FA5hsNS4DXQ,497,17,1617,0,0,0,0,0,0,0,0,0,0,0,6,0,6,20,0,523,0,18,2,0,0,29,9,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jw_ZLkPQMsA,6110,34,19629,0,0,5,4,0,0,5,0,0,0,0,46,0,50,177,3,9321,0,317,20,1,0,472,244,0,0,0,0,0,0,0,3,420,0,0,0,4,0,18,0,0,90,0,212,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,48,0,0,38,0,0,0,0,40,0,10,12,3,0,0,4,3,0,0,0,0,0,0,0,22,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
4dvfJ1G9lxI,571,19,1561,0,0,0,1,0,0,1,0,0,0,0,18,0,3,17,1,401,0,30,0,0,0,25,3,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0,0,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
skcE1qZKLLo,7017,34,21324,0,0,5,2,0,0,7,0,0,0,0,54,0,43,225,8,10189,0,356,30,6,0,558,235,0,0,0,0,0,0,0,0,503,0,0,0,2,0,16,0,0,103,0,254,0,0,0,0,0,2,0,0,0,0,0,16,2,0,0,0,0,0,0,0,53,0,0,48,0,0,0,0,58,0,15,57,3,0,0,3,2,0,0,0,0,0,0,0,22,0,1,1,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
jSuFkomtzd0,470,17,1247,0,0,0,0,0,0,0,0,0,0,0,5,0,4,16,0,612,0,14,5,0,0,30,8,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_MqBkzjmo,847,20,1918,0,0,1,0,0,0,2,0,0,0,0,8,0,0,27,0,860,0,46,2,0,0,25,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,8,0,55,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z-kdecO0Tr4,551,19,1321,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,1,469,0,27,4,0,0,50,4,0,0,0,0,0,0,0,2,42,0,0,0,0,0,3,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1fnregFDuYk,57959,41,201226,0,0,281,6,0,0,62,0,0,0,0,374,0,275,2519,31,70366,0,2645,303,28,0,700,1517,0,0,0,0,0,0,0,17,298,0,0,0,16,0,161,0,0,866,0,5731,0,0,0,0,10,28,0,0,0,0,0,145,9,0,0,0,2,0,0,0,371,0,0,303,12,0,2,17,311,0,128,168,25,0,0,34,58,0,0,0,0,0,0,0,363,0,18,7,0,1,0,0,64,0,0,0,0,0,1,0,0,0,0,0,0
0-BKiesiaxE,1585,24,3578,0,0,0,1,0,0,2,0,0,0,0,18,0,20,104,0,2168,0,66,8,0,0,105,34,0,0,0,0,1,0,0,0,79,0,0,0,0,0,4,0,0,21,0,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0,0,4,0,4,6,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ABrEh38vrlo,343,14,937,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,283,0,9,1,0,0,13,7,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kBVdYh5G6cc,33139,36,147628,0,0,3,14,0,0,53,0,0,0,0,763,0,426,1563,2,43628,0,2405,339,7,0,1190,1789,0,0,0,0,1,0,0,4,280,0,0,0,8,0,1402,0,0,696,0,509,0,0,0,0,0,0,0,0,0,0,0,466,5,0,0,0,0,0,0,0,185,0,0,252,12,0,0,0,304,0,104,251,3,0,1,13,285,0,0,0,0,0,0,0,488,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
pDP9SEP7vCo,44196,40,105760,0,0,97,9,0,0,95,0,0,0,0,416,1,189,1082,5,59314,0,1628,194,21,0,835,1029,0,0,0,0,0,0,0,15,296,0,0,0,14,0,128,0,0,896,0,1773,0,0,0,0,2,10,0,0,0,0,0,43,11,0,0,0,1,0,0,0,250,0,0,465,9,0,0,9,294,0,97,99,11,0,0,16,26,0,0,0,1,0,0,0,368,0,0,4,0,2,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0
Frt0ZU-QTuA,6091,33,23853,0,0,4,7,0,0,20,0,1,0,0,66,0,76,477,3,12130,0,263,31,2,0,68,251,0,0,0,0,0,0,0,7,25,0,0,0,11,0,48,0,0,137,0,339,0,0,0,0,0,3,0,0,0,0,0,11,7,0,0,0,0,0,0,0,36,0,0,22,4,0,0,0,126,0,26,14,0,0,0,4,15,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
w4RdpL2Fp8o,4109,31,17343,0,0,0,1,0,0,0,0,0,0,0,37,0,62,328,4,10577,0,241,25,1,0,57,235,0,0,0,0,0,0,0,6,19,0,0,0,2,0,30,0,0,110,0,128,0,0,0,0,0,4,0,0,0,0,0,14,2,0,0,0,0,0,0,0,27,0,0,31,2,0,0,0,76,0,26,26,1,0,0,5,11,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
e54YjIvHV8k,12423,33,50702,0,0,12,5,0,0,43,0,0,0,0,76,0,96,481,1,18905,0,643,60,2,0,210,419,0,0,0,0,0,0,0,7,82,0,0,0,4,0,41,0,0,202,0,683,0,0,0,0,4,6,0,0,0,0,0,68,0,0,0,0,0,0,0,0,58,0,0,53,3,0,0,1,31,0,18,69,0,0,0,4,11,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
h_EzAicsdd0,1088,23,3984,0,0,0,0,0,0,2,0,0,0,0,16,0,6,38,4,973,0,29,2,1,0,40,37,0,0,0,0,0,0,0,1,31,0,0,0,0,0,3,0,0,16,0,24,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,11,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uwxvjhyUvYc,125,13,346,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,75,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1JE8sg1ecgg,277,15,1326,0,0,0,0,0,0,0,0,0,0,0,1,0,0,84,0,388,0,10,7,0,0,19,19,0,0,0,0,0,0,0,0,15,0,0,0,0,0,3,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6oSQFwupr2s,3135,29,11028,0,0,1,1,0,0,11,0,0,0,0,69,0,26,171,0,5434,0,138,20,1,0,43,162,0,0,0,0,0,0,0,4,20,0,0,0,0,0,26,0,0,72,0,118,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,19,0,0,21,1,0,0,0,37,0,18,8,0,0,0,1,7,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
b22Hsn89Ml8,391,19,830,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,1,410,0,11,2,0,0,12,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,3,0,22,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a5TheCP_T1Q,886,21,4854,0,0,0,0,0,0,0,0,0,0,0,5,0,10,83,0,751,0,30,8,0,0,32,64,0,0,0,0,0,0,0,0,17,0,0,0,0,0,8,0,0,19,0,17,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G9WPPH9hjY4,2275,27,6090,0,0,2,0,0,0,0,0,0,0,0,32,0,11,80,12,2256,0,99,19,1,0,123,35,0,0,0,0,0,0,0,0,114,0,0,0,0,0,17,0,0,27,0,113,0,0,0,0,0,1,0,0,0,0,0,45,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,6,0,3,6,0,0,0,0,4,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
W7lcs4w-y_c,217,16,601,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,249,0,12,1,0,0,15,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9i5X7ferkZk,791,22,1931,0,0,1,0,0,0,0,0,0,0,0,11,0,2,16,0,1195,0,27,0,0,0,39,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,0,0,4,0,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,4,0,7,1,0,0,0,1,3,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OvhTNVyxTpA,1378,28,4720,0,0,1,0,0,0,1,0,0,0,0,22,0,9,91,5,1961,0,61,11,0,0,19,29,0,0,0,0,0,0,0,1,13,0,0,0,1,0,7,0,0,13,0,151,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,11,0,3,4,0,0,0,1,1,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lxchSHUVS5w,13150,35,36590,0,0,8,2,0,0,9,0,0,0,0,104,0,85,1681,3,15488,0,504,19,5,0,345,322,0,0,0,0,0,0,0,35,214,0,0,0,2,0,30,0,0,174,0,488,0,0,0,0,1,4,0,0,0,0,0,160,2,0,0,0,0,0,0,0,69,0,0,99,1,0,0,0,52,0,13,21,0,0,0,11,12,0,0,0,2,0,0,0,83,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
PSBfIWi0WM0,703,19,2103,0,0,0,0,0,0,1,0,0,0,0,4,0,2,31,0,684,0,49,4,0,0,18,11,0,0,0,0,0,0,0,1,11,0,0,0,0,0,2,0,0,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
b2E_5z_Ok6Q,5561,33,19245,0,0,1,5,0,0,1,0,0,0,0,58,1,61,234,19,9273,0,185,31,5,0,82,214,0,0,0,0,0,0,0,4,39,0,0,0,1,0,21,0,0,69,0,299,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,30,0,0,33,2,0,0,2,76,0,26,10,0,0,0,0,16,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3gegqsxbKmg,3537,24,11561,0,0,0,0,0,0,3,0,0,0,0,42,0,25,42,3,1812,0,60,2,0,0,108,42,0,0,0,0,0,0,0,0,68,0,0,0,0,0,13,0,0,26,0,92,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,18,0,8,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
yi7KvkrpwLU,837,23,2045,0,0,0,0,0,0,1,0,0,0,0,17,0,7,19,2,862,0,20,0,1,0,38,12,0,0,0,0,0,0,0,1,50,0,0,0,2,0,3,0,0,6,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,3,0,0,0,0,30,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zvr4dWApT0s,559,25,1469,0,0,0,1,0,0,3,0,0,0,0,15,0,3,13,3,532,0,22,1,0,0,30,20,0,0,0,0,0,0,0,1,19,0,0,0,0,0,1,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zx0e_DVvh34,720,19,2792,0,0,1,0,0,0,0,0,0,0,0,4,0,6,27,0,700,0,17,3,0,0,48,26,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5G57LQVcC9k,466,14,1348,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,158,0,2,2,0,0,20,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5fP3iLafzM,2661,28,9743,0,0,3,0,0,0,3,0,0,0,0,24,0,13,69,0,3092,0,167,8,0,0,163,67,0,0,0,0,0,0,0,0,186,0,0,0,0,0,7,0,0,32,0,83,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,1,0,11,0,0,31,0,0,0,1,14,0,2,7,1,0,0,2,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
NEixWxPMOME,514,23,2305,0,0,0,1,0,0,1,0,0,0,0,5,0,3,39,0,715,0,30,5,1,0,15,33,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,5,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
