total_videos,total_comments,avg_comments,median_comments,max_comments,min_comments,std_comments,videos_with_comments,videos_without_comments,coverage_percentage,no_comments_percentage,avg_languages,median_languages,max_languages,min_languages,std_languages,total_likes,avg_likes,median_likes,max_likes,min_likes,std_likes,total_views,avg_views,median_views,max_views,min_views,std_views
2203,21699942,4954.324657534246,937.5,262179,3,15152.866115314308,4380,-2177,198.8197911938266,-98.8197911938266,53.61095890410959,49.0,97,1,24.92559869275799,658202585,298775.5719473445,84878.0,17033460,63,807393.8786346859,15121756457,6864165.436677258,996061.0,967331089,1281,34848307.26937787
