youtube_id,title,total_languages,af,bg,bn,ca,cs,cy,da,de,el,en,es,et,fa,fi,fr,gu,hr,hu,id,it,ja,kn,ko,lt,lv,ml,nl,no,pa,pl,pt,ro,sk,sl,so,sq,sv,sw,th,tl,tr,uk,vi,zh-cn
MiWHG8LOGx0,"Love me, hate me 🕶💘 #IVE #아이브 #JANGWONYOUNG #장원영 #LIZ #리즈 #LEESEO #이서 #REBELHEART #ATTITUDE #Shorts",8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
_OAcFPHezgs,동손 요리대회 Ep.1 ❮나 벌써부터 은손 찬스 써야하나❯ THE AVATAR APPRENTICE | THE NCT SHOW,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Iai_DM6NPtg,SEVENTEEN (세븐틴) 12th Mini Album 'SPILL THE FEELS (CARAT Ver.)' Physical Album Preview,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
GZcMPFfWzTc,"TWICE REALITY ""TIME TO TWICE"" Y2K TDOONG SHOW EP.02",3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
K_t30E2AjME,#JISOO and #JENNIE #JISOO_FLOWER #지수꽃 #ME #지수 #제니 #BLACKPINK #블랙핑크 #FLOWERchallenge,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
u-l94IoS7dY,#SAKURA is burning 𝓗𝓞𝓣🌸❥ #LE_SSERAFIM #르세라핌 #사쿠라 #LE_SSERAFIM_HOT ❤️‍🔥 #shorts,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zEG2j7xutQk,카이sbn…✨ #카이 #KAI #희찬 #HEECHAN #Rover #KAI_Rover #RoverChallenge,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
DvonyNgngC8,가지고 가도 돼?🛒 | NCT CCOMAZ GROCERY STORE Behind,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YqD-JkBo5IU,[Jeans' ZINE] 요리퀸을 찾아라 EP.1 뉴셰프들의 등장👩‍🍳 | NewJeans,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FhP-y63VcqA,yeah that's me❗️짙은 농도에 정신이 혼미해🐱🍑🖤 (🎥by #DOYOUNG),6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
gmbqVXIhSPA,Re2’s 3irthday 🎂♡ ݁₊ . 💿  ̖́- #IVE #아이브 #REI #레이 #ATTITUDE #REBELHEART #Shorts,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
c7cj57Ts4fg,BLACKPINK WORLD TOUR [BORN PINK] HANOI HIGHLIGHT CLIP,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
lDJrRqhhoIE,BLACKPINK - '마지막처럼 (AS IF IT'S YOUR LAST)' M/V HITS 1.3 BILLION VIEWS,7,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
aj7DXBqPxJA,BLACKPINK WORLD TOUR [BORN PINK] FINALE IN SEOUL D-2 VIDEO,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7C0TewNgkDM,BLACKPINK - ‘Pink Venom’ ROSÉ Concept Teaser #2,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
wQTjv-Xo1gY,BLACKPINK - ‘Yeah Yeah Yeah’ (Official Audio),4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TV0n9YyM674,JAEHYUN 재현 'Flamin' Hot Lemon' (Official Audio),6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAWM7Y9Wnd0,[Choreography Video] SEVENTEEN(세븐틴) - 우리의 새벽은 낮보다 뜨겁다 (Our Dawn Is Hotter Than Day),9,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
YC2KOfxbQsc,[Jeans' ZINE] 김장대소동 EP.3 모두 모두~ 김치✌️🙂✌️ | NewJeans,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
a6OH_pDIb9g,02. FLU,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIZjuOiPPGc,The latest on Suga's Investigation | BTS,5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
trzsSnrx7dI,훌륭한 작품으로 다시 태어나는 중… 🎨🔥(feat. 핫쿨즈) #LE_SSERAFIM #르세라핌 #EASY_CRAZY_HOT  #EASY_CRAZY_HOT_IN_INCHEON,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ot3NXWBcWmE,what #HUHYUNJIN n #KAZUHA love🍰 #LE_SSERAFIM #르세라핌 #허윤진 #카즈하 #shorts,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
4lQZ3zd1IKg,Cover | JAEHYUN - Can't Take My Eyes Off You (Frankie Valli),8,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
_plo68R61No,aespa 에스파 'Whiplash' Unbeatable Beat #NINGNING,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9xK5GdVOAIA,[Light Jeans] NIKE Air Max Campaign Shoot Behind 👟 | NewJeans,7,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
AheJYXSfzVQ,"Yes, I am Chaeyoung. ASMR Interview",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
TPDkc5lb2yI,BLACKPINK - ‘B.P.M.’ Roll #20,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NKaV2HwLFzs,"Sold out SoFi, Nissan on fire 🔥One spark, baby, ooh-la-la, that's what we like 🎆#TWICE #JEONGYEON",11,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
mOt8YkuQIHQ,#RunAway 🏃‍♀ with #KIMJAEJOONG 🫶 #TWICE #트와이스 #TZUYU #쯔위 #abouTZU #김재중,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Vt9ae-BgAfs,[Light Jeans] HAERIN W KOREA Beauty Photoshoot Behind 🌷 | NewJeans,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
QNjDumsS6Pg,#ZHANGHAO is burning 𝓗𝓞𝓣🦝💫 #LE_SSERAFIM #르세라핌 #SAKURA #LE_SSERAFIM_HOT ❤️‍🔥#ZEROBASEONE #ZB1 #shorts,5,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TO3z3wQENPw,JISOO - VISUAL FILM #2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GxBNDNB44QU,안녕 가을아 🍒👋 #IVE #아이브 #GAEUL #가을 #ATTITUDE #REBELHEART #Shorts,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jlybDy8BNJE,우리한테는 재민이가 있기 때문에 | Ep.5 스케이트 | JUST DO IT:제대로 재밌게,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QyoQO_bdLsE,More & More (Sped Up Ver.) Challenge Only Using 🖐️ (w. 🐰🐶🐻🐯),7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
_431_CS9FQQ,[SPECIAL VIDEO] WOOZI - 'Ruby' Band Live Session,7,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
qul0rhlSCiY,𝐻𝑂𝑇 𝑙𝑖𝑘𝑒 𝑚𝑒 (｡•̀ᴗ-)✧ #LE_SSERAFIM #르세라핌#SAKURA #사쿠라 #HUHYUNJIN #허윤진 #shorts,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OE3D9IoZIYQ,🐰⬆️ to ⬇️🐾 #SUHO #수호 #EXO #엑소 #IcePariss #점선면 #1to3Challenge,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bW-PpXz42js,2024 SUHO TOUR ‘SU:HOME’🐰 TAKE 6 #SUHO #수호 #EXO #엑소 #weareoneEXO #SUHOME,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
wJam4R43XaI,"글쎄, 왜레이서 🤷‍♀️❔ #IVE #아이브 #REI #레이 #LEESEO #이서 #Shorts",5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qJgkZtIYRIU,BAEKHYUN 백현 'Delight' Mood Sampler #Sticky Ver.,6,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kVXazE8wR1Q,BLACKPINK - ‘The Happiest Girl’ (Official Audio),5,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
zEOVJ2mnzNE,"TWICE REALITY ""TIME TO TWICE"" TDOONG WORKSHOP TEASER",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
XaqAdRVkYmQ,🐺&🐥 #특챌린지 #S_Class_Challenge #StrayKids #스트레이키즈 #방찬 #BangChan #필릭스 #Felix #특 #S_Class #Shorts,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hbpi8ER7XEQ,[TIME TO TWICE] 알바트둥 THE PART-TIMER EP.01 | TWICE REALITY Highlight #1 #TWICE #TWICEREALITY,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
b0ryMyYRF68,모두가 원해 Whip-Whiplash🐯with #HOSHI#aespa #KARINA #Whiplash #SEVENTEEN #shorts,5,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rY3aMFcbBx4,[Light Jeans] KOREA TOURISM ORGANIZATION Behind 🧳 | NewJeans,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
F7WmW4ZCDCU,새로이 불어오는 새봄의 바람 #DOYOUNG #도영 #청춘의포말 #DOYOUNG_청춘의포말 #DOYOUNG_청춘의포말_YOUTH #NCT #NCT127 #shorts,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BhfzAwwFbno,Rum Pum Pum Pum!#aespa #에스파 #KARINA #카리나 #shorts,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1t6bwzeneck,love would come down like a million rocks🪨 #MARK #마크 #200 #MARK_200 #NCT #NCT127 #NCTDREAM #shorts,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0
buaBdxY0H5E,진 (Jin) ‘Running Wild’ Live Clip,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
p8Qm_EDTyt0,[Choreography Video] SEVENTEEN(세븐틴)-HIGHLIGHT,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u_UWMZGwThY,"Wanna have MORE MOMO? - TWICE ""MORE & MORE""",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
y3djSB0XLWU,🌊1박2일 부산여행(?) 코스📝 (휴게소/조개구이/밀락더마켓/청사포/해운대/굿밤콘서트) | 도영이의 청춘여행 in Busan,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ggbo54ljN6s,NCT U 엔시티 유 'Baggy Jeans' Dance Practice,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
zObNLXkdkvc,JISOO - '꽃(FLOWER)' DANCE PERFORMANCE VIDEO HITS 100 MILLION VIEWS,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
7tRtyIKAVbc,오늘 우린 영원을 말할거야🍒🤍 #CHANYEOL #찬열 #EXO #엑소 #CHANYEOL_都市風景_City_scape_in_SEOUL #2024_CHANYEOL_LIVETOUR,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIfjbX6hJBc,정한 (JEONGHAN) - Dream (KOR Ver.),5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
FfclEDHgAuY,𝘚𝘸𝘦𝘦𝘵🍬 𝘴𝘸𝘦𝘦𝘵🍭#aespa #에스파 #KARINA #카리나 #shorts,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
YzigQ-93ig8,BLACKPINK - ‘Shut Down’ M/V TEASER,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
aOzWJYJjvM0,[Light Jeans] HANNI Gucci Horsebit Campaign Behind🤎 | NewJeans,7,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
T17AR8cVmto,"Stray Kids ""Chk Chk Boom"" Performance Video",5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SmVqMedomh0,"RM 'Closer (with Paul Blanco, Mahalia)' X 헤어질 결심(Decision to Leave) Collabo MV",8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Qs0yhoybyzI,[We Flash] 패션 센스 미쳤네;;;(positive) | aespa Fashion Survival EP. 02,6,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ZRDKxhPq2wQ,{2012 LOEN TV} - IU(아이유) IN JAPAN ②,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
wdT2Aih7wNE,"⋆꙳⊹⋰ dancing with us𓇼⋆ ⸝·⸝⋆꙳⊹⋰

#TEN #李永钦 #텐 #LieWithYou
#NCT #WayV #威神V
#Nightwalker #shorts",8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
aXGpDv5JYzI,TWICE DAHYUN “첫사랑 (백아)” Vocal & Guitar Cover,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
j7wScEBoiew,RM & Megan Thee Stallion 'Neva Play' MV | BTS Reaction,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
fa9Vzvq27bY,JAEHYUN 재현 'The Smoky Night',4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wa5Efb30Apw,우리의 마음은 127도!🍷❤️‍🔥 | ❮술찌즈 : 쫄들의 연말 모임❯,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RJhCF9Z6Zw,☎️ When you hit the dial #JAEHYUN #Smoke,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
xKpZ1DLztAA,[ETC] SEVENTEEN (세븐틴) - 'Ready to love' @ Jimmy Kimmel Live!,7,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4pyBiwjHtT8,💗Duet | Making the moon🌙 with 🐧#TWICE #트와이스 #MOONLIGHTSUNRISE,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
abGRMUh6N08,ONCE BEGINS,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FdjjZlJ0irs,#은채 ✨너무 잘해요✨ #SHALALA_Challenge #TAEYONG #태용 #SHALALA #Shorts,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bofHLLv7bmk,BLACKPINK - 'Kill This Love' M/V HITS 2 BILLION VIEWS #BLACKPINK #블랙핑크 #KILLTHISLOVE #MV #2BILLION,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
GmPTWg5VSbA,안무 생긴 Betcha👆🏻 #BAEKHYUN #백현 #Betcha #BetchaChallenge,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HZ9zwWvi2AA,keep your eyes peeled🪩 they walk #NewJeans #뉴진스 #Film_By_NewJeans  #NewJeans_is_Everywhere,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
bZHchWQVfFk,샤랄랄라 라라❤️💚🖤 #SHALALA_Challenge With #에이티즈 #TAEYONG #태용 #SHALALA #Shorts,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
es9MaJPb_U8,IVE 아이브 'REBEL HEART' Performance Video,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
vn0NChSV3_s,"TWICE ""The Feels""🎶 #GetTheFeelsWithTWICE 댄스 챌린지👑 with 🍑🐯",4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ilKeU1zhVbI,"DIVE’s the light, DIVE’s the dove 🕊 #IVE #LEESEO #SUPERNOVALOVE #DAVIDGUETTA #Shorts",6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
rQhi0viq-FU,: ̗̀ Whipl⚙️shˎˊ:⋆⋆#aespa #KARINA #Whiplash #shorts,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KKOGgqwQOx0,오렌지 카와이 - 샹하이 로맨스 (上海之戀) #IVE #아이브 #GAEUL #가을 #REI #레이 #LEESEO #이서 #IVE_EMPATHY #Shorts,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whinBSh4124,Outfit of the day 🤍#aespa #GISELLE #NINGNING #Whiplash #shorts,6,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
wfA8MRu4DYY,"#JIWOO, come over and dance!💃🐶#LE_SSERAFIM #르세라핌 #KAZUHA #LE_SSERAFIM_HOT ❤️‍🔥 #ComeOver #NMIXX #엔믹스",7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Mx_UUF3cCFo,🐰Bunny 🐯Kitty Poppy🎈,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yk9rlNH8gxc,[Jeans' ZINE] 가을캠프 EP.2 게임에는 팀워크가 필요해💗 | NewJeans,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
qoPvAqxoibs,#더쇼 에서 #Nightwalker 들이 돌아다닌다는 썰… 🌌👣 #TEN #XIAOJUN #李永钦 #텐 #肖俊 #샤오쥔 #NCT #WayV #威神V #THESHOW,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Do0G--EYVAU,JISOO - ‘꽃(FLOWER)’ M/V HIGHLIGHT CLIP #1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RFZTTTmPUl0,[EPISODE] j-hope's Year-End Award Shows Sketch - BTS (방탄소년단),8,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
