video_id,language,comment_count,percentage,total_comments,total_languages
s_hk-nszOmg,et,335,1.1,30387,38
s_hk-nszOmg,sv,315,1.04,30387,38
s_hk-nszOmg,nl,217,0.71,30387,38
s_hk-nszOmg,sl,202,0.66,30387,38
s_hk-nszOmg,pt,187,0.62,30387,38
s_hk-nszOmg,pl,148,0.49,30387,38
s_hk-nszOmg,mt,139,0.46,30387,38
s_hk-nszOmg,hi,105,0.35,30387,38
s_hk-nszOmg,ro,99,0.33,30387,38
s_hk-nszOmg,lt,71,0.23,30387,38
s_hk-nszOmg,bn,42,0.14,30387,38
s_hk-nszOmg,eu,17,0.06,30387,38
s_hk-nszOmg,az,13,0.04,30387,38
s_hk-nszOmg,he,11,0.04,30387,38
s_hk-nszOmg,ru,10,0.03,30387,38
s_hk-nszOmg,tr,9,0.03,30387,38
s_hk-nszOmg,ko,7,0.02,30387,38
s_hk-nszOmg,no,7,0.02,30387,38
s_hk-nszOmg,sk,7,0.02,30387,38
s_hk-nszOmg,hu,6,0.02,30387,38
s_hk-nszOmg,ar,5,0.02,30387,38
s_hk-nszOmg,el,4,0.01,30387,38
s_hk-nszOmg,lv,4,0.01,30387,38
s_hk-nszOmg,th,2,0.01,30387,38
s_hk-nszOmg,ka,1,0.0,30387,38
s_hk-nszOmg,pa,1,0.0,30387,38
s_hk-nszOmg,ta,1,0.0,30387,38
s_hk-nszOmg,vi,1,0.0,30387,38
puZ90NlBx0M,en,172,84.31,204,17
puZ90NlBx0M,fi,12,5.88,204,17
puZ90NlBx0M,fr,10,4.9,204,17
puZ90NlBx0M,de,9,4.41,204,17
puZ90NlBx0M,ja,7,3.43,204,17
puZ90NlBx0M,es,6,2.94,204,17
puZ90NlBx0M,hi,4,1.96,204,17
puZ90NlBx0M,el,3,1.47,204,17
puZ90NlBx0M,id,3,1.47,204,17
puZ90NlBx0M,it,3,1.47,204,17
puZ90NlBx0M,pl,3,1.47,204,17
puZ90NlBx0M,cs,2,0.98,204,17
puZ90NlBx0M,mt,2,0.98,204,17
puZ90NlBx0M,sl,2,0.98,204,17
puZ90NlBx0M,pt,1,0.49,204,17
puZ90NlBx0M,sv,1,0.49,204,17
puZ90NlBx0M,th,1,0.49,204,17
72E9DIe6AbU,en,115,25.39,453,13
72E9DIe6AbU,fi,22,4.86,453,13
72E9DIe6AbU,hi,22,4.86,453,13
72E9DIe6AbU,ja,13,2.87,453,13
72E9DIe6AbU,cs,6,1.32,453,13
72E9DIe6AbU,de,5,1.1,453,13
72E9DIe6AbU,es,2,0.44,453,13
72E9DIe6AbU,fr,2,0.44,453,13
72E9DIe6AbU,lt,2,0.44,453,13
72E9DIe6AbU,da,1,0.22,453,13
72E9DIe6AbU,et,1,0.22,453,13
72E9DIe6AbU,it,1,0.22,453,13
72E9DIe6AbU,ko,1,0.22,453,13
jgjk3I_Kc0M,en,1504,76.07,1977,22
jgjk3I_Kc0M,fi,81,4.1,1977,22
jgjk3I_Kc0M,hi,57,2.88,1977,22
jgjk3I_Kc0M,ja,56,2.83,1977,22
jgjk3I_Kc0M,pl,43,2.18,1977,22
jgjk3I_Kc0M,de,40,2.02,1977,22
jgjk3I_Kc0M,mt,32,1.62,1977,22
jgjk3I_Kc0M,fr,30,1.52,1977,22
jgjk3I_Kc0M,es,29,1.47,1977,22
jgjk3I_Kc0M,et,22,1.11,1977,22
jgjk3I_Kc0M,it,17,0.86,1977,22
jgjk3I_Kc0M,cs,11,0.56,1977,22
jgjk3I_Kc0M,sv,6,0.3,1977,22
jgjk3I_Kc0M,bn,4,0.2,1977,22
jgjk3I_Kc0M,da,4,0.2,1977,22
jgjk3I_Kc0M,nl,4,0.2,1977,22
jgjk3I_Kc0M,id,3,0.15,1977,22
jgjk3I_Kc0M,el,2,0.1,1977,22
jgjk3I_Kc0M,lt,2,0.1,1977,22
jgjk3I_Kc0M,ko,1,0.05,1977,22
jgjk3I_Kc0M,lv,1,0.05,1977,22
jgjk3I_Kc0M,ro,1,0.05,1977,22
pRLUqVnSsKo,en,21424,191.13,11209,34
pRLUqVnSsKo,de,1353,12.07,11209,34
pRLUqVnSsKo,es,937,8.36,11209,34
pRLUqVnSsKo,fr,754,6.73,11209,34
pRLUqVnSsKo,it,286,2.55,11209,34
pRLUqVnSsKo,ja,171,1.53,11209,34
pRLUqVnSsKo,fi,152,1.36,11209,34
pRLUqVnSsKo,da,125,1.12,11209,34
pRLUqVnSsKo,sv,105,0.94,11209,34
pRLUqVnSsKo,tr,86,0.77,11209,34
pRLUqVnSsKo,mt,75,0.67,11209,34
pRLUqVnSsKo,pl,70,0.62,11209,34
pRLUqVnSsKo,id,69,0.62,11209,34
pRLUqVnSsKo,cs,65,0.58,11209,34
pRLUqVnSsKo,nl,62,0.55,11209,34
pRLUqVnSsKo,et,58,0.52,11209,34
pRLUqVnSsKo,hi,55,0.49,11209,34
pRLUqVnSsKo,pt,34,0.3,11209,34
pRLUqVnSsKo,lt,31,0.28,11209,34
pRLUqVnSsKo,ro,28,0.25,11209,34
pRLUqVnSsKo,ar,27,0.24,11209,34
pRLUqVnSsKo,hu,12,0.11,11209,34
pRLUqVnSsKo,az,11,0.1,11209,34
pRLUqVnSsKo,lv,6,0.05,11209,34
pRLUqVnSsKo,sl,5,0.04,11209,34
pRLUqVnSsKo,bn,2,0.02,11209,34
pRLUqVnSsKo,he,2,0.02,11209,34
pRLUqVnSsKo,ko,2,0.02,11209,34
pRLUqVnSsKo,el,1,0.01,11209,34
pRLUqVnSsKo,eu,1,0.01,11209,34
pRLUqVnSsKo,kn,1,0.01,11209,34
pRLUqVnSsKo,pa,1,0.01,11209,34
pRLUqVnSsKo,ru,1,0.01,11209,34
pRLUqVnSsKo,sk,1,0.01,11209,34
c9Lg4xIknpI,en,314,91.81,342,20
c9Lg4xIknpI,fi,20,5.85,342,20
c9Lg4xIknpI,es,19,5.56,342,20
c9Lg4xIknpI,hi,14,4.09,342,20
c9Lg4xIknpI,ja,12,3.51,342,20
c9Lg4xIknpI,fr,9,2.63,342,20
c9Lg4xIknpI,da,5,1.46,342,20
c9Lg4xIknpI,de,5,1.46,342,20
c9Lg4xIknpI,mt,5,1.46,342,20
c9Lg4xIknpI,pl,5,1.46,342,20
c9Lg4xIknpI,id,4,1.17,342,20
c9Lg4xIknpI,sv,4,1.17,342,20
c9Lg4xIknpI,cs,3,0.88,342,20
c9Lg4xIknpI,sl,2,0.58,342,20
c9Lg4xIknpI,az,1,0.29,342,20
c9Lg4xIknpI,bn,1,0.29,342,20
c9Lg4xIknpI,it,1,0.29,342,20
c9Lg4xIknpI,lt,1,0.29,342,20
c9Lg4xIknpI,lv,1,0.29,342,20
c9Lg4xIknpI,nl,1,0.29,342,20
qJO71OR_6R8,en,100,91.74,109,10
qJO71OR_6R8,hi,11,10.09,109,10
qJO71OR_6R8,fi,7,6.42,109,10
qJO71OR_6R8,ja,4,3.67,109,10
qJO71OR_6R8,de,3,2.75,109,10
qJO71OR_6R8,es,3,2.75,109,10
qJO71OR_6R8,fr,3,2.75,109,10
qJO71OR_6R8,mt,2,1.83,109,10
qJO71OR_6R8,cs,1,0.92,109,10
qJO71OR_6R8,th,1,0.92,109,10
TXRVO1_RGzE,en,264,154.39,171,14
TXRVO1_RGzE,es,16,9.36,171,14
TXRVO1_RGzE,de,15,8.77,171,14
TXRVO1_RGzE,fi,10,5.85,171,14
TXRVO1_RGzE,hi,9,5.26,171,14
TXRVO1_RGzE,fr,8,4.68,171,14
TXRVO1_RGzE,ja,7,4.09,171,14
TXRVO1_RGzE,mt,2,1.17,171,14
TXRVO1_RGzE,cs,1,0.58,171,14
TXRVO1_RGzE,et,1,0.58,171,14
TXRVO1_RGzE,hu,1,0.58,171,14
TXRVO1_RGzE,it,1,0.58,171,14
TXRVO1_RGzE,pl,1,0.58,171,14
TXRVO1_RGzE,sl,1,0.58,171,14
B0Xuadbp3eA,en,8517,136.67,6232,31
B0Xuadbp3eA,de,301,4.83,6232,31
B0Xuadbp3eA,ja,293,4.7,6232,31
B0Xuadbp3eA,fi,257,4.12,6232,31
B0Xuadbp3eA,es,239,3.84,6232,31
B0Xuadbp3eA,hi,184,2.95,6232,31
B0Xuadbp3eA,fr,165,2.65,6232,31
B0Xuadbp3eA,it,81,1.3,6232,31
B0Xuadbp3eA,pl,77,1.24,6232,31
B0Xuadbp3eA,cs,60,0.96,6232,31
B0Xuadbp3eA,mt,47,0.75,6232,31
B0Xuadbp3eA,nl,41,0.66,6232,31
B0Xuadbp3eA,da,39,0.63,6232,31
B0Xuadbp3eA,et,35,0.56,6232,31
B0Xuadbp3eA,sv,25,0.4,6232,31
B0Xuadbp3eA,ro,19,0.3,6232,31
B0Xuadbp3eA,tr,17,0.27,6232,31
B0Xuadbp3eA,id,14,0.22,6232,31
B0Xuadbp3eA,lt,12,0.19,6232,31
B0Xuadbp3eA,ar,8,0.13,6232,31
B0Xuadbp3eA,sl,8,0.13,6232,31
B0Xuadbp3eA,bn,7,0.11,6232,31
B0Xuadbp3eA,pt,4,0.06,6232,31
B0Xuadbp3eA,az,3,0.05,6232,31
B0Xuadbp3eA,ko,3,0.05,6232,31
B0Xuadbp3eA,sk,3,0.05,6232,31
B0Xuadbp3eA,eu,2,0.03,6232,31
B0Xuadbp3eA,ru,2,0.03,6232,31
B0Xuadbp3eA,el,1,0.02,6232,31
B0Xuadbp3eA,he,1,0.02,6232,31
B0Xuadbp3eA,pa,1,0.02,6232,31
PCt6FogXsU0,en,185,59.29,312,16
PCt6FogXsU0,fi,15,4.81,312,16
PCt6FogXsU0,fr,7,2.24,312,16
PCt6FogXsU0,de,6,1.92,312,16
PCt6FogXsU0,es,5,1.6,312,16
PCt6FogXsU0,hi,5,1.6,312,16
PCt6FogXsU0,cs,3,0.96,312,16
PCt6FogXsU0,id,3,0.96,312,16
PCt6FogXsU0,it,3,0.96,312,16
PCt6FogXsU0,ja,3,0.96,312,16
PCt6FogXsU0,et,2,0.64,312,16
PCt6FogXsU0,ro,2,0.64,312,16
PCt6FogXsU0,sv,2,0.64,312,16
PCt6FogXsU0,hu,1,0.32,312,16
PCt6FogXsU0,nl,1,0.32,312,16
PCt6FogXsU0,pl,1,0.32,312,16
Mi-mwwRQzWs,en,1191,79.45,1499,24
Mi-mwwRQzWs,fi,115,7.67,1499,24
Mi-mwwRQzWs,hi,115,7.67,1499,24
Mi-mwwRQzWs,ja,51,3.4,1499,24
Mi-mwwRQzWs,es,49,3.27,1499,24
Mi-mwwRQzWs,de,36,2.4,1499,24
Mi-mwwRQzWs,cs,32,2.13,1499,24
Mi-mwwRQzWs,fr,29,1.93,1499,24
Mi-mwwRQzWs,it,23,1.53,1499,24
Mi-mwwRQzWs,id,18,1.2,1499,24
Mi-mwwRQzWs,ro,14,0.93,1499,24
Mi-mwwRQzWs,pl,13,0.87,1499,24
Mi-mwwRQzWs,sl,10,0.67,1499,24
Mi-mwwRQzWs,et,7,0.47,1499,24
Mi-mwwRQzWs,da,6,0.4,1499,24
Mi-mwwRQzWs,nl,6,0.4,1499,24
Mi-mwwRQzWs,pt,4,0.27,1499,24
Mi-mwwRQzWs,eu,3,0.2,1499,24
Mi-mwwRQzWs,mt,3,0.2,1499,24
Mi-mwwRQzWs,lt,2,0.13,1499,24
Mi-mwwRQzWs,sv,2,0.13,1499,24
Mi-mwwRQzWs,az,1,0.07,1499,24
Mi-mwwRQzWs,bn,1,0.07,1499,24
Mi-mwwRQzWs,lv,1,0.07,1499,24
YnANCLicubE,en,609,109.14,558,23
YnANCLicubE,es,26,4.66,558,23
YnANCLicubE,fi,18,3.23,558,23
YnANCLicubE,ja,18,3.23,558,23
YnANCLicubE,de,14,2.51,558,23
YnANCLicubE,cs,13,2.33,558,23
YnANCLicubE,it,11,1.97,558,23
YnANCLicubE,pl,8,1.43,558,23
YnANCLicubE,sl,8,1.43,558,23
YnANCLicubE,fr,7,1.25,558,23
YnANCLicubE,hi,6,1.08,558,23
YnANCLicubE,nl,5,0.9,558,23
YnANCLicubE,pt,4,0.72,558,23
YnANCLicubE,el,3,0.54,558,23
YnANCLicubE,da,2,0.36,558,23
YnANCLicubE,et,2,0.36,558,23
YnANCLicubE,id,2,0.36,558,23
YnANCLicubE,sv,2,0.36,558,23
YnANCLicubE,ar,1,0.18,558,23
YnANCLicubE,bn,1,0.18,558,23
YnANCLicubE,eu,1,0.18,558,23
YnANCLicubE,mt,1,0.18,558,23
YnANCLicubE,ro,1,0.18,558,23
xV6DuOrAWbQ,en,692,124.91,554,19
xV6DuOrAWbQ,fi,34,6.14,554,19
xV6DuOrAWbQ,de,26,4.69,554,19
xV6DuOrAWbQ,es,21,3.79,554,19
xV6DuOrAWbQ,ja,17,3.07,554,19
xV6DuOrAWbQ,hi,10,1.81,554,19
xV6DuOrAWbQ,sv,10,1.81,554,19
xV6DuOrAWbQ,da,6,1.08,554,19
xV6DuOrAWbQ,fr,6,1.08,554,19
xV6DuOrAWbQ,cs,4,0.72,554,19
xV6DuOrAWbQ,it,4,0.72,554,19
xV6DuOrAWbQ,bn,3,0.54,554,19
xV6DuOrAWbQ,et,2,0.36,554,19
xV6DuOrAWbQ,ar,1,0.18,554,19
xV6DuOrAWbQ,id,1,0.18,554,19
xV6DuOrAWbQ,nl,1,0.18,554,19
xV6DuOrAWbQ,pl,1,0.18,554,19
xV6DuOrAWbQ,pt,1,0.18,554,19
xV6DuOrAWbQ,ro,1,0.18,554,19
TWtWNAdz6x8,en,149,100.68,148,16
TWtWNAdz6x8,fi,7,4.73,148,16
TWtWNAdz6x8,de,4,2.7,148,16
TWtWNAdz6x8,ja,4,2.7,148,16
TWtWNAdz6x8,cs,3,2.03,148,16
TWtWNAdz6x8,es,2,1.35,148,16
TWtWNAdz6x8,fr,2,1.35,148,16
TWtWNAdz6x8,hi,2,1.35,148,16
TWtWNAdz6x8,mt,2,1.35,148,16
TWtWNAdz6x8,ro,2,1.35,148,16
TWtWNAdz6x8,sl,2,1.35,148,16
TWtWNAdz6x8,bn,1,0.68,148,16
TWtWNAdz6x8,el,1,0.68,148,16
TWtWNAdz6x8,id,1,0.68,148,16
TWtWNAdz6x8,it,1,0.68,148,16
TWtWNAdz6x8,sv,1,0.68,148,16
FTFZRHmJD04,en,575,95.04,605,21
FTFZRHmJD04,es,25,4.13,605,21
FTFZRHmJD04,de,20,3.31,605,21
FTFZRHmJD04,fr,20,3.31,605,21
FTFZRHmJD04,fi,17,2.81,605,21
FTFZRHmJD04,id,10,1.65,605,21
FTFZRHmJD04,cs,9,1.49,605,21
FTFZRHmJD04,da,9,1.49,605,21
FTFZRHmJD04,it,9,1.49,605,21
FTFZRHmJD04,ja,9,1.49,605,21
FTFZRHmJD04,et,7,1.16,605,21
FTFZRHmJD04,hi,7,1.16,605,21
FTFZRHmJD04,bn,3,0.5,605,21
FTFZRHmJD04,sl,3,0.5,605,21
FTFZRHmJD04,sv,3,0.5,605,21
FTFZRHmJD04,lt,2,0.33,605,21
FTFZRHmJD04,mt,2,0.33,605,21
FTFZRHmJD04,nl,2,0.33,605,21
FTFZRHmJD04,el,1,0.17,605,21
FTFZRHmJD04,he,1,0.17,605,21
FTFZRHmJD04,th,1,0.17,605,21
BK8ilG7chKY,en,16295,188.14,8661,34
BK8ilG7chKY,fi,861,9.94,8661,34
BK8ilG7chKY,hi,826,9.54,8661,34
BK8ilG7chKY,es,327,3.78,8661,34
BK8ilG7chKY,ja,313,3.61,8661,34
BK8ilG7chKY,de,292,3.37,8661,34
BK8ilG7chKY,fr,204,2.36,8661,34
BK8ilG7chKY,cs,129,1.49,8661,34
BK8ilG7chKY,mt,127,1.47,8661,34
BK8ilG7chKY,da,103,1.19,8661,34
BK8ilG7chKY,it,92,1.06,8661,34
BK8ilG7chKY,pl,81,0.94,8661,34
BK8ilG7chKY,nl,40,0.46,8661,34
BK8ilG7chKY,ro,36,0.42,8661,34
BK8ilG7chKY,et,28,0.32,8661,34
BK8ilG7chKY,tr,28,0.32,8661,34
BK8ilG7chKY,pt,21,0.24,8661,34
BK8ilG7chKY,id,17,0.2,8661,34
BK8ilG7chKY,sv,15,0.17,8661,34
BK8ilG7chKY,lt,13,0.15,8661,34
BK8ilG7chKY,bn,7,0.08,8661,34
BK8ilG7chKY,ar,6,0.07,8661,34
BK8ilG7chKY,te,4,0.05,8661,34
BK8ilG7chKY,az,3,0.03,8661,34
BK8ilG7chKY,no,3,0.03,8661,34
BK8ilG7chKY,ru,3,0.03,8661,34
BK8ilG7chKY,sl,3,0.03,8661,34
BK8ilG7chKY,el,2,0.02,8661,34
BK8ilG7chKY,he,2,0.02,8661,34
BK8ilG7chKY,sk,2,0.02,8661,34
BK8ilG7chKY,eu,1,0.01,8661,34
BK8ilG7chKY,hu,1,0.01,8661,34
BK8ilG7chKY,ko,1,0.01,8661,34
BK8ilG7chKY,pa,1,0.01,8661,34
2teptoNjT0g,en,4389,91.88,4777,28
2teptoNjT0g,hi,327,6.85,4777,28
2teptoNjT0g,fi,300,6.28,4777,28
2teptoNjT0g,es,270,5.65,4777,28
2teptoNjT0g,ja,182,3.81,4777,28
2teptoNjT0g,de,151,3.16,4777,28
2teptoNjT0g,fr,93,1.95,4777,28
2teptoNjT0g,it,67,1.4,4777,28
2teptoNjT0g,nl,37,0.77,4777,28
2teptoNjT0g,cs,31,0.65,4777,28
2teptoNjT0g,mt,25,0.52,4777,28
2teptoNjT0g,tr,25,0.52,4777,28
2teptoNjT0g,da,21,0.44,4777,28
2teptoNjT0g,pl,17,0.36,4777,28
2teptoNjT0g,ro,16,0.33,4777,28
2teptoNjT0g,et,11,0.23,4777,28
2teptoNjT0g,id,9,0.19,4777,28
2teptoNjT0g,pt,9,0.19,4777,28
2teptoNjT0g,ar,8,0.17,4777,28
2teptoNjT0g,sv,6,0.13,4777,28
2teptoNjT0g,bn,5,0.1,4777,28
2teptoNjT0g,sk,5,0.1,4777,28
2teptoNjT0g,lt,4,0.08,4777,28
2teptoNjT0g,eu,2,0.04,4777,28
2teptoNjT0g,sl,2,0.04,4777,28
2teptoNjT0g,hu,1,0.02,4777,28
2teptoNjT0g,pa,1,0.02,4777,28
2teptoNjT0g,ru,1,0.02,4777,28
VyBvgxP-lsU,en,12790,175.09,7305,33
VyBvgxP-lsU,de,777,10.64,7305,33
VyBvgxP-lsU,fr,501,6.86,7305,33
VyBvgxP-lsU,es,399,5.46,7305,33
VyBvgxP-lsU,ja,190,2.6,7305,33
VyBvgxP-lsU,cs,153,2.09,7305,33
VyBvgxP-lsU,it,146,2.0,7305,33
VyBvgxP-lsU,fi,141,1.93,7305,33
VyBvgxP-lsU,lt,135,1.85,7305,33
VyBvgxP-lsU,id,113,1.55,7305,33
VyBvgxP-lsU,pl,88,1.2,7305,33
VyBvgxP-lsU,sv,88,1.2,7305,33
VyBvgxP-lsU,da,78,1.07,7305,33
VyBvgxP-lsU,nl,70,0.96,7305,33
VyBvgxP-lsU,et,50,0.68,7305,33
VyBvgxP-lsU,mt,46,0.63,7305,33
VyBvgxP-lsU,sl,26,0.36,7305,33
VyBvgxP-lsU,ro,21,0.29,7305,33
VyBvgxP-lsU,bn,20,0.27,7305,33
VyBvgxP-lsU,hi,14,0.19,7305,33
VyBvgxP-lsU,pt,6,0.08,7305,33
VyBvgxP-lsU,az,4,0.05,7305,33
VyBvgxP-lsU,ar,3,0.04,7305,33
VyBvgxP-lsU,no,3,0.04,7305,33
VyBvgxP-lsU,he,2,0.03,7305,33
VyBvgxP-lsU,tr,2,0.03,7305,33
VyBvgxP-lsU,el,1,0.01,7305,33
VyBvgxP-lsU,eu,1,0.01,7305,33
VyBvgxP-lsU,hu,1,0.01,7305,33
VyBvgxP-lsU,lv,1,0.01,7305,33
VyBvgxP-lsU,ml,1,0.01,7305,33
VyBvgxP-lsU,sk,1,0.01,7305,33
VyBvgxP-lsU,ta,1,0.01,7305,33
UUnZEh7uSBU,en,798,86.08,927,22
UUnZEh7uSBU,hi,45,4.85,927,22
UUnZEh7uSBU,fi,43,4.64,927,22
UUnZEh7uSBU,es,26,2.8,927,22
UUnZEh7uSBU,de,19,2.05,927,22
UUnZEh7uSBU,fr,18,1.94,927,22
UUnZEh7uSBU,ja,15,1.62,927,22
UUnZEh7uSBU,it,10,1.08,927,22
UUnZEh7uSBU,cs,9,0.97,927,22
UUnZEh7uSBU,da,6,0.65,927,22
UUnZEh7uSBU,pl,4,0.43,927,22
UUnZEh7uSBU,nl,3,0.32,927,22
UUnZEh7uSBU,sv,3,0.32,927,22
UUnZEh7uSBU,lt,2,0.22,927,22
UUnZEh7uSBU,mt,2,0.22,927,22
UUnZEh7uSBU,ro,2,0.22,927,22
UUnZEh7uSBU,bn,1,0.11,927,22
UUnZEh7uSBU,el,1,0.11,927,22
UUnZEh7uSBU,et,1,0.11,927,22
UUnZEh7uSBU,hu,1,0.11,927,22
UUnZEh7uSBU,id,1,0.11,927,22
UUnZEh7uSBU,pt,1,0.11,927,22
30VMl9ZkmgE,en,18853,185.36,10171,33
30VMl9ZkmgE,es,1327,13.05,10171,33
30VMl9ZkmgE,de,686,6.74,10171,33
30VMl9ZkmgE,fr,669,6.58,10171,33
30VMl9ZkmgE,it,328,3.22,10171,33
30VMl9ZkmgE,fi,305,3.0,10171,33
30VMl9ZkmgE,ja,244,2.4,10171,33
30VMl9ZkmgE,pt,121,1.19,10171,33
30VMl9ZkmgE,ro,120,1.18,10171,33
30VMl9ZkmgE,pl,115,1.13,10171,33
30VMl9ZkmgE,da,103,1.01,10171,33
30VMl9ZkmgE,sv,92,0.9,10171,33
30VMl9ZkmgE,id,87,0.86,10171,33
30VMl9ZkmgE,hi,82,0.81,10171,33
30VMl9ZkmgE,nl,82,0.81,10171,33
30VMl9ZkmgE,mt,66,0.65,10171,33
30VMl9ZkmgE,et,56,0.55,10171,33
30VMl9ZkmgE,cs,55,0.54,10171,33
30VMl9ZkmgE,lt,30,0.29,10171,33
30VMl9ZkmgE,bn,26,0.26,10171,33
30VMl9ZkmgE,tr,23,0.23,10171,33
30VMl9ZkmgE,sl,15,0.15,10171,33
30VMl9ZkmgE,eu,11,0.11,10171,33
30VMl9ZkmgE,sk,10,0.1,10171,33
30VMl9ZkmgE,az,5,0.05,10171,33
30VMl9ZkmgE,el,4,0.04,10171,33
30VMl9ZkmgE,he,4,0.04,10171,33
30VMl9ZkmgE,ko,3,0.03,10171,33
30VMl9ZkmgE,lv,3,0.03,10171,33
30VMl9ZkmgE,ru,2,0.02,10171,33
30VMl9ZkmgE,no,1,0.01,10171,33
30VMl9ZkmgE,te,1,0.01,10171,33
30VMl9ZkmgE,th,1,0.01,10171,33
GHKlFrbfsY4,en,337,73.1,461,17
GHKlFrbfsY4,de,33,7.16,461,17
GHKlFrbfsY4,hi,29,6.29,461,17
GHKlFrbfsY4,fi,22,4.77,461,17
GHKlFrbfsY4,ja,16,3.47,461,17
GHKlFrbfsY4,es,11,2.39,461,17
GHKlFrbfsY4,it,11,2.39,461,17
GHKlFrbfsY4,fr,10,2.17,461,17
GHKlFrbfsY4,id,4,0.87,461,17
GHKlFrbfsY4,da,3,0.65,461,17
GHKlFrbfsY4,pl,3,0.65,461,17
GHKlFrbfsY4,cs,2,0.43,461,17
GHKlFrbfsY4,tr,2,0.43,461,17
GHKlFrbfsY4,bn,1,0.22,461,17
GHKlFrbfsY4,lt,1,0.22,461,17
GHKlFrbfsY4,mt,1,0.22,461,17
GHKlFrbfsY4,sv,1,0.22,461,17
SGt4r6cSe60,en,2296,109.54,2096,26
SGt4r6cSe60,de,264,12.6,2096,26
SGt4r6cSe60,hi,216,10.31,2096,26
SGt4r6cSe60,fi,173,8.25,2096,26
SGt4r6cSe60,ja,75,3.58,2096,26
SGt4r6cSe60,fr,70,3.34,2096,26
SGt4r6cSe60,es,63,3.01,2096,26
SGt4r6cSe60,it,44,2.1,2096,26
SGt4r6cSe60,cs,27,1.29,2096,26
SGt4r6cSe60,sv,19,0.91,2096,26
SGt4r6cSe60,da,13,0.62,2096,26
SGt4r6cSe60,nl,13,0.62,2096,26
SGt4r6cSe60,et,10,0.48,2096,26
SGt4r6cSe60,pl,10,0.48,2096,26
SGt4r6cSe60,mt,7,0.33,2096,26
SGt4r6cSe60,pt,5,0.24,2096,26
SGt4r6cSe60,id,4,0.19,2096,26
SGt4r6cSe60,ro,4,0.19,2096,26
SGt4r6cSe60,lt,3,0.14,2096,26
SGt4r6cSe60,ar,2,0.1,2096,26
SGt4r6cSe60,bn,2,0.1,2096,26
SGt4r6cSe60,ru,2,0.1,2096,26
SGt4r6cSe60,az,1,0.05,2096,26
SGt4r6cSe60,ko,1,0.05,2096,26
SGt4r6cSe60,tr,1,0.05,2096,26
SGt4r6cSe60,vi,1,0.05,2096,26
S6uWta_CnhU,en,22634,163.05,13882,34
S6uWta_CnhU,de,1010,7.28,13882,34
S6uWta_CnhU,es,995,7.17,13882,34
S6uWta_CnhU,fr,484,3.49,13882,34
S6uWta_CnhU,id,427,3.08,13882,34
S6uWta_CnhU,ja,290,2.09,13882,34
S6uWta_CnhU,it,279,2.01,13882,34
S6uWta_CnhU,fi,278,2.0,13882,34
S6uWta_CnhU,sv,244,1.76,13882,34
S6uWta_CnhU,cs,225,1.62,13882,34
S6uWta_CnhU,pl,180,1.3,13882,34
S6uWta_CnhU,ro,154,1.11,13882,34
S6uWta_CnhU,et,145,1.04,13882,34
S6uWta_CnhU,nl,145,1.04,13882,34
S6uWta_CnhU,sl,140,1.01,13882,34
S6uWta_CnhU,lt,134,0.97,13882,34
S6uWta_CnhU,da,131,0.94,13882,34
S6uWta_CnhU,pt,79,0.57,13882,34
S6uWta_CnhU,mt,67,0.48,13882,34
S6uWta_CnhU,hi,34,0.24,13882,34
S6uWta_CnhU,el,33,0.24,13882,34
S6uWta_CnhU,tr,20,0.14,13882,34
S6uWta_CnhU,sk,13,0.09,13882,34
S6uWta_CnhU,eu,10,0.07,13882,34
S6uWta_CnhU,no,9,0.06,13882,34
S6uWta_CnhU,ar,7,0.05,13882,34
S6uWta_CnhU,he,5,0.04,13882,34
S6uWta_CnhU,hu,5,0.04,13882,34
S6uWta_CnhU,lv,5,0.04,13882,34
S6uWta_CnhU,az,3,0.02,13882,34
S6uWta_CnhU,ko,3,0.02,13882,34
S6uWta_CnhU,bn,2,0.01,13882,34
S6uWta_CnhU,kn,1,0.01,13882,34
S6uWta_CnhU,ru,1,0.01,13882,34
wGmlMTJ9vhE,en,367,81.37,451,21
wGmlMTJ9vhE,hi,24,5.32,451,21
wGmlMTJ9vhE,de,20,4.43,451,21
wGmlMTJ9vhE,ja,17,3.77,451,21
wGmlMTJ9vhE,fi,16,3.55,451,21
wGmlMTJ9vhE,es,13,2.88,451,21
wGmlMTJ9vhE,fr,8,1.77,451,21
wGmlMTJ9vhE,cs,7,1.55,451,21
wGmlMTJ9vhE,it,4,0.89,451,21
wGmlMTJ9vhE,pl,3,0.67,451,21
wGmlMTJ9vhE,el,2,0.44,451,21
wGmlMTJ9vhE,et,2,0.44,451,21
wGmlMTJ9vhE,tr,2,0.44,451,21
wGmlMTJ9vhE,ar,1,0.22,451,21
wGmlMTJ9vhE,cy,1,0.22,451,21
wGmlMTJ9vhE,da,1,0.22,451,21
wGmlMTJ9vhE,hu,1,0.22,451,21
wGmlMTJ9vhE,mt,1,0.22,451,21
wGmlMTJ9vhE,nl,1,0.22,451,21
wGmlMTJ9vhE,ro,1,0.22,451,21
wGmlMTJ9vhE,sv,1,0.22,451,21
5bocmq9IWh0,en,37586,188.43,19947,37
5bocmq9IWh0,de,1183,5.93,19947,37
5bocmq9IWh0,es,1023,5.13,19947,37
5bocmq9IWh0,fr,954,4.78,19947,37
5bocmq9IWh0,ja,449,2.25,19947,37
5bocmq9IWh0,it,356,1.78,19947,37
