video_id,language,comment_count,percentage,total_comments,total_languages
RbctNBlXBJc,es,3006,6.74,44605,40
RbctNBlXBJc,de,2495,5.59,44605,40
RbctNBlXBJc,et,1395,3.13,44605,40
RbctNBlXBJc,it,1391,3.12,44605,40
RbctNBlXBJc,fi,761,1.71,44605,40
RbctNBlXBJc,mt,595,1.33,44605,40
RbctNBlXBJc,da,478,1.07,44605,40
RbctNBlXBJc,cs,457,1.02,44605,40
RbctNBlXBJc,hi,396,0.89,44605,40
RbctNBlXBJc,sv,376,0.84,44605,40
RbctNBlXBJc,lt,303,0.68,44605,40
RbctNBlXBJc,nl,297,0.67,44605,40
RbctNBlXBJc,pl,245,0.55,44605,40
RbctNBlXBJc,id,154,0.35,44605,40
RbctNBlXBJc,pt,113,0.25,44605,40
RbctNBlXBJc,ro,110,0.25,44605,40
RbctNBlXBJc,tr,64,0.14,44605,40
RbctNBlXBJc,ar,53,0.12,44605,40
RbctNBlXBJc,el,36,0.08,44605,40
RbctNBlXBJc,bn,29,0.07,44605,40
RbctNBlXBJc,eu,25,0.06,44605,40
RbctNBlXBJc,sl,25,0.06,44605,40
RbctNBlXBJc,no,22,0.05,44605,40
RbctNBlXBJc,sk,20,0.04,44605,40
RbctNBlXBJc,az,18,0.04,44605,40
RbctNBlXBJc,ko,18,0.04,44605,40
RbctNBlXBJc,he,14,0.03,44605,40
RbctNBlXBJc,hu,13,0.03,44605,40
RbctNBlXBJc,lv,11,0.02,44605,40
RbctNBlXBJc,pa,8,0.02,44605,40
RbctNBlXBJc,ru,7,0.02,44605,40
RbctNBlXBJc,te,6,0.01,44605,40
RbctNBlXBJc,vi,2,0.0,44605,40
RbctNBlXBJc,ca,1,0.0,44605,40
RbctNBlXBJc,cy,1,0.0,44605,40
RbctNBlXBJc,or,1,0.0,44605,40
RbctNBlXBJc,ta,1,0.0,44605,40
P4QbzIQqKdo,en,99,76.74,129,10
P4QbzIQqKdo,hi,10,7.75,129,10
P4QbzIQqKdo,ja,9,6.98,129,10
P4QbzIQqKdo,de,7,5.43,129,10
P4QbzIQqKdo,fi,7,5.43,129,10
P4QbzIQqKdo,es,3,2.33,129,10
P4QbzIQqKdo,it,3,2.33,129,10
P4QbzIQqKdo,cs,1,0.78,129,10
P4QbzIQqKdo,fr,1,0.78,129,10
P4QbzIQqKdo,sv,1,0.78,129,10
Iw43IE9xA-s,en,41,39.42,104,8
Iw43IE9xA-s,hi,5,4.81,104,8
Iw43IE9xA-s,fr,3,2.88,104,8
Iw43IE9xA-s,ja,2,1.92,104,8
Iw43IE9xA-s,ar,1,0.96,104,8
Iw43IE9xA-s,da,1,0.96,104,8
Iw43IE9xA-s,fi,1,0.96,104,8
Iw43IE9xA-s,id,1,0.96,104,8
lKdEeg9SNBQ,en,1009,71.87,1404,22
lKdEeg9SNBQ,fi,84,5.98,1404,22
lKdEeg9SNBQ,hi,75,5.34,1404,22
lKdEeg9SNBQ,es,60,4.27,1404,22
lKdEeg9SNBQ,ja,60,4.27,1404,22
lKdEeg9SNBQ,de,55,3.92,1404,22
lKdEeg9SNBQ,sl,47,3.35,1404,22
lKdEeg9SNBQ,it,26,1.85,1404,22
lKdEeg9SNBQ,fr,16,1.14,1404,22
lKdEeg9SNBQ,nl,12,0.85,1404,22
lKdEeg9SNBQ,cs,10,0.71,1404,22
lKdEeg9SNBQ,bn,7,0.5,1404,22
lKdEeg9SNBQ,da,7,0.5,1404,22
lKdEeg9SNBQ,mt,5,0.36,1404,22
lKdEeg9SNBQ,et,4,0.28,1404,22
lKdEeg9SNBQ,sv,3,0.21,1404,22
lKdEeg9SNBQ,eu,2,0.14,1404,22
lKdEeg9SNBQ,pt,2,0.14,1404,22
lKdEeg9SNBQ,ko,1,0.07,1404,22
lKdEeg9SNBQ,pl,1,0.07,1404,22
lKdEeg9SNBQ,ro,1,0.07,1404,22
lKdEeg9SNBQ,ru,1,0.07,1404,22
_btxV8tJM7w,en,307115,117.14,262179,45
_btxV8tJM7w,de,18084,6.9,262179,45
_btxV8tJM7w,es,13518,5.16,262179,45
_btxV8tJM7w,fr,9687,3.69,262179,45
_btxV8tJM7w,id,7592,2.9,262179,45
_btxV8tJM7w,fi,5566,2.12,262179,45
_btxV8tJM7w,it,5500,2.1,262179,45
_btxV8tJM7w,nl,2807,1.07,262179,45
_btxV8tJM7w,ja,2637,1.01,262179,45
_btxV8tJM7w,sv,2496,0.95,262179,45
_btxV8tJM7w,sl,2414,0.92,262179,45
_btxV8tJM7w,et,2311,0.88,262179,45
_btxV8tJM7w,pl,2243,0.86,262179,45
_btxV8tJM7w,ro,1912,0.73,262179,45
_btxV8tJM7w,tr,1860,0.71,262179,45
_btxV8tJM7w,ar,1685,0.64,262179,45
_btxV8tJM7w,lt,1647,0.63,262179,45
_btxV8tJM7w,da,1544,0.59,262179,45
_btxV8tJM7w,mt,1437,0.55,262179,45
_btxV8tJM7w,pt,1321,0.5,262179,45
_btxV8tJM7w,cs,946,0.36,262179,45
_btxV8tJM7w,hi,498,0.19,262179,45
_btxV8tJM7w,bn,240,0.09,262179,45
_btxV8tJM7w,eu,162,0.06,262179,45
_btxV8tJM7w,pa,137,0.05,262179,45
_btxV8tJM7w,lv,129,0.05,262179,45
_btxV8tJM7w,sk,119,0.05,262179,45
_btxV8tJM7w,hu,114,0.04,262179,45
_btxV8tJM7w,az,70,0.03,262179,45
_btxV8tJM7w,no,67,0.03,262179,45
_btxV8tJM7w,he,66,0.03,262179,45
_btxV8tJM7w,ko,33,0.01,262179,45
_btxV8tJM7w,el,28,0.01,262179,45
_btxV8tJM7w,te,21,0.01,262179,45
_btxV8tJM7w,ru,17,0.01,262179,45
_btxV8tJM7w,kn,15,0.01,262179,45
_btxV8tJM7w,gu,9,0.0,262179,45
_btxV8tJM7w,cy,8,0.0,262179,45
_btxV8tJM7w,or,6,0.0,262179,45
_btxV8tJM7w,th,4,0.0,262179,45
_btxV8tJM7w,ca,3,0.0,262179,45
_btxV8tJM7w,ka,3,0.0,262179,45
_btxV8tJM7w,si,3,0.0,262179,45
_btxV8tJM7w,sq,1,0.0,262179,45
_btxV8tJM7w,ta,1,0.0,262179,45
elvyqrEFjfA,en,44,75.86,58,7
elvyqrEFjfA,es,5,8.62,58,7
elvyqrEFjfA,ja,4,6.9,58,7
elvyqrEFjfA,da,1,1.72,58,7
elvyqrEFjfA,fi,1,1.72,58,7
elvyqrEFjfA,hi,1,1.72,58,7
elvyqrEFjfA,sl,1,1.72,58,7
oNn_O_HTXqs,en,281,92.43,304,18
oNn_O_HTXqs,fi,21,6.91,304,18
oNn_O_HTXqs,hi,16,5.26,304,18
oNn_O_HTXqs,de,13,4.28,304,18
oNn_O_HTXqs,ja,6,1.97,304,18
oNn_O_HTXqs,cs,5,1.64,304,18
oNn_O_HTXqs,es,5,1.64,304,18
oNn_O_HTXqs,pl,5,1.64,304,18
oNn_O_HTXqs,it,4,1.32,304,18
oNn_O_HTXqs,fr,3,0.99,304,18
oNn_O_HTXqs,da,2,0.66,304,18
oNn_O_HTXqs,bn,1,0.33,304,18
oNn_O_HTXqs,et,1,0.33,304,18
oNn_O_HTXqs,lt,1,0.33,304,18
oNn_O_HTXqs,pt,1,0.33,304,18
oNn_O_HTXqs,ro,1,0.33,304,18
oNn_O_HTXqs,sk,1,0.33,304,18
oNn_O_HTXqs,sv,1,0.33,304,18
xBlMiqSGFps,en,1736,120.47,1441,23
xBlMiqSGFps,fr,59,4.09,1441,23
xBlMiqSGFps,hi,48,3.33,1441,23
xBlMiqSGFps,fi,37,2.57,1441,23
xBlMiqSGFps,es,36,2.5,1441,23
xBlMiqSGFps,ja,35,2.43,1441,23
xBlMiqSGFps,de,31,2.15,1441,23
xBlMiqSGFps,et,19,1.32,1441,23
xBlMiqSGFps,it,19,1.32,1441,23
xBlMiqSGFps,sv,13,0.9,1441,23
xBlMiqSGFps,cs,9,0.62,1441,23
xBlMiqSGFps,bn,5,0.35,1441,23
xBlMiqSGFps,da,5,0.35,1441,23
xBlMiqSGFps,mt,3,0.21,1441,23
xBlMiqSGFps,nl,3,0.21,1441,23
xBlMiqSGFps,pl,3,0.21,1441,23
xBlMiqSGFps,lt,2,0.14,1441,23
xBlMiqSGFps,el,1,0.07,1441,23
xBlMiqSGFps,eu,1,0.07,1441,23
xBlMiqSGFps,he,1,0.07,1441,23
xBlMiqSGFps,pt,1,0.07,1441,23
xBlMiqSGFps,ro,1,0.07,1441,23
xBlMiqSGFps,ta,1,0.07,1441,23
XbIVHV4VIdw,en,158,79.0,200,14
XbIVHV4VIdw,fi,10,5.0,200,14
XbIVHV4VIdw,sl,10,5.0,200,14
XbIVHV4VIdw,hi,9,4.5,200,14
XbIVHV4VIdw,es,8,4.0,200,14
XbIVHV4VIdw,ja,5,2.5,200,14
XbIVHV4VIdw,de,4,2.0,200,14
XbIVHV4VIdw,fr,3,1.5,200,14
XbIVHV4VIdw,pl,2,1.0,200,14
XbIVHV4VIdw,et,1,0.5,200,14
XbIVHV4VIdw,id,1,0.5,200,14
XbIVHV4VIdw,lt,1,0.5,200,14
XbIVHV4VIdw,nl,1,0.5,200,14
XbIVHV4VIdw,sv,1,0.5,200,14
nD3MKxxa3ec,en,1154,69.81,1653,23
nD3MKxxa3ec,fr,50,3.02,1653,23
nD3MKxxa3ec,fi,46,2.78,1653,23
nD3MKxxa3ec,ja,45,2.72,1653,23
nD3MKxxa3ec,hi,41,2.48,1653,23
nD3MKxxa3ec,es,32,1.94,1653,23
nD3MKxxa3ec,de,30,1.81,1653,23
nD3MKxxa3ec,pl,17,1.03,1653,23
nD3MKxxa3ec,cs,14,0.85,1653,23
nD3MKxxa3ec,da,7,0.42,1653,23
nD3MKxxa3ec,mt,6,0.36,1653,23
nD3MKxxa3ec,et,5,0.3,1653,23
nD3MKxxa3ec,sv,5,0.3,1653,23
nD3MKxxa3ec,it,4,0.24,1653,23
nD3MKxxa3ec,nl,3,0.18,1653,23
nD3MKxxa3ec,sl,3,0.18,1653,23
nD3MKxxa3ec,el,2,0.12,1653,23
nD3MKxxa3ec,id,2,0.12,1653,23
nD3MKxxa3ec,ro,2,0.12,1653,23
nD3MKxxa3ec,hu,1,0.06,1653,23
nD3MKxxa3ec,lt,1,0.06,1653,23
nD3MKxxa3ec,lv,1,0.06,1653,23
nD3MKxxa3ec,ml,1,0.06,1653,23
SotTC6U9CTQ,en,565,77.08,733,21
SotTC6U9CTQ,ja,30,4.09,733,21
SotTC6U9CTQ,fi,22,3.0,733,21
SotTC6U9CTQ,es,17,2.32,733,21
SotTC6U9CTQ,hi,17,2.32,733,21
SotTC6U9CTQ,de,12,1.64,733,21
SotTC6U9CTQ,fr,12,1.64,733,21
SotTC6U9CTQ,it,12,1.64,733,21
SotTC6U9CTQ,pl,5,0.68,733,21
SotTC6U9CTQ,pt,4,0.55,733,21
SotTC6U9CTQ,sv,4,0.55,733,21
SotTC6U9CTQ,da,3,0.41,733,21
SotTC6U9CTQ,id,3,0.41,733,21
SotTC6U9CTQ,mt,3,0.41,733,21
SotTC6U9CTQ,tr,3,0.41,733,21
SotTC6U9CTQ,cs,2,0.27,733,21
SotTC6U9CTQ,az,1,0.14,733,21
SotTC6U9CTQ,el,1,0.14,733,21
SotTC6U9CTQ,et,1,0.14,733,21
SotTC6U9CTQ,nl,1,0.14,733,21
SotTC6U9CTQ,ro,1,0.14,733,21
AajQnW_4zOY,en,2322,182.4,1273,22
AajQnW_4zOY,fr,120,9.43,1273,22
AajQnW_4zOY,de,69,5.42,1273,22
AajQnW_4zOY,es,55,4.32,1273,22
AajQnW_4zOY,fi,47,3.69,1273,22
AajQnW_4zOY,hi,42,3.3,1273,22
AajQnW_4zOY,ja,38,2.99,1273,22
AajQnW_4zOY,cs,22,1.73,1273,22
AajQnW_4zOY,da,21,1.65,1273,22
AajQnW_4zOY,it,21,1.65,1273,22
AajQnW_4zOY,pl,14,1.1,1273,22
AajQnW_4zOY,sv,14,1.1,1273,22
AajQnW_4zOY,mt,13,1.02,1273,22
AajQnW_4zOY,et,8,0.63,1273,22
AajQnW_4zOY,id,7,0.55,1273,22
AajQnW_4zOY,nl,6,0.47,1273,22
AajQnW_4zOY,pt,5,0.39,1273,22
AajQnW_4zOY,az,2,0.16,1273,22
AajQnW_4zOY,bn,2,0.16,1273,22
AajQnW_4zOY,he,2,0.16,1273,22
AajQnW_4zOY,lt,2,0.16,1273,22
AajQnW_4zOY,ro,1,0.08,1273,22
BQspon5Ic_A,en,872,100.46,868,22
BQspon5Ic_A,fi,51,5.88,868,22
BQspon5Ic_A,hi,46,5.3,868,22
BQspon5Ic_A,es,34,3.92,868,22
BQspon5Ic_A,de,33,3.8,868,22
BQspon5Ic_A,ja,27,3.11,868,22
BQspon5Ic_A,it,18,2.07,868,22
BQspon5Ic_A,fr,13,1.5,868,22
BQspon5Ic_A,cs,12,1.38,868,22
BQspon5Ic_A,id,9,1.04,868,22
BQspon5Ic_A,sv,8,0.92,868,22
BQspon5Ic_A,da,7,0.81,868,22
BQspon5Ic_A,pl,7,0.81,868,22
BQspon5Ic_A,mt,6,0.69,868,22
BQspon5Ic_A,et,5,0.58,868,22
BQspon5Ic_A,pt,5,0.58,868,22
BQspon5Ic_A,sl,5,0.58,868,22
BQspon5Ic_A,ar,1,0.12,868,22
BQspon5Ic_A,bn,1,0.12,868,22
BQspon5Ic_A,eu,1,0.12,868,22
BQspon5Ic_A,hu,1,0.12,868,22
BQspon5Ic_A,nl,1,0.12,868,22
oku4LqVo_iU,en,115,113.86,101,12
oku4LqVo_iU,it,4,3.96,101,12
oku4LqVo_iU,es,3,2.97,101,12
oku4LqVo_iU,fi,3,2.97,101,12
oku4LqVo_iU,fr,3,2.97,101,12
oku4LqVo_iU,hi,3,2.97,101,12
oku4LqVo_iU,ja,3,2.97,101,12
oku4LqVo_iU,de,2,1.98,101,12
oku4LqVo_iU,cs,1,0.99,101,12
oku4LqVo_iU,nl,1,0.99,101,12
oku4LqVo_iU,ro,1,0.99,101,12
oku4LqVo_iU,sv,1,0.99,101,12
SNhUO4rXJ9U,en,138,125.45,110,13
SNhUO4rXJ9U,fi,10,9.09,110,13
SNhUO4rXJ9U,fr,8,7.27,110,13
SNhUO4rXJ9U,de,6,5.45,110,13
SNhUO4rXJ9U,hi,3,2.73,110,13
SNhUO4rXJ9U,ja,3,2.73,110,13
SNhUO4rXJ9U,nl,3,2.73,110,13
SNhUO4rXJ9U,mt,2,1.82,110,13
SNhUO4rXJ9U,pl,2,1.82,110,13
SNhUO4rXJ9U,el,1,0.91,110,13
SNhUO4rXJ9U,es,1,0.91,110,13
SNhUO4rXJ9U,it,1,0.91,110,13
SNhUO4rXJ9U,sk,1,0.91,110,13
HSD_hjzbKFE,en,122,11.59,1053,17
HSD_hjzbKFE,fi,56,5.32,1053,17
HSD_hjzbKFE,hi,56,5.32,1053,17
HSD_hjzbKFE,ja,24,2.28,1053,17
HSD_hjzbKFE,de,6,0.57,1053,17
HSD_hjzbKFE,es,3,0.28,1053,17
HSD_hjzbKFE,ro,3,0.28,1053,17
HSD_hjzbKFE,mt,2,0.19,1053,17
HSD_hjzbKFE,pl,2,0.19,1053,17
HSD_hjzbKFE,ar,1,0.09,1053,17
HSD_hjzbKFE,bn,1,0.09,1053,17
HSD_hjzbKFE,cs,1,0.09,1053,17
HSD_hjzbKFE,eu,1,0.09,1053,17
HSD_hjzbKFE,fr,1,0.09,1053,17
HSD_hjzbKFE,it,1,0.09,1053,17
HSD_hjzbKFE,ko,1,0.09,1053,17
HSD_hjzbKFE,pt,1,0.09,1053,17
jbgwkgVW3HQ,en,61506,159.85,38478,40
jbgwkgVW3HQ,es,1975,5.13,38478,40
jbgwkgVW3HQ,fi,1613,4.19,38478,40
jbgwkgVW3HQ,fr,1534,3.99,38478,40
jbgwkgVW3HQ,hi,1445,3.76,38478,40
jbgwkgVW3HQ,de,1183,3.07,38478,40
jbgwkgVW3HQ,ja,1090,2.83,38478,40
jbgwkgVW3HQ,cs,1056,2.74,38478,40
jbgwkgVW3HQ,it,496,1.29,38478,40
jbgwkgVW3HQ,et,267,0.69,38478,40
jbgwkgVW3HQ,pt,250,0.65,38478,40
jbgwkgVW3HQ,pl,245,0.64,38478,40
jbgwkgVW3HQ,da,243,0.63,38478,40
jbgwkgVW3HQ,nl,229,0.6,38478,40
jbgwkgVW3HQ,sv,213,0.55,38478,40
jbgwkgVW3HQ,id,133,0.35,38478,40
jbgwkgVW3HQ,mt,95,0.25,38478,40
jbgwkgVW3HQ,ro,94,0.24,38478,40
jbgwkgVW3HQ,lt,72,0.19,38478,40
jbgwkgVW3HQ,tr,69,0.18,38478,40
jbgwkgVW3HQ,bn,67,0.17,38478,40
jbgwkgVW3HQ,hu,54,0.14,38478,40
jbgwkgVW3HQ,ru,36,0.09,38478,40
jbgwkgVW3HQ,ko,26,0.07,38478,40
jbgwkgVW3HQ,sk,23,0.06,38478,40
jbgwkgVW3HQ,sl,18,0.05,38478,40
jbgwkgVW3HQ,he,17,0.04,38478,40
jbgwkgVW3HQ,az,15,0.04,38478,40
jbgwkgVW3HQ,no,15,0.04,38478,40
jbgwkgVW3HQ,eu,14,0.04,38478,40
jbgwkgVW3HQ,el,11,0.03,38478,40
jbgwkgVW3HQ,lv,10,0.03,38478,40
jbgwkgVW3HQ,pa,10,0.03,38478,40
jbgwkgVW3HQ,ar,9,0.02,38478,40
jbgwkgVW3HQ,or,5,0.01,38478,40
jbgwkgVW3HQ,te,4,0.01,38478,40
jbgwkgVW3HQ,mr,3,0.01,38478,40
jbgwkgVW3HQ,ta,3,0.01,38478,40
jbgwkgVW3HQ,vi,2,0.01,38478,40
jbgwkgVW3HQ,sq,1,0.0,38478,40
ZZJN-7csI-c,en,6864,196.79,3488,27
ZZJN-7csI-c,de,678,19.44,3488,27
ZZJN-7csI-c,fi,300,8.6,3488,27
ZZJN-7csI-c,hi,242,6.94,3488,27
ZZJN-7csI-c,es,228,6.54,3488,27
ZZJN-7csI-c,ja,132,3.78,3488,27
ZZJN-7csI-c,fr,121,3.47,3488,27
ZZJN-7csI-c,it,74,2.12,3488,27
ZZJN-7csI-c,cs,61,1.75,3488,27
ZZJN-7csI-c,sv,49,1.4,3488,27
ZZJN-7csI-c,da,36,1.03,3488,27
ZZJN-7csI-c,et,35,1.0,3488,27
ZZJN-7csI-c,nl,31,0.89,3488,27
ZZJN-7csI-c,mt,26,0.75,3488,27
ZZJN-7csI-c,ro,17,0.49,3488,27
ZZJN-7csI-c,pl,9,0.26,3488,27
ZZJN-7csI-c,pt,9,0.26,3488,27
ZZJN-7csI-c,bn,6,0.17,3488,27
ZZJN-7csI-c,ar,3,0.09,3488,27
ZZJN-7csI-c,id,3,0.09,3488,27
ZZJN-7csI-c,lt,3,0.09,3488,27
ZZJN-7csI-c,tr,3,0.09,3488,27
ZZJN-7csI-c,az,2,0.06,3488,27
ZZJN-7csI-c,hu,2,0.06,3488,27
ZZJN-7csI-c,sl,2,0.06,3488,27
ZZJN-7csI-c,eu,1,0.03,3488,27
ZZJN-7csI-c,sk,1,0.03,3488,27
66AVvwUbxkY,en,69,63.3,109,10
66AVvwUbxkY,fr,4,3.67,109,10
66AVvwUbxkY,de,3,2.75,109,10
66AVvwUbxkY,et,3,2.75,109,10
66AVvwUbxkY,fi,3,2.75,109,10
66AVvwUbxkY,ja,2,1.83,109,10
66AVvwUbxkY,es,1,0.92,109,10
66AVvwUbxkY,hi,1,0.92,109,10
66AVvwUbxkY,it,1,0.92,109,10
66AVvwUbxkY,pl,1,0.92,109,10
6BhCTJXMdy8,en,96,82.76,116,11
6BhCTJXMdy8,fi,4,3.45,116,11
6BhCTJXMdy8,cs,3,2.59,116,11
6BhCTJXMdy8,es,3,2.59,116,11
6BhCTJXMdy8,da,2,1.72,116,11
6BhCTJXMdy8,de,2,1.72,116,11
6BhCTJXMdy8,fr,2,1.72,116,11
6BhCTJXMdy8,hi,2,1.72,116,11
6BhCTJXMdy8,it,1,0.86,116,11
6BhCTJXMdy8,ja,1,0.86,116,11
6BhCTJXMdy8,lt,1,0.86,116,11
9CLgsNQEeNc,en,905,65.3,1386,26
9CLgsNQEeNc,fi,68,4.91,1386,26
9CLgsNQEeNc,hi,48,3.46,1386,26
9CLgsNQEeNc,de,43,3.1,1386,26
9CLgsNQEeNc,ja,37,2.67,1386,26
9CLgsNQEeNc,es,31,2.24,1386,26
9CLgsNQEeNc,fr,20,1.44,1386,26
9CLgsNQEeNc,mt,14,1.01,1386,26
9CLgsNQEeNc,pl,13,0.94,1386,26
9CLgsNQEeNc,cs,10,0.72,1386,26
9CLgsNQEeNc,sv,7,0.51,1386,26
9CLgsNQEeNc,it,6,0.43,1386,26
9CLgsNQEeNc,el,5,0.36,1386,26
9CLgsNQEeNc,da,4,0.29,1386,26
9CLgsNQEeNc,id,4,0.29,1386,26
9CLgsNQEeNc,bn,3,0.22,1386,26
9CLgsNQEeNc,nl,2,0.14,1386,26
9CLgsNQEeNc,pt,2,0.14,1386,26
9CLgsNQEeNc,ro,2,0.14,1386,26
9CLgsNQEeNc,et,1,0.07,1386,26
9CLgsNQEeNc,eu,1,0.07,1386,26
9CLgsNQEeNc,he,1,0.07,1386,26
9CLgsNQEeNc,hu,1,0.07,1386,26
9CLgsNQEeNc,ko,1,0.07,1386,26
9CLgsNQEeNc,lt,1,0.07,1386,26
9CLgsNQEeNc,sl,1,0.07,1386,26
tv1aDPdsaO4,en,841,85.82,980,21
tv1aDPdsaO4,hi,47,4.8,980,21
tv1aDPdsaO4,fi,39,3.98,980,21
tv1aDPdsaO4,ja,38,3.88,980,21
tv1aDPdsaO4,cs,34,3.47,980,21
tv1aDPdsaO4,fr,33,3.37,980,21
tv1aDPdsaO4,de,19,1.94,980,21
tv1aDPdsaO4,es,14,1.43,980,21
tv1aDPdsaO4,el,7,0.71,980,21
tv1aDPdsaO4,it,7,0.71,980,21
tv1aDPdsaO4,pl,6,0.61,980,21
tv1aDPdsaO4,da,4,0.41,980,21
tv1aDPdsaO4,bn,3,0.31,980,21
tv1aDPdsaO4,et,3,0.31,980,21
tv1aDPdsaO4,id,3,0.31,980,21
tv1aDPdsaO4,mt,3,0.31,980,21
tv1aDPdsaO4,eu,1,0.1,980,21
tv1aDPdsaO4,lt,1,0.1,980,21
tv1aDPdsaO4,nl,1,0.1,980,21
tv1aDPdsaO4,pt,1,0.1,980,21
tv1aDPdsaO4,ro,1,0.1,980,21
7kntZGzWczw,en,117,118.18,99,13
7kntZGzWczw,hi,8,8.08,99,13
7kntZGzWczw,ja,7,7.07,99,13
7kntZGzWczw,es,5,5.05,99,13
7kntZGzWczw,cs,2,2.02,99,13
7kntZGzWczw,de,2,2.02,99,13
7kntZGzWczw,fr,2,2.02,99,13
7kntZGzWczw,fi,1,1.01,99,13
7kntZGzWczw,lt,1,1.01,99,13
7kntZGzWczw,mt,1,1.01,99,13
7kntZGzWczw,pl,1,1.01,99,13
7kntZGzWczw,pt,1,1.01,99,13
7kntZGzWczw,sv,1,1.01,99,13
8XJqZWvuEis,en,518,115.11,450,16
8XJqZWvuEis,ja,26,5.78,450,16
8XJqZWvuEis,fi,22,4.89,450,16
8XJqZWvuEis,hi,21,4.67,450,16
8XJqZWvuEis,de,15,3.33,450,16
8XJqZWvuEis,es,12,2.67,450,16
8XJqZWvuEis,fr,12,2.67,450,16
8XJqZWvuEis,it,9,2.0,450,16
8XJqZWvuEis,da,8,1.78,450,16
8XJqZWvuEis,cs,7,1.56,450,16
8XJqZWvuEis,pl,4,0.89,450,16
8XJqZWvuEis,id,3,0.67,450,16
8XJqZWvuEis,nl,3,0.67,450,16
8XJqZWvuEis,el,1,0.22,450,16
8XJqZWvuEis,et,1,0.22,450,16
8XJqZWvuEis,sv,1,0.22,450,16
I4ntfp10710,en,80,65.57,122,12
I4ntfp10710,de,7,5.74,122,12
I4ntfp10710,fi,5,4.1,122,12
I4ntfp10710,hi,5,4.1,122,12
I4ntfp10710,fr,4,3.28,122,12
I4ntfp10710,es,3,2.46,122,12
I4ntfp10710,ja,3,2.46,122,12
I4ntfp10710,id,2,1.64,122,12
I4ntfp10710,cs,1,0.82,122,12
I4ntfp10710,et,1,0.82,122,12
I4ntfp10710,it,1,0.82,122,12
I4ntfp10710,pl,1,0.82,122,12
BkRc9SOv-GE,en,89,44.95,198,11
BkRc9SOv-GE,hi,13,6.57,198,11
BkRc9SOv-GE,ja,7,3.54,198,11
BkRc9SOv-GE,fi,6,3.03,198,11
BkRc9SOv-GE,de,4,2.02,198,11
BkRc9SOv-GE,es,2,1.01,198,11
BkRc9SOv-GE,fr,2,1.01,198,11
BkRc9SOv-GE,bn,1,0.51,198,11
BkRc9SOv-GE,cs,1,0.51,198,11
BkRc9SOv-GE,kn,1,0.51,198,11
BkRc9SOv-GE,mt,1,0.51,198,11
PVO-5wU_NQU,en,163,169.79,96,12
PVO-5wU_NQU,fi,7,7.29,96,12
PVO-5wU_NQU,hi,6,6.25,96,12
PVO-5wU_NQU,it,3,3.12,96,12
PVO-5wU_NQU,ja,3,3.12,96,12
PVO-5wU_NQU,pl,2,2.08,96,12
PVO-5wU_NQU,bn,1,1.04,96,12
PVO-5wU_NQU,da,1,1.04,96,12
PVO-5wU_NQU,de,1,1.04,96,12
PVO-5wU_NQU,es,1,1.04,96,12
PVO-5wU_NQU,et,1,1.04,96,12
PVO-5wU_NQU,id,1,1.04,96,12
5N0HeZvrrv8,en,1916,139.45,1374,23
5N0HeZvrrv8,ja,65,4.73,1374,23
5N0HeZvrrv8,fi,64,4.66,1374,23
5N0HeZvrrv8,hi,43,3.13,1374,23
5N0HeZvrrv8,es,32,2.33,1374,23
5N0HeZvrrv8,de,26,1.89,1374,23
5N0HeZvrrv8,fr,23,1.67,1374,23
5N0HeZvrrv8,it,17,1.24,1374,23
5N0HeZvrrv8,nl,13,0.95,1374,23
5N0HeZvrrv8,mt,10,0.73,1374,23
5N0HeZvrrv8,pl,10,0.73,1374,23
5N0HeZvrrv8,da,8,0.58,1374,23
5N0HeZvrrv8,id,6,0.44,1374,23
5N0HeZvrrv8,bn,4,0.29,1374,23
5N0HeZvrrv8,cs,4,0.29,1374,23
5N0HeZvrrv8,et,4,0.29,1374,23
5N0HeZvrrv8,pt,4,0.29,1374,23
5N0HeZvrrv8,ro,3,0.22,1374,23
5N0HeZvrrv8,sv,3,0.22,1374,23
5N0HeZvrrv8,az,1,0.07,1374,23
5N0HeZvrrv8,el,1,0.07,1374,23
5N0HeZvrrv8,he,1,0.07,1374,23
5N0HeZvrrv8,ko,1,0.07,1374,23
PWNYSTX99u0,en,185,66.31,279,14
PWNYSTX99u0,ja,17,6.09,279,14
PWNYSTX99u0,fi,13,4.66,279,14
PWNYSTX99u0,hi,8,2.87,279,14
PWNYSTX99u0,de,6,2.15,279,14
PWNYSTX99u0,es,5,1.79,279,14
PWNYSTX99u0,fr,3,1.08,279,14
PWNYSTX99u0,cs,2,0.72,279,14
PWNYSTX99u0,it,2,0.72,279,14
PWNYSTX99u0,lt,2,0.72,279,14
PWNYSTX99u0,mt,2,0.72,279,14
PWNYSTX99u0,nl,1,0.36,279,14
PWNYSTX99u0,sl,1,0.36,279,14
PWNYSTX99u0,tr,1,0.36,279,14
NYhoALAzBrU,en,1903,152.36,1249,26
NYhoALAzBrU,fr,70,5.6,1249,26
NYhoALAzBrU,fi,64,5.12,1249,26
NYhoALAzBrU,de,39,3.12,1249,26
NYhoALAzBrU,es,38,3.04,1249,26
NYhoALAzBrU,hi,38,3.04,1249,26
NYhoALAzBrU,ja,31,2.48,1249,26
NYhoALAzBrU,cs,24,1.92,1249,26
NYhoALAzBrU,sv,22,1.76,1249,26
NYhoALAzBrU,it,18,1.44,1249,26
NYhoALAzBrU,pl,10,0.8,1249,26
