youtube_id,description,total_languages,af,bg,ca,cs,cy,da,de,en,es,et,fi,fr,hr,hu,id,it,ja,ko,lt,lv,mk,nl,no,pl,pt,ro,ru,sk,sl,so,sq,sv,sw,th,tl,tr,uk,vi,zh-cn,zh-tw
GHKlFrbfsY4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SGt4r6cSe60,"그땐 서로가 있었음을 | ""그리워해요"" Cover by #승민 #Seungmin #StrayKids #스트레이키즈 #SONGby #송바이

Listen to ""合 (HOP)"" now💦
https://Stray-Kids.lnk.to/HOP

Stray Kids ""合 (HOP)""
iTunes & Apple Music: https://Stray-Kids.lnk.to/HOP/AppleMusic
Spotify: https://Stray-Kids.lnk.to/HOP/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official FANS (Android) https://play.google.com/store/apps/details?id=com.jype.fans
Stray Kids Official FANS (iOS) https://apps.apple.com/app/fans-for-fans-artists/id6474999628

#StrayKids #스트레이키즈
#승민 #Seungmin
#SONGby #송바이
#YouMakeStrayKidsStay

Copyrights 2024 ⓒ JYP Entertainment. All Rights Reserved.",14,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
S6uWta_CnhU,"The 1st ROUND : Absolute Pitch Game!

드디어 시작된 엑소오락관 첫 게임!
디오가 게임 중 오열해버린 이유는?

📺 EP 1 :  2021.05.31. 8PM (KST) 
📺 EP 2 :  2021.06.02. 8PM (KST) 
📺 EP 3 :  2021.06.04. 8PM (KST) 
📺 EP 4 :  2021.06.06. 8PM (KST) 
📺 EP 5 :  2021.06.08. 8PM (KST)
📺 EP 6 :  2021.06.10. 8PM (KST)
 
EXO Official
http://www.youtube.com/weareoneEXO
http://www.facebook.com/weareoneEXO
http://www.instagram.com/weareone.exo
http://twitter.com/weareoneEXO

#EXO #엑소 #EXO_Arcade",11,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
wGmlMTJ9vhE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5bocmq9IWh0,"NCT's 3rd album ""Universe"" is out now!
Listen and download on your favorite platform: https://smarturl.it/NCT_Universe

🪐 'Universe (Let's Play Ball)' MV: https://youtu.be/SCK8yBLqQJc
💚 'Beautiful' MV: https://youtu.be/nAvjYapdSxk

NCT Official
https://www.youtube.com/nctsmtown
https://www.instagram.com/nct/
https://www.tiktok.com/@official_nct
https://twitter.com/NCTsmtown
https://www.facebook.com/NCT.smtown

#NCT_Universe #NCT127 #Earthquake #NCT #Universe",14,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
Le8AQwEdQZg,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B0liskgil5Q,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qyr13Idynm4,#BLACKPINK #블랙핑크 #BPM #BORN_PINK_MEMORIES #Roll_23 #COACHELLA #WEEK_1 #YOUTUBE #YG,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
NSGsLxzceWE,"STARSHIP SQUARE (Domestic) : https://bit.ly/3HtQ7GF
STARSHIP SQUARE (Global) : https://bit.ly/4i5Dl1g
IVE US EXCLUSIVE STORE : https://shop.ive-starship.com/  

IVE X (Twitter)
: https://twitter.com/IVEstarship
: https://twitter.com/IVE_twt
: https://twitter.com/IVEstarship_JP
IVE Instagram : https://instagram.com/IVEstarship
IVE Facebook: https://fb.me/IVEstarship 
IVE Fancafe: https://cafe.daum.net/IVEstarship
IVE TikTok: https://www.tiktok.com/@ive.official
IVE Weibo: https://weibo.com/ivestarship

#IVE #아이브 #アイヴ",12,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
jmkUSg2LB_k,"TAEYONG's 2nd mini album ""TAP"" is out! 
Listen and download on your favorite platform: https://TAEYONG.lnk.to/TAP

🍡 'TAP' MV https://youtu.be/vjGIY_GyAz4

TAEYONG Official
https://www.youtube.com/nctsmtown
https://www.youtube.com/@TAEYONG/
https://www.instagram.com/nct
https://www.tiktok.com/@official_nct
https://twitter.com/NCTsmtown
https://www.facebook.com/NCT.smtown

#TAEYONG #태용 #TAP
#TAEYONG_TAP",15,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
JQ2vKqAQQVo,"KAI's 1st Mini Album ""KAI (开)"" is out!
🎧Listen and download on your favorite platform: https://smarturl.it/KAI_EP
🎬'음 (Mmmh)' MV: https://youtu.be/Fc-fa6cAe2c
🎬FILM : KAI: https://youtu.be/VjjKbrFJoxY

[Tracklist]
01 음 (Mmmh)
02 Nothing On Me
03 기억상실 (Amnesia)
04 Reason
05 Ride Or Die
06 Hello Stranger

KAI Official
http://www.youtube.com/weareoneEXO
http://www.facebook.com/weareoneEXO
http://www.instagram.com/weareone.exo
http://twitter.com/weareoneEXO

#KAI #카이 #开
KAI 카이 '开' Mood Sampler ℗ SM ENTERTAINMENT",20,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0
vanOneiQXhI,"Create a 15-second YouTube Shorts using our moves with hashtag #PermissiontoDance & #Shorts in the title. Let's spread positive energy⚡ all over the world! Also, don't miss the chance to get featured on a compilation video!

*More info: https://blog.youtube/news-and-events/bts-and-youtubes-permission-to-dance-challenge-kicks-off-today-only-on-youtube-shorts

영상의 안무를 활용한 15초 영상을 제목에 #PermissiontoDance, #Shorts 해시태그를 넣어 YouTube Shorts에 올려주세요!  중요한 건 우리 모두가 즐기는 것!😎 추후 컴필레이션 비디오에 피처링⚡되는 기회도 놓치지 마세요!   

*더 알아보기: https://youtube-kr.googleblog.com/2021/07/permission-to-dance-challenge.html",14,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
gZVj6qtGuq8,"[PREVIEW] SEVENTEEN TOUR [FOLLOW] TO SEOUL SPOT #1

🧭 PRE-ORDER : 24.06.27 11:00ㅣThuㅣKST

#SEVENTEEN #세븐틴
#SVT_TOUR_FOLLOW_TO_SEOUL
#FOLLOW",7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gj696F1mnWU,"CHANYEOL's 1st mini album ""Black Out"" is out! 
Listen and download on your favorite platform: https://CHANYEOL.lnk.to/BlackOut

🖤 'Black Out' MV https://youtu.be/YI_AM-mFCNk 
🥊 'Back Again' https://youtu.be/bZLpoXVV4X4

CHANYEOL Official
https://www.youtube.com/weareoneEXO
https://www.facebook.com/weareoneEXO
https://www.instagram.com/weareone.exo
https://twitter.com/weareoneEXO
https://www.tiktok.com/@weareone.exo_official

#CHANYEOL #찬열 #BlackOut #BackAgain
#CHANYEOL_BlackOut #CHANYEOL_BackAgain
#EXO #엑소 #weareoneEXO",15,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Wwb-U41oLIc,"IVE and David Guetta have dropped a cool BE@RBRICK video!
Spend your Christmas with the Supernova Love BE@RBRICK MV and make it extra special.
You can pre-order exclusive BE@RBRICK products on The COLLAB X official website (https://thecollabx.com/) in the first half of 2025. 
Don’t miss out on these awesome collectibles!

Presented By
""THE COLLAB X""
 
Artists:
IVE x DAVID GUETTA x BE@RBRICK
 
Executive Produced by:
MOVE INTERACTIVE
Producer:
Dennis Kim
CG Director:
Victor Choi
Licensed by MEDICOM TOY

Written by:
Ryuichi Sakamoto / David Guetta / GODBOY (Daniel Kim) / Britt Pols / Cameron Warren / Giacomo Uber / Johannes Shore / Mikkel Cox (Mike Hawkins) / Tobias Frederiksen (Toby Green)
 
STARSHIP SQUARE (Domestic) : https://bit.ly/3HtQ7GF
STARSHIP SQUARE (Global) : https://bit.ly/3JWPxm0
IVE US EXCLUSIVE STORE : https://shop.ive-starship.com/
 
IVE X (Twitter)
:   / ivestarship  
:   / ive_twt  
:   / ivestarship_jp  
IVE Instagram :   / ivestarship  
IVE Facebook: https://fb.me/IVEstarship
IVE Fancafe: https://cafe.daum.net/IVEstarship
IVE TikTok:   / ive.official  
IVE Weibo: https://weibo.com/ivestarship
David Guetta
Instagram:   / davidguetta  
TikTok:   / davidguetta  
YouTube:    / davidguetta  
X: https://x.com/davidguetta
Facebook:   / davidguetta
 
BE@RBRICK
Page:   / https://bearbrick.com/
Page:   / https://www.medicomtoy.co.jp/
Instagram:   / medicom_toy
X: / MEDICOM_TOY
Facebook:   / https://www.facebook.com/medicomtoy.page",28,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0
GwpSjRINEvQ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85QMDY2NtBM,"#샤랄라_냥냥펀치챌린지 #SHALALA_KittyChallenge
#TAEYONG #태용 #JUNGWOO #정우 #SHALALA 
#NCT #NCT127 #TAEYONG_SHALALA",5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9wGh324xjyw,"[LENIVERSE] EP.55 보드게임 1편
#LENIVERSE #르니버스 #EP55 

#LE_SSERAFIM #르세라핌 공식 채널
#LE_SSERAFIM #르세라핌 OFFICIAL CHANNEL

Connect with LE SSERAFIM:
OFFICIAL INSTAGRAM https://www.instagram.com/le_sserafim/
OFFICIAL X (TWITTER) https://x.com/le_sserafim
OFFICIAL JAPAN X (TWITTER) https://x.com/le_sserafim_jp
OFFICIAL FACEBOOK https://www.facebook.com/official.lesserafim/
OFFICIAL WEVERSE https://weverse.onelink.me/qt3S/t2ra8uwj
OFFICIAL TIKTOK https://www.tiktok.com/@le_sserafim
OFFICIAL WEIBO https://weibo.com/LESSERAFIM
OFFICIAL BILIBILI https://space.bilibili.com/627577002
OFFICIAL DOUYIN https://v.douyin.com/iJgLJpUp/
OFFICIAL SOUNDCLOUD https://soundcloud.com/le_sserafim_official",9,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Od2LkPjLqHA,"나연, 모모 - What is Love?🤓💕
(프린세스 다이어리 2021 ver.)

NAYEON, MOMO - What is Love?🤓💕
(The Princess Diaries 2021 ver.)

#TWICE #트와이스
#WhatIsLoveRecharting
#ForONCE💌",8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
zv9z0U_wqWQ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w_jJ1hJXy8E,"#NCT #도재정 #Christmas #Carol_Medley
#NCT127 #DOYOUNG #JAEHYUN #JUNGWOO
#도영 #재현 #정우 #MerryChristmas

Merry Christmas, NCTzens💚

🎄It’s Beginning To Look Like Christmas - Johnny Mathis
🎄The Christmas Song - Jeff Bernat
🎄Dear Santa - Girls' Generation-TTS

📸도재정’s PHOTO STUDIO Coming Soon!🎁
➫ 2022.12.25 2PM (KST)


NCT Official
http://www.youtube.com/nctsmtown
http://www.instagram.com/nct
http://www.tiktok.com/@official_nct
http://twitter.com/NCTsmtown
http://www.facebook.com/NCT.smtown

NCT 127 Official
https://www.youtube.com/nct127
https://www.instagram.com/nct127
https://www.tiktok.com/@official_nct
https://twitter.com/NCTsmtown_127
https://www.facebook.com/NCT127.smtown",12,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
MogSA-vstsA,"#승민 의 #특챌린지 #S_Class_Challenge 🌠 w/ #DAY6 #데이식스 #YoungK 선배님!⭐ #StrayKids #스트레이키즈 #Seungmin #5_STAR

💫 Listen to ＜★★★★★ (5-STAR)＞ now!
https://Stray-Kids.lnk.to/5-STAR

Stray Kids ""★★★★★ (5-STAR)""
iTunes & Apple Music: https://Stray-Kids.lnk.to/5-STAR/AppleMusic 
Spotify: https://Stray-Kids.lnk.to/5-STAR/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Fan's: https://fans.jype.com/StrayKids

#StrayKids #스트레이키즈
#승민 #Seungmin
#5_STAR
#특 #S_Class
#StrayKidsComeback 
#YouMakeStrayKidsStay

Copyrights 2023 ⓒ JYP Entertainment. All Rights Reserved.",13,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
JwIDIdZU2mo,"TWICE(트와이스) SEASON'S GREETINGS 2018 FIRST LOVE PREVIEW

Find The 1st Album ""twicetagram"" on iTunes & Apple Music
https://itunes.apple.com/album/twicetagram/id1303321512

TWICE Official Homepage: http://TWICE.jype.com
TWICE Official Fan's: http://fans.jype.com/TWICE
TWICE Official YouTube: http://www.youtube.com/c/TWICEonAir
TWICE Official Facebook: http://www.facebook.com/JYPETWICE
TWICE Official Twitter: http://www.twitter.com/JYPETWICE
TWICE Official Instagram: http://www.instagram.com/TWICETAGRAM

ⓒ 2017 JYP Entertainment. All Rights Reserved",16,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
B24JJKDGqv4,"STARSHIP SQUARE (Domestic) : https://bit.ly/3HtQ7GF
STARSHIP SQUARE (Global) : https://bit.ly/3JWPxm0
IVE US EXCLUSIVE STORE : https://shop.ive-starship.com/  

IVE X (Twitter)
: https://twitter.com/IVEstarship
: https://twitter.com/IVE_twt
: https://twitter.com/IVEstarship_JP
IVE Instagram : https://instagram.com/IVEstarship
IVE Facebook: https://fb.me/IVEstarship 
IVE Fancafe: https://cafe.daum.net/IVEstarship
IVE TikTok: https://www.tiktok.com/@ive.official
IVE Weibo: https://weibo.com/ivestarship

#IVE #아이브 #アイヴ",12,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
ASoKZfWn5A0,"[SPECIAL VIDEO] SEVENTEEN(세븐틴) - 예쁘다 (Pretty U) @SEVENTEEN WORLD TOUR [ODE TO YOU] IN SEOUL


SEVENTEEN Official Homepage: http://www.seventeen-17.com
SEVENTEEN Official Facebook: https://www.facebook.com/seventeennews
SEVENTEEN Official Twitter: https://twitter.com/pledis_17
SEVENTEEN Official Instagram: http://www.instagram.com/saythename_17
SEVENTEEN Official Fancafe: http://cafe.daum.net/pledis-17


ⓒ Pledis Entertainment. All Rights Reserved",18,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0
r0u5URS3VXE,"[Making Jeans] NewJeans (뉴진스) 'How Sweet' MV Behind 

ⓒ 2024 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87
OFFICIAL YOUTUBE https://www.youtube.com/c/NewJeans_official
OFFICIAL WEBSITE https://newjeans.kr
OFFICIAL INSTAGRAM https://www.instagram.com/newjeans_official
OFFICIAL TWITTER https://twitter.com/NewJeans_ADOR
NewJeans TWITTER https://twitter.com/NewJeans_twt
OFFICIAL TIKTOK https://www.tiktok.com/@newjeans_official
OFFICIAL WEVERSE https://weverse.io/newjeansofficial
OFFICIAL FACEBOOK https://www.facebook.com/official.newjeans
OFFICIAL JAPAN TWITTER https://twitter.com/@NewJeans_jp
OFFICIAL WEIBO  https://weibo.com/NewJeansADOR
OFFICIAL BILIBILI https://space.bilibili.com/3493092783032940

#NewJeans #뉴진스
#NewJeans_HowSweet #NewJeans_BubbleGum
#NewJeans_is_Everywhere",16,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
cQP2XC312d0,"2013년 한 해동안 보내주신 성원에 감사 드립니다.
내년에도 건강하시고, 새해 복 많이 받으세요 =D
All the best wishes to you in a new year, 2014!
Thanks to all of your support for IU =D",10,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
OhKccbQZyr8,"WayV's the 1st mini album ""Take Off"" is out!
Listen and download on iTunes, Apple Music and Spotify
iTunes: http://smarturl.it/WayV_TO_i
Apple Music: http://smarturl.it/WayV_TO_a
Spotify: http://smarturl.it/WayV_TO_s

WayV Official
https://www.weibo.com/WeiShenV
https://www.youtube.com/wayv
https://www.instagram.com/wayvofficial
https://www.tiktok.com/@official_wayv
https://twitter.com/wayv_official
https://www.facebook.com/WayV.official
https://www.vlive.tv/channel/A01BE3

#WayV #无翼而飞 #TakeOff #威神V #WeiShenV
WayV 威神V '无翼而飞 (Take Off)' MV Teaser ℗ LABEL V",15,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0
zgpIgqsoNAs,"[Light Jeans] Shinhan Securities Campaign behind 🔎 | NewJeans

ⓒ 2025 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87
OFFICIAL YOUTUBE https://www.youtube.com/c/NewJeans_official
OFFICIAL WEBSITE https://newjeans.kr
OFFICIAL INSTAGRAM https://www.instagram.com/newjeans_official
OFFICIAL TWITTER https://twitter.com/NewJeans_ADOR
NewJeans TWITTER https://twitter.com/NewJeans_twt
OFFICIAL TIKTOK https://www.tiktok.com/@newjeans_official
OFFICIAL WEVERSE https://weverse.io/newjeansofficial
OFFICIAL FACEBOOK https://www.facebook.com/official.newjeans
OFFICIAL JAPAN TWITTER https://twitter.com/@NewJeans_jp
OFFICIAL WEIBO  https://weibo.com/NewJeansADOR
OFFICIAL BILIBILI https://space.bilibili.com/3493092783032940

#NewJeans #뉴진스 #ADOR 
#Light_Jeans #NewJeans_is_Everywhere",16,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0
vHsQosef0Mw,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZrkvWkawbAc,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82xj0EJr5rc,"#EASY_CRAZY_HOT
#EASY_CRAZY_HOT_IN_INCHEON",2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLzCjvju5u8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hwSKVVPUoPI,"Pushing 🐰 further, pulling 🐿️ closer💓 #StrayKids #스트레이키즈 #리노 #LeeKnow #한 #HAN #ATE #ILikeIt

Listen to ""ATE"" now🥠
https://Stray-Kids.lnk.to/ATE

Listen to ""Chk Chk Boom (Remixes)"" now💥
https://Stray-Kids.lnk.to/ChkChkBoomRemixes

Stray Kids ""ATE""
iTunes & Apple Music: https://Stray-Kids.lnk.to/ATE/AppleMusic
Spotify: https://Stray-Kids.lnk.to/ATE/Spotify

Stray Kids ""Chk Chk Boom (Remixes)"" 
iTunes & Apple Music: https://Stray-Kids.lnk.to/ChkChkBoomRemixes/AppleMusic
Spotify: https://Stray-Kids.lnk.to/ChkChkBoomRemixes/Spotify

Stray Kids Official YouTube: https://www.youtube.com/c/StrayKids
Stray Kids Official Twitter: https://twitter.com/Stray_Kids
Stray Kids Official Instagram: https://www.instagram.com/realstraykids/
Stray Kids Official TikTok: https://www.tiktok.com/@jypestraykids
Stray Kids Official Facebook: https://www.facebook.com/JYPEStrayKids/
Stray Kids Official FANS (Android) https://play.google.com/store/apps/details?id=com.jype.fans
Stray Kids Official FANS (iOS) https://apps.apple.com/app/fans-for-fans-artists/id6474999628

#StrayKids #스트레이키즈
#리노 #LeeKnow
#한 #HAN
#ATE
#ChkChkBoom
#ILikeIt
#YouMakeStrayKidsStay

Copyrights 2024 ⓒ JYP Entertainment. All Rights Reserved.",19,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
UXo6dHLNqSA,"TWICE REALITY ""TIME TO TWICE"" EP.02

Spotify
http://open.spotify.com/album/4EG4E0Uk0HpJBgOMgXI26z

iTunes/Apple Music 
https://music.apple.com/us/album/feel-special/1480249009

TWICE Official YouTube: http://www.youtube.com/c/TWICE
TWICE Official Facebook: http://www.facebook.com/JYPETWICE
TWICE Official Twitter: http://www.twitter.com/JYPETWICE
TWICE Official Instagram: http://www.instagram.com/TWICETAGRAM
TWICE Official Homepage: http://TWICE.jype.com
TWICE Official Fan's: http://fans.jype.com/TWICE

ⓒ 2020 JYP Entertainment. All Rights Reserved

#TWICE #TIMETOTWICE #TTT",11,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
KHRZsUAkZPQ,"ZHOUMI's new single ""Mañana (Our Drama)"" is out!
Listen and download on your favorite platform: https://ZHOUMI.lnk.to/Manana

[Tracklist]
01 Mañana (Our Drama) (Feat. 은혁)
02 Mañana (Our Drama) (Feat. 은혁) (Chinese Ver.)

ZHOUMI Official 
https://www.youtube.com/@ZHOUMIofficial
https://www.facebook.com/smtown
https://twitter.com/ZHOUMI_official
https://twitter.com/ZHOUMI_419
https://www.instagram.com/ZHOUZHOUMI419

#ZHOUMI #조미 #EUNHYUK #은혁
#Mañana #OurDrama
ZHOUMI 조미 'Mañana (Our Drama) (Feat. 은혁)' MV ℗ SM Entertainment",16,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1DCJ8ONlgwM,"SUHO's 3rd mini album ""점선면 (1 to 3)"" is out! 
Listen and download on your favorite platform: https://SUHO.lnk.to/1to3

[Tracklist]
01 Mayday
02 점선면 (1 to 3)
03 치즈 (Cheese) (Feat. 웬디)
04 Wishful Thinking
05 Moonlight
06 Alright Alright (Feat. 기리보이)
07 무중력 (Zero Gravity)

SUHO Official
https://www.youtube.com/@weareoneEXO 
https://www.facebook.com/weareoneEXO
https://www.instagram.com/weareone.exo
https://x.com/weareoneEXO
https://www.tiktok.com/@weareone.exo_official

#SUHO #수호 #점선면
#EXO #엑소 #weareoneEXO
#수호_점선면 #수호_점선면_1to3",18,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
OOByKuZPVUM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MzZIwhrjF7M,"#DOYOUNG #MARK #HAECHAN #YANGYANG
#NCT #NCTU #BaggyJeans
#NCTU_BaggyJeans #GoldenAge 
#NCT_GoldenAge #NCT127 #NCTDREAM
#WayV #NCT_DOJAEJUNG",7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
8Rs3XoSfJEs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luw-pOEmUY8,#BLACKPINK #블랙핑크 #WORLDTOUR #BORNPINK #CHICAGO #HIGHLIGHT #YG,6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
sXeFvUREJ_8,"[Light Jeans] HANNI UGG Spring Summer Campaign Behind🎧 | NewJeans

ⓒ 2025 ADOR. All Rights Reserved.

Connect with NewJeans

PHONING https://phoning.onelink.me/KG15/n7452q87
OFFICIAL YOUTUBE https://www.youtube.com/c/NewJeans_official
OFFICIAL WEBSITE https://newjeans.kr
OFFICIAL INSTAGRAM https://www.instagram.com/newjeans_official
OFFICIAL TWITTER https://twitter.com/NewJeans_ADOR
NewJeans TWITTER https://twitter.com/NewJeans_twt
OFFICIAL TIKTOK https://www.tiktok.com/@newjeans_official
OFFICIAL WEVERSE https://weverse.io/newjeansofficial
OFFICIAL FACEBOOK https://www.facebook.com/official.newjeans
OFFICIAL JAPAN TWITTER https://twitter.com/@NewJeans_jp
OFFICIAL WEIBO  https://weibo.com/NewJeansADOR
OFFICIAL BILIBILI https://space.bilibili.com/3493092783032940

#NewJeans #뉴진스 #ADOR 
#Light_Jeans #NewJeans_is_Everywhere",15,0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
-w6IrgaXrRA,"#CHEN_LOG

CHEN's the 2nd mini album ""Dear my dear"" will be released on Oct 1st, 6PM (KST).

CHEN Official
http://www.youtube.com/CHEN
http://www.youtube.com/weareoneEXO
http://www.facebook.com/weareoneEXO
http://www.instagram.com/weareone.exo
http://twitter.com/weareoneEXO

#CHEN #첸 #우리어떻게할까요 #Shall_we #사랑하는_그대에게 #Dear_my_dear",14,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
