video_id,title,published_at,channel_id,channel_title,view_count,like_count,comment_count,total_comments_processed,languages
x_wXmqSrHzE,IVE&#39;s 4th Christmas🎄 | 웃어도 돼 울어도 돼! 말하면? 안 돼🤫☃🎁,2024-12-25T02:00:38Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,288210,14274,886,100,"{'ko': 41, 'unknown': 8, 'ja': 3, 'cy': 10, 'it': 2, 'en': 22, 'hr': 1, 'fr': 2, 'pt': 3, 'hu': 2, 'ro': 1, 'ar': 1, 'no': 1, 'id': 1, 'sl': 1, 'tl': 1}"
Wwb-U41oLIc,"IVE, David Guetta, BE@RBRICK &#39;Supernova Love&#39; MV",2024-12-24T09:00:34Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,232427,16745,728,100,"{'cy': 2, 'et': 1, 'unknown': 6, 'en': 35, 'ko': 36, 'th': 1, 'ja': 3, 'ru': 1, 'zh-cn': 1, 'tr': 1, 'af': 1, 'ro': 3, 'es': 3, 'fi': 1, 'sw': 2, 'sq': 1, 'id': 1, 'pt': 1}"
r9bA89RYplo,𝑾𝒆 𝒘𝒊𝒔𝒉 𝒚𝒐𝒖 𝒂 𝑴𝒆𝒓𝒓𝒚 𝑪𝒉𝒓𝒊𝒔𝒕𝒎𝒂𝒔 🎄💖 #IVE #아이브 #Shorts,2024-12-24T03:00:40Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,694823,66314,1102,100,"{'de': 1, 'ja': 5, 'ko': 74, 'cy': 1, 'et': 2, 'en': 7, 'unknown': 4, 'ro': 2, 'af': 1, 'hu': 1, 'ca': 1, 'sw': 1}"
wJam4R43XaI,"글쎄, 왜레이서 🤷‍♀️❔ #IVE #아이브 #REI #레이 #LEESEO #이서 #Shorts",2024-12-23T08:00:49Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,1312432,98126,581,100,"{'ko': 67, 'ja': 16, 'en': 9, 'et': 2, 'so': 1, 'ro': 1, 'tl': 1, 'unknown': 2, 'sv': 1}"
OF1vW_qzt6s,𝐻𝑜𝑙𝑦 𝑀𝑜𝑙𝑦 🐚🫧 #IVE #아이브 #GAEUL #가을 #KBSKpop_KBS가요대축제_2024 #Shorts,2024-12-22T08:00:14Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,381796,39765,602,100,"{'ja': 1, 'en': 11, 'ko': 75, 'unknown': 4, 'fr': 1, 'cy': 6, 'de': 1, 'tl': 1}"
ccoQmKWMy1s,[IVE ON] 2024 MAMA AWARDS BEHIND,2024-12-21T14:00:37Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,163480,10547,524,100,"{'tl': 2, 'cy': 4, 'ko': 37, 'en': 25, 'unknown': 5, 'lv': 1, 'ja': 4, 'ro': 3, 'af': 1, 'es': 3, 'fa': 1, 'id': 3, 'vi': 1, 'zh-cn': 1, 'pt': 3, 'ru': 1, 'fi': 1, 'it': 1, 'fr': 1, 'tr': 1, 'ca': 1}"
POQo-QkwP3k,유진이는 귀여운 척하는 게 아니라 그냥 귀엽게 태어난곤뎅~ #Shorts,2024-12-21T07:00:12Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,267360,17400,179,100,"{'ko': 87, 'unknown': 6, 'ro': 1, 'en': 4, 'es': 1, 'ja': 1}"
MB1S8soDTn4,"1,2,3 IVE 5 EP.7",2024-12-20T10:30:10Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,908127,22198,1813,100,"{'cy': 9, 'en': 5, 'ko': 75, 'de': 1, 'ro': 1, 'ja': 4, 'unknown': 4, 'nl': 1}"
b5Rvg1FPXWQ,Nobody gets me Covered by IVE ANYUJIN,2024-12-18T12:01:29Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,363435,29603,1492,100,"{'en': 48, 'unknown': 7, 'ko': 14, 'th': 1, 'cy': 3, 'it': 2, 'sw': 4, 'fr': 1, 'fi': 1, 'ro': 2, 'so': 2, 'et': 2, 'cs': 1, 'hu': 1, 'tr': 1, 'sl': 2, 'pl': 1, 'id': 1, 'no': 2, 'ja': 1, 'lt': 1, 'af': 1, 'de': 1}"
ZKZiIQBw3fw,MMA 2024 BEHIND 💚 #IVE #아이브 #MMA2024 #멜론뮤직어워드 #Shorts,2024-12-18T08:30:11Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,257477,30538,408,100,"{'unknown': 4, 'ko': 64, 'cy': 3, 'en': 9, 'ar': 1, 'tl': 1, 'fr': 1, 'et': 2, 'no': 1, 'lv': 3, 'ja': 6, 'it': 1, 'sk': 1, 'ro': 1, 'vi': 1, 'fa': 1}"
00qgz6ZtCqo,After we see DIVE 👀💘 #IVE #아이브 #DIVE #다이브 #Shorts,2024-12-09T14:00:00Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,184830,21373,243,100,"{'en': 14, 'ko': 61, 'ja': 7, 'th': 1, 'unknown': 7, 'ro': 2, 'af': 1, 'cy': 2, 'hr': 1, 'tl': 1, 'de': 1, 'es': 1, 'so': 1}"
wpW9SmnDtQg,·͜·︎︎ᰔᩚ👏 ·͜·︎︎ᰔᩚ👏 ·͜·︎︎ᰔᩚ👏 ·͜·︎︎ᰔᩚ👏 ·͜·︎︎ᰔᩚ #IVE #아이브 #DIVE #다이브 #Shorts,2024-12-09T14:00:34Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,280297,32229,445,100,"{'ko': 67, 'unknown': 3, 'ro': 2, 'da': 2, 'en': 10, 'ja': 6, 'it': 1, 'lv': 1, 'tl': 1, 'pt': 2, 'de': 2, 'hr': 1, 'af': 1, 'tr': 1}"
8_8asbBkE28,"1,2,3 IVE 5 EP.6",2024-12-06T10:30:03Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,1406301,29773,2485,100,"{'ko': 74, 'cy': 13, 'en': 7, 'vi': 1, 'ja': 1, 'it': 1, 'unknown': 3}"
r1b196zJUiI,IVE 아이브 MMA2024 DANCE PRACTICE,2024-12-02T14:04:11Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,812082,37227,1574,100,"{'ko': 21, 'en': 42, 'cy': 6, 'ja': 5, 'unknown': 8, 'fr': 1, 'sl': 1, 'es': 1, 'de': 2, 'da': 1, 'hr': 1, 'it': 1, 'tl': 2, 'pt': 1, 'vi': 3, 'so': 3, 'pl': 1}"
LTllHup_HSw,❷⓿❷❹ ​ 🅘🅥🅔 🌱 #IVE #아이브 #HappyIVEday #IVE_3rd_Anniversary #마지막_달_떠오른_여섯개의_해 ☀ #Shorts,2024-12-01T14:30:11Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,4112150,317038,1916,100,"{'ko': 47, 'en': 21, 'unknown': 5, 'mk': 1, 'ru': 1, 'nl': 1, 'ja': 9, 'fr': 2, 'pt': 2, 'es': 3, 'no': 1, 'ro': 1, 'de': 2, 'ca': 1, 'sl': 1, 'tl': 1, 'id': 1}"
Ewpp5p2TRWA,𝕃 𝟞 𝕍 𝔼 💕 #IVE #아이브 #HappyIVEday #IVE_3rd_Anniversary #마지막_달_떠오른_여섯개의_해 ☀ #Shorts,2024-12-01T12:30:15Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,329884,38459,582,100,"{'ko': 69, 'en': 10, 'ja': 5, 'unknown': 8, 'so': 2, 'ro': 2, 'sl': 1, 'ru': 1, 'it': 1, 'de': 1}"
UUnZEh7uSBU,HAPPY IVE DAY｜IVE Debut 3rd Anniversary 🍴❤,2024-12-01T11:00:35Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,304866,14971,956,100,"{'ja': 4, 'en': 24, 'ko': 39, 'zh-cn': 1, 'unknown': 10, 'cy': 12, 'sv': 2, 'et': 1, 'lv': 1, 'pt': 2, 'hu': 1, 'af': 1, 'id': 1, 'tl': 1}"
KXKRUyoZRH4,💙 ɪᴠᴇ ᴅᴇʙᴜᴛ 3ʀᴅ ᴀɴɴɪᴠᴇʀsᴀʀʏ 💙,2024-12-01T09:50:37Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,201621,12907,626,100,"{'cy': 5, 'es': 1, 'en': 21, 'ko': 51, 'unknown': 4, 'sv': 1, 'de': 3, 'vi': 4, 'ja': 4, 'pt': 3, 'fi': 1, 'tr': 1, 'uk': 1}"
DtmzZftCBHs,[IVE ON] REI x LIZ x SPUR 12월호,2024-11-29T14:00:19Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,72850,6411,371,100,"{'ko': 42, 'en': 22, 'fr': 2, 'vi': 1, 'ro': 2, 'pt': 1, 'unknown': 8, 'cs': 1, 'ja': 13, 'af': 2, 'hr': 1, 'it': 1, 'es': 1, 'cy': 1, 'ca': 1, 'de': 1}"
DnXdZRCQi1U,(⑅˃◡˂⑅) 🎀 #IVE #아이브 #ANYUJIN #안유진 #REI #레이 #LIZ #리즈 #Shorts,2024-11-29T05:00:12Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,680463,48110,422,100,"{'ko': 50, 'en': 11, 'it': 2, 'ja': 7, 'da': 2, 'unknown': 11, 'de': 4, 'ro': 4, 'et': 1, 'pl': 2, 'sw': 2, 'fr': 1, 'es': 1, 'tr': 1, 'pt': 1}"
ZwrRAi6xbf0,"1,2,3 IVE 5 EP.5",2024-11-25T14:00:37Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,931158,22544,1444,100,"{'ja': 3, 'ko': 57, 'unknown': 7, 'en': 21, 'cy': 10, 'vi': 1, 'id': 1}"
lsWai7r9fF0,IVE 아이브 2024 MAMA AWARDS DANCE PRACTICE,2024-11-24T14:00:30Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,546457,23536,882,100,"{'cy': 5, 'ko': 25, 'en': 34, 'ja': 7, 'unknown': 6, 'sl': 1, 'pl': 1, 'fr': 1, 'hu': 1, 'no': 2, 'nl': 1, 'zh-cn': 1, 'fi': 1, 'ca': 1, 'tl': 1, 'et': 2, 'lv': 1, 'th': 1, 'ro': 2, 'es': 1, 'vi': 5}"
H37Y9pDjXXs,"모든 날, 모든 순간 Covered by IVE LEESEO",2024-11-23T14:00:12Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,376412,19548,1410,100,"{'id': 21, 'unknown': 7, 'ko': 50, 'en': 7, 'hu': 1, 'ja': 2, 'nl': 1, 'zh-cn': 2, 'cy': 2, 'et': 1, 'ru': 1, 'so': 1, 'af': 2, 'pt': 1, 'tl': 1}"
khgOm6pmHxA,먀먀먀먀 먀먀~ 먀먀먀먀 먀먀~🐈🍰 #IVE #아이브 #LIZ #리즈 #Shorts,2024-11-21T09:31:52Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,235466,28787,964,100,"{'unknown': 8, 'en': 3, 'ko': 75, 'fr': 2, 'pt': 1, 'tr': 2, 'no': 1, 'ja': 3, 'id': 1, 'hr': 1, 'tl': 1, 'lv': 1, 'sk': 1}"
MJxZ0FsD0j4,포포는 못말려: 리즈 속이는 게 제일 쉬웠어요 #Shorts,2024-11-21T07:00:12Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,223300,15544,181,100,"{'ja': 2, 'ko': 76, 'id': 1, 'unknown': 7, 'en': 6, 'cs': 1, 'sl': 1, 'tr': 1, 'zh-cn': 1, 'es': 1, 'ro': 1, 'cy': 1, 'de': 1}"
4JC4xhkehbE,같은 멤버에게 플러팅을 했을 때 현실 반응 #Shorts,2024-11-20T07:00:02Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,371248,24296,361,100,"{'ko': 87, 'ja': 2, 'cy': 1, 'ro': 3, 'de': 1, 'en': 1, 'unknown': 3, 'tl': 1, 'pl': 1}"
ilKeU1zhVbI,"DIVE’s the light, DIVE’s the dove 🕊 #IVE #LEESEO #SUPERNOVALOVE #DAVIDGUETTA #Shorts",2024-11-19T11:00:50Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,203041,24959,378,100,"{'de': 1, 'ko': 60, 'pl': 1, 'pt': 1, 'en': 7, 'hr': 1, 'es': 1, 'fr': 1, 'unknown': 6, 'so': 1, 'ja': 8, 'sl': 1, 'it': 3, 'hu': 1, 'vi': 1, 'af': 1, 'sw': 1, 'ro': 1, 'et': 2, 'zh-cn': 1}"
9lp-OYXZxaQ,"1,2,3 IVE 5 헤헤즈 퇴근 브이로그",2024-11-18T14:30:05Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,245810,10306,323,100,"{'ko': 61, 'cy': 5, 'en': 7, 'unknown': 10, 'tl': 1, 'lt': 1, 'it': 1, 'ja': 1, 'hu': 2, 'nl': 1, 'so': 1, 'es': 1, 'ro': 1, 'sw': 1, 'ca': 1, 'ru': 1, 'zh-cn': 1, 'et': 1, 'fa': 1, 'id': 1}"
9CLgsNQEeNc,"1,2,3 IVE 5 EP.4",2024-11-18T14:00:08Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,956372,24493,1501,100,"{'ja': 3, 'unknown': 3, 'cy': 5, 'en': 16, 'ko': 69, 'th': 1, 'lv': 1, 'ca': 1, 'nl': 1}"
YRw7SjNqPLw,저메추 💁‍♀ 𝐶𝐻𝐼𝐶𝐾𝐸𝑁 𝑇𝐸𝑅𝐼𝑌𝐴𝐾𝐼 🍗📼 #IVE #아이브 #ANYUJIN #안유진 #Shorts,2024-11-18T10:00:36Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,2587026,136433,539,100,"{'hu': 1, 'en': 22, 'ko': 40, 'ro': 1, 'unknown': 5, 'tl': 2, 'es': 9, 'ur': 1, 'vi': 3, 'sw': 1, 'ca': 1, 'hr': 1, 'fi': 2, 'so': 2, 'cy': 3, 'tr': 2, 'pl': 1, 'fr': 1, 'af': 1, 'ja': 1}"
olOhCyoF1ls,강아지도 짐승돌이 될 수 있으니 각오해라 #IVE #아이브 #ANYUJIN #안유진 #Shorts,2024-11-18T07:00:33Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,4598653,247341,1799,100,"{'ko': 55, 'ro': 1, 'unknown': 5, 'et': 1, 'de': 1, 'sw': 6, 'cy': 3, 'en': 9, 'so': 4, 'ca': 1, 'ar': 2, 'fa': 1, 'es': 4, 'ja': 2, 'tr': 2, 'af': 1, 'tl': 1, 'th': 1}"
-k1ZMX2Pbjs,IVE ANYUJIN 아이브 안유진 &#39;CHICKEN TERIYAKI&#39; Performance Video,2024-11-17T12:01:10Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,2075683,89443,3401,100,"{'fr': 2, 'ko': 33, 'en': 27, 'tl': 3, 'pl': 5, 'cy': 5, 'da': 1, 'sw': 4, 'unknown': 5, 'es': 4, 'ja': 1, 'zh-cn': 1, 'so': 1, 'sl': 1, 'it': 2, 'nl': 1, 'ca': 1, 'hu': 1, 'id': 1, 'pt': 1}"
6JTRvNqLx4c,"Gimme DIVE’s love, gimme DIVE’s heart 💖 #IVE #JANGWONYOUNG #SUPERNOVALOVE #DAVIDGUETTA #Shorts",2024-11-17T11:00:06Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,184580,28215,420,100,"{'ko': 44, 'ro': 2, 'en': 25, 'cs': 1, 'ja': 11, 'unknown': 7, 'pl': 2, 'id': 1, 'fi': 1, 'hu': 1, 'de': 2, 'es': 1, 'tl': 1, 'cy': 1}"
6ztiULeEphI,[IVE OFF] 제발 뽑혀줘〰😫 인형 뽑기🧸 in Hong Kong,2024-11-15T14:00:06Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,375863,14139,760,100,"{'it': 1, 'ko': 52, 'en': 23, 'unknown': 7, 'cy': 4, 'ja': 5, 'tl': 1, 'es': 1, 'sw': 1, 'hu': 1, 'vi': 1, 'lv': 1, 'hr': 1, 'ro': 1}"
u7NLG0aO5hg,Soulmate 💜 #IVE #아이브 #123IVE5 #Shorts,2024-11-15T06:00:38Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,147640,20520,331,100,"{'unknown': 10, 'ko': 49, 'ja': 3, 'tr': 7, 'cy': 1, 'fr': 1, 'no': 1, 'et': 1, 'tl': 1, 'en': 15, 'ro': 1, 'es': 1, 'so': 1, 'cs': 1, 'it': 2, 'pt': 1, 'hu': 1, 'id': 2, 'sw': 1}"
j3MuSOOLm4s,接吻 -Kiss- Covered by IVE REI,2024-11-13T14:00:45Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,1671116,62654,2021,100,"{'en': 20, 'ja': 46, 'ko': 16, 'zh-cn': 2, 'ca': 1, 'cy': 1, 'es': 3, 'ro': 3, 'so': 1, 'unknown': 2, 'zh-tw': 1, 'cs': 1, 'de': 1, 'tl': 1, 'hr': 1}"
SWuFSA06NNw,"DIVE &amp; IVE, we need the kind of love 🔥 #IVE #아이브 #SUPERNOVALOVE #DAVIDGUETTA #Shorts",2024-11-13T11:00:27Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,277470,30920,982,100,"{'ko': 77, 'ja': 14, 'unknown': 2, 'es': 1, 'en': 2, 'so': 1, 'fr': 1, 'id': 2}"
ROifrZi1Za8,"1,2,3 IVE 5 EP.3",2024-11-11T14:00:32Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,1913178,48999,2620,100,"{'cy': 15, 'ko': 55, 'en': 12, 'unknown': 6, 'ja': 5, 'de': 2, 'sw': 1, 'sq': 1, 'sl': 1, 'id': 2}"
eCZ9dSiulbw,That super super super supernova love 🕶️⭐ #IVE #아이브 #SUPERNOVALOVE #DAVIDGUETTA #Shorts,2024-11-11T11:00:47Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,357051,38503,1310,100,"{'ja': 43, 'en': 15, 'ko': 24, 'so': 1, 'cy': 2, 'ca': 1, 'unknown': 6, 'it': 1, 'ru': 1, 'tl': 1, 'lv': 1, 'pt': 1, 'es': 1, 'sw': 1, 'de': 1}"
3Iq2qYDSpxM,｡‧˚* ₊ ⋆ 요리왕 👩‍🍳 𝑩𝒀 𝑻𝑬𝑨𝑴 𝑰𝑽𝑬 ⋆ ₊ ﾟ˚‧｡ #IVE #아이브 #123IVE5 #Shorts,2024-11-10T09:00:05Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,505917,63277,899,100,"{'ko': 53, 'unknown': 9, 'ja': 7, 'en': 16, 'et': 2, 'cy': 1, 'uk': 1, 'tl': 1, 'it': 2, 'id': 2, 'pt': 1, 'af': 1, 'ca': 1, 'da': 1, 'ro': 2}"
fyk6vjwI3wc,"IVE, David Guetta - Supernova Love Official Music Video",2024-11-08T05:00:04Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,10976091,305360,32371,100,"{'tl': 3, 'ja': 11, 'unknown': 5, 'sl': 2, 'ko': 20, 'en': 33, 'vi': 4, 'sw': 2, 'cs': 1, 'ru': 2, 'af': 1, 'es': 6, 'zh-tw': 1, 'so': 2, 'it': 1, 'da': 1, 'de': 1, 'cy': 1, 'hu': 1, 'fr': 1, 'bg': 1}"
YqPiOulY7b0,아이브 푸드트럭으로 초대합니다 👩‍🍳🩷 #IVE #아이브 #123IVE5 #Shorts,2024-11-05T08:00:23Z,UC-Fnix71vRP64WXeo0ikd0Q,IVE,337446,36768,522,100,"{'ko': 61, 'es': 1, 'ro': 1, 'th': 1, 'en': 9, 'unknown': 8, 'sk': 1, 'pl': 1, 'nl': 1, 'tr': 1, 'tl': 2, 'sw': 2, 'cy': 1, 'ja': 4, 'hr': 1, 'pt': 1, 'id': 1, 'fr': 1, 'af': 1, 'no': 1}"
g2fFib9s4lY,hot-n-sunglasses😎❤️‍🔥  #LE_SSERAFIM #르세라핌 #EASY_CRAZY_HOT  #EASY_CRAZY_HOT_IN_INCHEON,2025-04-22T11:29:41Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,24764,2763,83,81,"{'en': 11, 'ko': 29, 'hu': 1, 'hr': 1, 'vi': 1, 'unknown': 10, 'so': 5, 'no': 3, 'ja': 3, 'sl': 4, 'af': 1, 'nl': 2, 'fi': 2, 'fr': 1, 'pt': 1, 'uk': 1, 'id': 1, 'de': 2, 'cy': 1, 'it': 1}"
ZyhrqeAcmHY,😳볼빨간사쿠라🌸  #LE_SSERAFIM #르세라핌 #EASY_CRAZY_HOT  #EASY_CRAZY_HOT_IN_INCHEON,2025-04-22T11:00:55Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,18813,2868,112,100,"{'ko': 54, 'unknown': 9, 'en': 11, 'cy': 1, 'so': 2, 'ja': 15, 'ro': 1, 'tl': 1, 'ar': 1, 'et': 1, 'cs': 1, 'hu': 1, 'de': 2}"
Qnsv_Lc6lp8,LE SSERAFIM (르세라핌) &#39;ON-OFF 23-24&#39; Vol.1 Spot,2025-04-22T10:01:18Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,7198,2174,41,41,"{'ko': 8, 'ja': 4, 'ar': 2, 'en': 6, 'vi': 2, 'pt': 1, 'unknown': 10, 'id': 1, 'de': 2, 'cy': 1, 'es': 1, 'pl': 1, 'it': 2}"
U3fKJD6qLXY,LE SSERAFIM (르세라핌) &#39;ON-OFF 23-24&#39; Vol.1 Spot,2025-04-22T10:00:03Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,9321,2901,117,100,"{'en': 30, 'unknown': 12, 'ko': 22, 'ja': 6, 'fr': 3, 'da': 2, 'ro': 1, 'id': 2, 'de': 6, 'sw': 2, 'ca': 1, 'cy': 1, 'fa': 1, 'hr': 1, 'sk': 2, 'so': 2, 'cs': 1, 'es': 1, 'ar': 1, 'et': 1, 'fi': 1, 'it': 1}"
uU5ko0BaJsI,[도도독 2025 ver.] 2년 만의 도도독은 왜인지 떨려 🫨#LE_SSERAFIM#KIMCHAEWON#EASY_CRAZY_HOT#EASY_CRAZY_HOT_IN_INCHEON,2025-04-21T12:31:07Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,319056,17510,250,100,"{'ja': 9, 'pl': 2, 'ko': 39, 'unknown': 12, 'af': 1, 'en': 27, 'cs': 1, 'so': 2, 'fr': 1, 'ru': 1, 'vi': 1, 'de': 2, 'ro': 1, 'hu': 1}"
SotTC6U9CTQ,즈하의 턴 🌀 무한 재생하게 될걸~?⚡️ #LE_SSERAFIM #르세라핌 #EASY_CRAZY_HOT  #EASY_CRAZY_HOT_IN_INCHEON,2025-04-21T12:00:46Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,1934637,75149,514,100,"{'ko': 45, 'en': 22, 'ja': 12, 'tr': 1, 'unknown': 6, 'tl': 2, 'de': 4, 'it': 1, 'sw': 1, 'pl': 1, 'et': 1, 'af': 1, 'so': 1, 'nl': 1, 'zh-tw': 1}"
fxiGS3jAaco,𝙇𝙚𝙩’𝙨 𝙗𝙧𝙚𝙖𝙠 𝙞𝙩 𝙙𝙤𝙬𝙣🌀🎮🔊 #LE_SSERAFIM #르세라핌 #LE_SSERAFIM_HOT ❤️‍🔥 #shorts,2025-04-21T11:15:04Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,223753,22030,140,100,"{'ko': 26, 'ja': 6, 'cy': 2, 'fr': 3, 'sw': 3, 'unknown': 13, 'et': 1, 'en': 32, 'fi': 3, 'id': 2, 'es': 1, 'ar': 1, 'it': 2, 'so': 1, 'de': 2, 'vi': 1, 'ro': 1}"
RJbjASZpcBI,[LE▶️PLAY] OVERWATCH 2 X LE SSERAFIM l 우승까지 해버린 핌둥이들의 오버워치 2 현장🎮,2025-04-21T11:00:01Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,50121,6010,193,100,"{'en': 30, 'ja': 13, 'fr': 2, 'ko': 35, 'unknown': 11, 'de': 2, 'cy': 1, 'es': 4, 'et': 1, 'nl': 1}"
Oqiu32JWE7I,LE SSERAFIM (르세라핌) &#39;ON-OFF 23-24&#39; Motion Teaser,2025-04-21T09:00:04Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,149301,10480,167,100,"{'cy': 1, 'en': 38, 'unknown': 18, 'ko': 17, 'fr': 3, 'de': 3, 'ja': 4, 'pl': 1, 'fa': 1, 'vi': 2, 'ca': 2, 'id': 1, 'so': 1, 'es': 2, 'pt': 1, 'sw': 1, 'th': 1, 'sl': 1, 'it': 1, 'tr': 1}"
mUG5_u-3oFU,함께해서 Perfect Night ✨#LE_SSERAFIM #르세라핌 #EASY_CRAZY_HOT  #EASY_CRAZY_HOT_IN_INCHEON,2025-04-20T13:09:24Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,937757,45225,663,100,"{'ko': 30, 'en': 42, 'ja': 14, 'unknown': 5, 'nl': 2, 'fi': 1, 'id': 1, 'de': 2, 'fr': 1, 'cy': 1, 'vi': 1}"
P4QbzIQqKdo,𝒄𝒐𝒎𝒆 𝒐𝒗𝒆𝒓 𝒂𝒏𝒅 𝒅𝒂𝒏𝒄𝒆💃 @ 2025 LE SSERAFIM TOUR &#39;EASY CRAZY HOT&#39; IN INCHEON,2025-04-20T11:00:03Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,207587,16849,123,100,"{'ja': 13, 'ko': 23, 'en': 34, 'it': 3, 'unknown': 14, 'da': 2, 'et': 1, 'pt': 1, 'so': 1, 'es': 2, 'ar': 1, 'ca': 2, 'sw': 1, 'de': 1, 'fr': 1}"
82xj0EJr5rc,𝑵𝒐𝒘 𝒚𝒐𝒖 𝒌𝒏𝒐𝒘 𝒎𝒚 𝒏𝒂𝒎𝒆💫 @ 2025 LE SSERAFIM TOUR &#39;EASY CRAZY HOT&#39; IN INCHEON,2025-04-20T11:00:10Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,541619,34175,332,100,"{'en': 36, 'so': 3, 'ja': 7, 'cy': 6, 'id': 1, 'unknown': 10, 'de': 4, 'it': 3, 'ko': 20, 'es': 3, 'pl': 1, 'pt': 3, 'vi': 1, 'ca': 1, 'et': 1}"
kOPd6aPAlGw,𝑳𝒆𝒕&#39;𝒔 𝒈𝒐 𝒃𝒆𝒚𝒐𝒏𝒅 𝒕𝒐𝒈𝒆𝒕𝒉𝒆𝒓🏃‍♀️‍➡️ @ 2025 LE SSERAFIM TOUR &#39;EASY CRAZY HOT&#39; IN INCHEON,2025-04-20T11:00:07Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,133483,10716,92,85,"{'en': 22, 'unknown': 18, 'fr': 3, 'ko': 22, 'it': 1, 'hr': 1, 'ja': 7, 'ar': 1, 'de': 4, 'sw': 1, 'pt': 1, 'vi': 1, 'so': 2, 'tr': 1}"
0-k7IFiVfl0,친구들에게 보이기 부끄러웠던 만채의 애교🥰 #LE_SSERAFIM #르세라핌 #EASY_CRAZY_HOT #EASY_CRAZY_HOT_IN_INCHEON,2025-04-19T14:45:31Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,352844,19569,256,100,"{'ja': 26, 'en': 16, 'ko': 28, 'tl': 1, 'unknown': 10, 'no': 2, 'ro': 4, 'so': 2, 'de': 3, 'es': 3, 'it': 1, 'fr': 1, 'nl': 1, 'af': 1, 'ar': 1}"
M3qYx4jfP9w,𝑊ℎ𝑒𝑟𝑒 𝑡ℎ𝑒 ℎ𝑒𝑐𝑘 𝑖𝑠 𝑆𝑎𝑘𝑖?👀 @ 2025 LE SSERAFIM TOUR &#39;EASY CRAZY HOT&#39; IN INCHEON #LE_SSERAFIM #르세라핌,2025-04-19T12:01:14Z,UCs-QBT4qkj_YiQw1ZntDO3g,LE SSERAFIM,325430,22238,200,100,"{'en': 37, 'nl': 2, 'es': 2, 'unknown': 10, 'ko': 21, 'fr': 1, 'id': 2, 'pl': 1, 'de': 6, 'ja': 6, 'so': 3, 'it': 3, 'bg': 1, 'sw': 3, 'lt': 1, 'vi': 1}"
