video_id,title,total_comments,total_language_count,lang_Tamil,lang_Arabic,lang_Spanish,lang_Turkish,lang_Croatian,lang_Korean,lang_Japanese,lang_Slovenian,lang_Estonian,lang_unknown,lang_Albanian,lang_Kannada,lang_Malayalam,lang_Welsh,lang_French,lang_Nepali,lang_Somali,lang_Polish,lang_Hungarian,lang_Thai,lang_Persian,lang_Marathi,lang_Slovak,lang_Indonesian,lang_German,lang_Greek,lang_Czech,lang_Romanian,lang_Macedonian,lang_Catalan,lang_Gujarati,lang_Danish,lang_Afrikaans,lang_Lithuanian,lang_Bulgarian,lang_English,lang_Latvian,lang_Chinese (Taiwan),lang_Swedish,lang_Chinese (China),lang_Urdu,lang_Norwegian,lang_Vietnamese,lang_Filipino,lang_Punjabi,lang_Hindi,lang_Portuguese,lang_Swahili,lang_Hebrew,lang_Finnish,lang_Russian,lang_Dutch,lang_Ukrainian,lang_Bangla,lang_Telugu,lang_Italian
kIsTy6QeYes,Video kIsTy6QeYes,200,21,0,0,2,0,0,44,5,1,2,5,0,0,0,17,4,0,1,0,0,0,0,0,0,6,2,0,0,1,0,0,0,0,4,0,0,93,0,0,0,1,0,1,1,5,0,0,1,0,0,1,0,3,0,0,0,0
yClGpsAUm84,Video yClGpsAUm84,178958,55,2,15388,5145,8881,814,4357,1404,1355,1183,10127,376,7,1,5525,2374,13,4741,1101,612,1393,3565,1,1252,9039,4118,112,1040,880,46,2169,4,1166,1478,162,59,66070,63,141,482,525,558,1888,1635,4890,1,1,2992,4032,7,1489,824,1629,160,76,0,1605
LP5XXi5TGF8,Video LP5XXi5TGF8,9532,42,0,29,147,22,27,1852,209,19,62,279,16,0,0,248,52,0,263,68,28,38,7,0,10,469,422,0,8,17,0,37,0,37,74,6,0,4075,3,4,33,17,3,59,121,226,0,0,150,110,0,46,20,177,1,0,0,41
cA66EB7ivJQ,Video cA66EB7ivJQ,417,35,0,5,14,7,2,43,46,0,4,48,0,0,0,2,5,0,16,5,6,2,0,0,3,4,9,0,1,13,2,2,0,0,2,1,0,127,0,5,0,2,0,3,11,7,0,1,5,4,0,0,1,3,0,0,0,6
l,Video l,118,22,0,0,1,2,1,25,5,0,0,10,0,0,0,5,0,0,1,0,0,1,0,0,1,5,0,0,0,2,0,2,0,0,1,0,1,38,0,0,0,0,0,0,0,5,0,0,2,2,0,4,3,0,0,0,0,1
bT-QKgSa-84,Video bT-QKgSa-84,557,29,0,3,6,2,0,202,32,0,2,26,0,0,0,2,1,0,12,0,0,0,0,0,0,6,5,0,0,0,0,1,0,1,3,1,0,187,0,1,1,2,0,1,5,32,0,0,7,3,0,2,5,2,0,0,0,4
yFG9cZuqJMA,Video yFG9cZuqJMA,114,16,0,0,2,0,1,49,1,0,1,5,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,37,0,0,0,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
Hoz5OQjXEA8,Video Hoz5OQjXEA8,200,31,0,0,5,1,0,8,1,3,3,38,0,0,0,8,5,0,4,1,0,1,2,0,2,4,4,0,2,2,0,3,0,0,0,0,0,60,0,0,1,0,0,3,2,8,0,0,14,1,0,2,8,0,1,1,0,2
0Quf0Qc3F1s,Video 0Quf0Qc3F1s,100,20,0,5,0,0,0,25,1,0,1,9,0,0,0,1,0,0,6,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,34,1,0,1,0,1,0,0,1,0,0,2,1,0,2,0,0,0,0,0,1
AckXG5kFFCU,Video AckXG5kFFCU,267,28,0,2,4,1,0,74,6,1,1,15,0,0,0,1,1,0,5,0,0,0,0,0,0,11,7,1,0,2,0,2,0,1,4,3,0,91,0,0,0,0,0,1,4,13,0,0,6,4,0,0,2,1,0,0,0,3
wj7xYK5HIJc,Video wj7xYK5HIJc,243,22,0,0,1,0,1,124,5,1,1,17,0,0,0,3,2,0,3,0,0,6,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,58,0,0,0,0,0,1,1,4,0,0,4,1,0,1,0,0,0,0,0,1
Vv,Video Vv,426,29,0,0,5,1,1,174,16,2,1,19,0,0,0,14,5,0,12,2,0,4,0,0,2,14,9,0,1,5,0,1,0,1,0,0,0,107,0,0,0,0,0,0,1,11,0,0,3,3,0,7,3,1,0,0,0,1
YnANCLicubE,Video YnANCLicubE,555,36,0,13,30,6,1,30,63,9,5,47,0,0,0,9,2,0,25,1,6,1,2,0,1,6,7,0,1,3,2,2,0,0,0,2,1,208,0,1,0,0,0,1,4,17,0,0,28,7,0,5,3,2,0,0,0,4
Gnuod2mZiUA,Video Gnuod2mZiUA,142,15,0,0,0,2,0,16,2,0,6,26,0,0,0,0,2,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,18,0,0,2,4,0,4,4,0,0,0,0,0
Q6RXeIkEYQ8,Video Q6RXeIkEYQ8,3754,40,0,33,73,19,6,1275,113,9,43,247,2,0,0,77,13,0,132,10,13,5,8,0,5,93,59,0,2,49,5,8,0,4,26,3,4,1019,0,0,7,3,0,8,8,206,0,0,48,14,0,10,48,29,0,0,0,18
XsqP3YQCXNo,Video XsqP3YQCXNo,1524,36,0,1,43,2,1,355,15,2,8,32,1,0,0,49,5,0,22,1,6,107,1,0,0,58,26,0,0,20,0,6,0,3,6,0,0,631,0,2,4,1,0,13,16,35,0,0,8,5,0,9,4,17,0,0,0,9
uS4B3Hqvq3E,Video uS4B3Hqvq3E,262,23,0,0,10,2,1,108,0,2,1,18,0,0,0,1,2,0,1,0,0,7,0,0,0,9,4,0,1,2,0,0,0,0,1,0,0,71,0,0,0,0,0,4,0,9,0,0,0,0,0,0,1,1,2,0,0,4
mOt8YkuQIHQ,Video mOt8YkuQIHQ,300,32,0,8,6,9,0,51,34,0,2,24,2,0,0,1,0,0,10,2,1,0,1,0,0,6,9,0,5,13,0,2,0,1,1,0,0,64,0,10,0,11,1,0,4,6,0,0,6,1,0,1,1,5,0,0,0,2
A7-7mA2LLyc,Video A7-7mA2LLyc,1218,34,0,0,20,2,1,306,18,5,20,52,0,0,0,13,18,0,32,1,4,2,2,0,2,50,26,0,0,18,6,4,0,0,4,2,4,481,0,0,0,0,0,2,18,27,0,0,18,15,0,8,22,8,0,0,0,7
rMLli8Efe3s,Video rMLli8Efe3s,57080,48,0,1653,1121,593,160,1934,59,267,388,1936,87,1,0,1029,506,0,1776,344,189,115,260,0,319,17096,2836,4,93,153,23,675,0,251,503,65,31,16068,26,2,88,44,39,513,281,1437,0,0,1153,1538,1,650,234,301,18,1,0,219
GTGdRFRabDo,Video GTGdRFRabDo,9978,46,0,162,177,398,94,971,248,95,46,618,27,0,0,120,99,0,233,55,12,6,39,0,22,122,416,2,43,45,102,28,0,79,141,12,129,3243,3,1,21,10,4,61,166,457,0,0,175,200,1,76,880,36,48,0,0,55
xh14WSYlIYk,Video xh14WSYlIYk,433,36,0,1,14,1,2,25,30,1,3,12,0,0,0,10,9,0,7,3,5,1,0,0,1,18,13,0,1,3,0,2,0,1,2,0,1,200,0,0,1,1,0,1,5,5,0,0,8,4,0,8,8,23,0,0,0,3
S6uWta,Video S6uWta,100,19,0,0,2,0,0,14,0,0,0,4,0,0,0,5,1,0,2,1,0,1,0,0,0,6,1,0,0,0,0,2,0,1,1,0,0,50,0,1,0,0,0,0,1,2,0,0,4,0,0,0,0,1,0,0,0,0
qRvNxkRe2iU,Video qRvNxkRe2iU,7216,43,0,29,154,49,26,734,75,11,20,180,29,0,0,151,45,0,208,87,18,5,8,1,13,191,301,0,13,38,0,19,0,77,110,2,3,3841,0,2,17,1,1,49,110,202,0,0,90,140,0,27,24,70,4,0,0,41
QIkAE9AOarw,Video QIkAE9AOarw,5493,44,0,74,257,58,50,444,65,124,91,776,41,0,0,55,81,0,230,40,18,10,26,0,54,130,78,0,128,114,8,27,0,29,38,87,6,1374,2,0,14,2,8,32,44,117,0,0,168,204,0,232,45,30,3,1,0,78
WOFEaWGSW,Video WOFEaWGSW,123,20,0,0,2,0,0,21,0,0,2,9,0,0,0,1,1,0,2,2,0,0,0,0,0,1,5,0,0,2,0,0,0,0,3,0,0,57,0,0,0,1,0,1,0,6,0,0,2,1,0,2,2,0,0,0,0,0
fdMS5HTQGX4,Video fdMS5HTQGX4,200,23,0,0,4,1,1,84,2,0,1,13,0,0,0,0,9,0,0,0,1,0,0,0,2,1,4,0,2,1,0,2,0,0,2,0,0,57,0,0,1,3,0,1,4,3,0,0,0,0,0,0,0,1,0,0,0,0
QtBf,Video QtBf,100,23,0,1,2,5,0,13,0,0,2,2,0,0,0,3,0,0,2,1,1,0,0,0,0,4,2,0,1,1,0,1,0,0,2,0,0,44,0,0,0,0,0,1,0,4,0,0,1,5,0,1,1,0,0,0,0,0
w4RdpL2Fp8o,Video w4RdpL2Fp8o,3789,41,0,17,68,7,9,266,59,11,16,106,9,0,0,77,24,0,90,19,7,4,1,0,10,94,118,0,7,19,0,16,0,8,33,3,1,2395,3,3,4,5,0,16,24,62,0,0,19,38,0,17,7,76,0,0,0,21
iF02luAMlJE,Video iF02luAMlJE,1392,38,0,8,45,7,4,208,112,12,6,70,2,0,0,11,12,0,24,29,8,4,0,0,1,17,15,0,5,7,0,5,0,4,2,1,0,587,0,0,1,3,2,4,62,30,0,0,46,9,0,3,1,9,0,0,0,16
RyJlZy3SU6k,Video RyJlZy3SU6k,18677,45,0,76,227,117,61,3617,451,51,64,1561,67,1,0,240,141,0,1074,47,46,42,26,0,77,569,433,0,62,110,0,80,0,139,62,4,7,7005,2,5,27,96,0,130,508,586,0,0,209,202,0,68,67,219,2,2,6,91
aXGpDv5JYzI,Video aXGpDv5JYzI,1897,41,0,7,104,30,5,133,107,12,7,151,0,0,0,25,38,0,96,4,15,6,5,0,11,84,83,0,16,19,0,13,0,5,18,3,1,713,1,3,7,7,0,13,18,26,0,0,50,12,0,9,3,10,3,0,0,24
xCgtV8Gi9so,Video xCgtV8Gi9so,663,34,0,1,5,1,2,256,92,1,2,30,3,0,0,2,4,0,13,2,1,6,0,0,1,10,11,0,0,3,1,1,0,1,0,3,0,150,0,0,1,0,0,0,6,27,0,0,15,1,0,1,5,4,0,0,0,1
4pyBiwjHtT8,Video 4pyBiwjHtT8,305,32,0,8,13,8,4,22,66,3,6,30,0,0,0,8,3,0,14,2,2,1,1,0,6,4,5,0,3,4,0,0,0,0,0,0,0,51,0,0,0,1,0,1,3,4,0,0,7,16,0,2,1,1,0,0,0,5
OvhTNVyxTpA,Video OvhTNVyxTpA,100,24,0,0,5,2,2,7,0,1,1,20,0,0,0,1,0,0,1,2,0,2,0,0,1,0,3,1,2,1,0,0,0,1,0,0,1,34,0,0,0,0,0,0,0,2,0,0,2,0,0,2,5,0,0,1,0,0
adKZucMH27E,Video adKZucMH27E,836,34,0,0,29,1,6,110,33,1,4,48,0,0,0,10,6,0,14,5,3,6,0,0,4,78,18,0,1,0,0,1,0,3,2,1,0,347,0,1,0,6,0,5,27,22,0,0,9,12,0,3,5,6,0,0,0,9
MzXkR239Xi4,Video MzXkR239Xi4,251,31,0,1,8,1,1,107,9,1,2,13,0,0,0,2,4,0,2,1,0,1,0,0,2,9,5,0,2,3,2,1,0,2,0,0,0,54,0,0,1,0,0,0,1,4,0,0,2,4,0,3,0,2,1,0,0,0
wxSClvwbb,Video wxSClvwbb,350,27,0,7,2,3,1,137,3,0,1,12,1,0,0,1,1,0,5,4,1,0,0,0,0,11,10,0,0,0,0,1,0,0,1,0,1,101,0,0,0,0,0,1,0,9,0,0,4,20,0,2,9,0,0,0,0,1
05S7,Video 05S7,100,21,0,0,6,1,2,12,7,0,1,6,0,0,0,0,0,0,3,0,1,1,0,0,0,2,1,0,0,0,0,4,0,0,0,0,0,43,0,0,1,0,0,2,0,2,0,0,1,1,0,2,0,1,0,0,0,0
MAnZ05fCATs,Video MAnZ05fCATs,11652,43,0,10,239,21,216,1464,44,140,52,531,16,0,0,121,161,0,205,33,64,239,3,0,39,1607,403,0,31,175,1,104,1,43,75,4,2,3671,3,12,49,600,0,132,252,284,0,0,90,83,0,101,24,229,0,0,0,78
UcGWYKHBDA4,Video UcGWYKHBDA4,18295,45,0,116,1849,1072,80,375,218,103,92,890,21,0,0,279,185,0,398,92,129,5,33,0,64,199,1066,1,60,104,52,154,0,157,111,40,64,7167,7,7,58,11,5,151,176,263,0,0,557,128,0,75,1272,84,122,0,0,203
V3,Video V3,181,23,0,4,3,0,0,51,0,1,1,32,0,0,0,1,2,0,1,0,0,1,0,0,0,6,3,0,0,5,1,0,0,0,1,1,0,51,0,0,0,0,0,0,1,5,0,0,5,0,0,0,2,2,0,0,0,1
H0Qeyhr,Video H0Qeyhr,321,29,0,4,9,4,0,20,1,1,4,47,0,0,0,1,2,0,10,3,0,0,0,0,2,16,4,0,1,6,3,0,0,0,1,0,0,140,0,0,0,0,0,11,5,5,0,0,5,4,0,3,4,3,0,0,0,2
XiwY-syjwm4,Video XiwY-syjwm4,4800,43,0,28,288,41,20,165,297,23,36,243,3,0,0,79,53,0,120,76,30,2,5,0,7,56,140,0,22,18,1,24,0,22,29,18,0,2078,10,9,11,14,1,48,101,123,0,0,183,228,0,19,23,57,4,0,0,45
1pRteCYqjCE,Video 1pRteCYqjCE,118,21,0,0,4,0,1,32,0,1,1,10,0,0,0,0,1,0,1,2,1,0,1,0,0,9,4,0,0,1,0,0,0,0,2,0,0,36,0,0,2,0,0,0,0,6,0,0,1,1,0,1,0,0,0,0,0,0
gfkhkwMUhsw,Video gfkhkwMUhsw,250,29,0,3,3,0,1,102,3,0,7,10,0,0,0,2,1,0,13,0,3,2,1,0,1,15,3,0,1,2,0,2,0,0,2,0,0,50,0,0,0,0,0,0,2,6,0,0,5,2,0,2,0,2,1,0,0,3
VIX5cpGIvgw,Video VIX5cpGIvgw,8484,44,0,37,114,28,21,2043,90,19,29,507,26,0,0,150,28,0,249,76,40,5,19,0,10,311,372,0,5,17,1,53,0,227,38,2,1,2892,0,0,28,9,4,89,283,212,0,0,112,140,1,22,21,117,4,0,5,27
,Video ,200,27,0,0,8,1,1,43,8,1,8,12,0,0,0,8,3,0,2,1,2,0,0,0,3,3,4,0,2,0,0,0,0,0,2,1,0,64,0,0,3,0,0,1,1,1,0,0,4,11,0,0,2,0,0,0,0,0
G9WPPH9hjY4,Video G9WPPH9hjY4,200,34,0,4,7,5,2,11,0,1,2,37,2,0,0,0,1,0,7,1,3,0,4,0,1,8,2,0,2,4,1,1,0,0,0,0,0,62,2,0,2,1,1,3,0,2,0,0,5,2,0,8,2,2,0,0,0,2
0Y6cbQonILg,Video 0Y6cbQonILg,3198,39,0,8,24,21,17,651,10,9,6,114,3,0,0,40,13,0,69,5,6,4,0,0,7,161,33,0,19,3,1,10,0,7,29,0,1,1697,0,2,4,0,0,33,17,43,0,0,17,43,0,11,23,27,3,0,0,7
BpFqFWdBO2o,Video BpFqFWdBO2o,89931,54,1,5267,2172,5878,481,1435,102,479,654,5554,78,36,1,2834,1208,0,2310,395,385,143,897,1,680,9008,1928,45,608,439,8,1105,1,401,1020,62,16,32888,35,3,193,65,152,819,559,3437,0,2,843,1926,1,1004,272,921,56,468,1,654
q8l32GGkW-E,Video q8l32GGkW-E,100,23,0,6,0,3,1,14,0,0,2,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0,1,31,0,0,0,0,0,2,0,3,0,0,2,2,0,1,8,1,0,0,0,2
F9CrRG6j2SM,Video F9CrRG6j2SM,90662,50,1,460,1942,369,249,3183,1050,295,555,7553,405,1,0,1602,969,0,2596,1296,320,182,100,0,139,2133,4496,7,114,296,17,601,0,666,1233,71,33,46464,26,29,334,85,23,655,1424,1997,0,1,1319,1450,1,469,282,2522,26,1,0,620
UEPTZwViWIc,Video UEPTZwViWIc,3828,41,0,87,85,39,13,179,100,14,21,140,3,0,0,136,22,0,95,37,16,4,11,0,11,46,60,0,11,21,0,18,0,12,15,3,0,2292,1,6,5,2,3,20,50,101,0,0,31,44,0,19,0,34,1,0,0,20
2adalp,Video 2adalp,3736,43,0,48,194,41,17,91,29,23,21,184,7,3,0,85,65,0,140,34,22,5,9,0,14,78,333,0,8,33,6,134,0,26,51,1,9,1406,2,0,17,3,0,36,51,106,0,0,166,55,0,18,72,31,12,0,0,50
LqoQKbRmlYc,Video LqoQKbRmlYc,544,37,0,2,42,4,1,122,22,3,3,43,4,0,0,9,5,0,10,4,2,1,2,0,2,17,6,0,1,6,0,2,0,1,1,0,0,137,0,5,5,34,0,6,3,17,0,0,11,2,0,2,0,3,0,0,0,4
p-RTqHLBygs,Video p-RTqHLBygs,8849,43,0,76,262,119,30,439,288,39,55,239,5,0,0,456,58,0,334,87,42,14,6,0,17,140,226,1,22,92,0,66,0,17,34,7,0,4695,2,4,15,6,2,38,208,337,0,0,101,112,0,40,9,56,1,0,0,52
cQP2XC312d0,Video cQP2XC312d0,89,15,0,0,2,0,0,22,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,49,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1
DRjbgnW6Ojs,Video DRjbgnW6Ojs,1488,41,0,21,35,7,7,147,8,4,20,115,1,0,0,30,17,0,74,9,2,7,8,0,5,148,60,0,4,6,1,14,0,7,21,1,0,380,0,0,8,39,3,18,10,105,0,0,62,26,0,17,17,15,2,0,0,7
w,Video w,6623,43,0,6,120,8,41,1939,79,14,22,205,4,0,0,82,30,0,125,29,27,98,0,0,9,294,268,0,20,30,2,36,0,14,53,4,2,2558,2,1,8,11,1,18,51,130,0,0,77,47,0,35,26,67,1,0,0,29
qoPvAqxoibs,Video qoPvAqxoibs,139,25,0,0,6,0,2,20,5,2,2,18,0,0,0,3,2,0,5,0,0,10,1,0,0,5,0,0,0,4,0,2,0,0,1,1,0,40,0,0,2,0,0,0,2,0,0,0,2,0,0,1,1,1,0,0,0,1
D4l6sLLNs-c,Video D4l6sLLNs-c,19429,44,0,82,313,40,117,4110,384,65,77,1684,14,1,0,257,460,0,349,75,66,44,14,0,89,453,643,0,128,72,0,80,0,80,66,15,1,7752,0,35,38,286,1,108,185,381,0,0,277,196,0,64,80,94,7,1,0,145
ZdRM1jJbooc,Video ZdRM1jJbooc,583,34,0,3,1,1,1,149,11,4,0,27,0,0,0,6,2,0,24,1,1,10,0,0,3,88,18,0,5,0,1,0,0,0,8,1,2,152,1,0,0,1,0,8,3,14,0,0,18,6,0,4,4,4,0,0,0,1
QIbfPcIfl64,Video QIbfPcIfl64,464,33,0,14,7,5,0,80,2,2,0,57,0,0,0,3,3,1,24,5,0,0,0,0,2,23,13,0,1,4,0,3,0,4,6,2,1,138,1,0,0,0,0,7,2,10,0,0,4,25,0,4,4,4,0,0,0,3
TCDg2lZbonc,Video TCDg2lZbonc,6633,44,0,180,126,142,36,159,114,19,62,221,3,0,0,171,54,0,292,142,55,2,43,0,12,132,223,2,17,65,0,33,0,20,35,3,2,3166,5,1,24,2,17,39,219,283,0,0,141,160,0,83,2,77,2,0,0,47
L4SoJzhaOj4,Video L4SoJzhaOj4,24516,46,0,146,381,77,229,2134,304,148,140,1363,486,0,0,287,219,1,1123,172,238,85,26,0,82,884,1349,0,142,115,1,98,0,95,124,14,4,10204,3,8,65,108,8,217,320,1047,0,0,683,537,0,255,65,354,8,1,0,166
wWBDPpRbXGM,Video wWBDPpRbXGM,1174,39,0,8,14,29,1,361,67,3,5,105,0,0,0,7,15,0,15,13,2,1,1,0,2,14,19,0,3,16,1,6,0,3,5,6,0,262,0,41,2,25,0,4,17,14,0,0,17,4,0,49,3,5,0,0,0,9
,Video ,785,41,0,12,28,8,4,90,83,2,5,100,2,0,0,9,9,0,14,8,9,1,2,0,2,10,20,0,5,10,3,3,0,2,2,0,3,246,2,1,0,1,0,1,6,13,0,0,18,16,0,1,21,7,1,0,0,5
QyoQO,Video QyoQO,707,38,0,5,26,12,1,37,119,4,2,56,0,0,0,16,9,0,18,6,9,1,2,0,5,10,9,0,2,7,4,0,0,4,1,4,3,241,0,0,0,0,2,4,8,24,0,0,25,5,0,1,11,8,1,0,0,5
AwYlrccQd,Video AwYlrccQd,303,28,0,4,5,1,0,65,36,0,1,19,2,0,0,2,3,0,9,0,0,10,0,0,0,17,7,0,0,4,0,1,0,0,4,1,1,89,0,0,1,0,0,0,2,5,0,0,8,1,0,0,1,1,0,0,0,3
9ROxsBoyCAw,Video 9ROxsBoyCAw,100,20,0,0,2,2,0,17,0,0,1,4,0,0,0,6,0,0,1,0,0,2,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,49,0,0,1,0,0,1,0,3,0,0,2,2,0,0,0,1,0,0,0,1
nwd6JKdd17g,Video nwd6JKdd17g,2014,42,0,25,61,82,7,140,95,9,13,187,1,0,0,11,21,0,45,11,2,0,6,0,5,22,70,0,6,17,12,6,0,13,26,3,12,837,4,0,4,2,0,12,15,25,0,0,42,13,0,5,105,21,5,1,0,15
dRqTSJFSr4o,Video dRqTSJFSr4o,152,27,0,0,2,1,1,52,6,1,0,12,0,0,0,0,1,0,3,2,1,1,0,0,0,12,2,0,0,2,0,0,0,2,2,0,0,28,0,0,1,0,0,3,1,4,0,0,4,3,0,0,1,2,0,0,0,2
U4zFN5RzPeM,Video U4zFN5RzPeM,17700,46,0,58,300,111,67,364,20,35,95,309,27,2,0,547,101,0,645,161,102,51,7,0,15,1424,1261,2,22,55,5,96,0,89,133,9,7,8816,5,1,73,7,4,149,375,758,0,0,670,240,0,135,75,155,10,0,0,107
ctc4,Video ctc4,297,27,0,0,0,4,0,130,4,0,3,14,1,0,0,4,1,0,8,2,3,0,0,0,0,10,4,0,0,2,1,1,0,0,1,1,0,77,0,0,0,0,0,0,2,11,0,0,3,1,0,4,2,2,0,0,0,1
bH9BzRXEx3s,Video bH9BzRXEx3s,735,38,0,22,12,10,5,115,3,3,6,52,2,0,0,8,5,0,21,7,5,1,5,0,5,29,20,0,2,24,0,1,0,7,14,6,0,253,0,0,7,0,2,9,2,11,0,0,13,22,0,8,2,12,0,0,0,4
vaghTg4Cpls,Video vaghTg4Cpls,3737,41,0,50,93,33,12,235,93,9,15,140,2,0,0,112,20,0,69,25,10,16,26,0,12,50,68,0,8,26,1,14,0,10,24,3,0,2223,0,2,2,2,3,24,59,105,0,0,34,37,0,19,4,16,0,0,0,31
VZqfMXG9vbQ,Video VZqfMXG9vbQ,100,19,0,1,2,1,1,19,0,0,1,2,0,0,0,21,0,0,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,36,0,0,1,0,0,1,2,3,0,0,1,0,0,1,0,0,0,0,0,0
WS5u-6LnyUU,Video WS5u-6LnyUU,4268,42,0,11,127,13,12,947,54,20,20,198,1,0,0,35,60,0,124,45,45,9,0,0,14,77,94,0,5,13,4,38,0,31,31,4,7,1654,0,5,12,9,2,26,101,46,0,0,122,60,0,19,51,92,2,0,0,28
KPd7fKJFwHE,Video KPd7fKJFwHE,7730,40,0,130,340,75,30,213,143,26,43,240,0,0,0,124,99,0,175,80,81,20,16,0,18,145,178,0,33,56,0,27,0,22,25,14,0,4593,2,10,2,10,10,38,185,189,0,0,117,68,0,34,10,43,0,0,0,66
5fftJRi13mE,Video 5fftJRi13mE,1038,40,0,16,35,9,2,95,11,5,8,90,0,0,0,14,7,0,59,7,2,2,6,0,12,112,37,0,5,7,0,6,0,9,13,2,1,303,0,1,2,13,3,11,9,39,0,0,31,7,0,13,18,10,0,0,0,6
CFGHFBABEXU,Video CFGHFBABEXU,907,32,0,1,6,0,2,438,20,2,6,16,1,0,0,8,4,0,8,2,0,2,2,0,1,31,19,0,1,2,0,3,0,1,3,0,0,282,0,0,0,8,0,0,2,9,0,0,9,9,0,3,0,3,0,0,0,3
0hrR6M06jAw,Video 0hrR6M06jAw,100,28,0,4,6,0,0,3,4,1,2,10,1,0,0,2,0,0,1,1,0,0,0,0,2,1,1,0,0,4,0,1,0,2,0,1,1,32,0,0,0,2,0,0,1,3,0,0,3,7,0,0,1,1,0,0,0,2
I60u1Ry52xA,Video I60u1Ry52xA,251,30,0,0,3,1,0,14,6,1,1,30,0,0,0,3,1,0,5,1,0,69,0,0,1,6,3,0,2,11,0,1,0,0,1,0,0,66,0,0,2,0,0,1,4,3,0,0,3,1,0,3,1,6,0,0,0,1
,Video ,1338,43,0,27,42,41,4,167,178,5,12,108,1,0,0,23,19,0,39,9,4,3,9,0,5,41,45,0,4,17,4,7,0,4,15,8,1,354,2,4,2,3,1,1,19,33,0,0,25,8,0,9,17,7,0,0,0,11
Svk07DjlTE8,Video Svk07DjlTE8,11911,47,1,91,430,46,51,516,283,37,29,756,5,2,0,234,71,0,134,115,39,23,17,0,49,128,105,3,48,41,0,66,0,79,42,5,3,7477,1,12,16,14,4,87,202,187,0,0,229,57,1,23,6,55,3,0,0,88
OAJJlZqOYZs,Video OAJJlZqOYZs,100,16,0,0,1,0,1,58,0,0,1,3,0,0,0,5,0,0,0,0,1,2,0,0,0,5,1,0,0,0,0,0,0,1,0,1,0,17,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
xFBvfk4Ul-Q,Video xFBvfk4Ul-Q,4838,42,0,102,392,55,22,167,139,16,55,215,3,0,0,133,58,0,187,65,51,2,32,0,11,104,165,0,14,62,1,38,0,11,28,9,0,2048,7,1,6,4,8,28,110,157,0,0,138,46,0,35,4,51,0,0,0,58
TSchGC0AGbk,Video TSchGC0AGbk,1430,37,0,4,31,6,4,196,34,4,7,71,3,0,0,38,8,0,34,14,9,0,0,0,2,55,56,0,0,3,0,5,0,3,11,1,1,662,0,0,2,2,1,10,9,53,0,0,16,24,0,6,6,32,0,0,0,7
c8P8RkUXwn4,Video c8P8RkUXwn4,260,31,0,2,11,1,1,20,35,0,1,24,0,0,0,6,2,0,7,5,1,0,0,0,1,3,4,0,3,0,1,0,0,1,2,0,0,103,0,1,0,2,0,2,2,5,0,0,7,2,0,1,2,0,0,0,0,2
9D9-bxlUpoM,Video 9D9-bxlUpoM,827,37,0,18,22,6,0,125,16,6,8,85,0,0,0,10,8,0,25,5,1,1,13,0,7,60,10,0,4,26,0,8,0,1,8,2,0,230,0,0,1,14,0,2,2,22,0,0,33,6,0,5,20,9,0,1,0,7
7mZiHe,Video 7mZiHe,2909,43,0,90,133,61,21,195,220,10,27,125,5,0,0,71,30,0,56,25,13,3,28,0,5,66,77,0,4,28,8,12,0,10,16,5,10,1219,3,0,4,2,4,23,25,52,0,0,60,22,0,29,68,25,5,0,0,14
CDwFwtpZyYo,Video CDwFwtpZyYo,6815,44,0,31,150,20,24,769,152,35,32,402,14,1,0,96,81,0,142,49,20,18,3,0,21,107,197,3,13,27,1,33,0,36,64,1,1,3267,3,65,9,204,0,86,85,125,0,0,96,57,0,28,12,184,0,0,0,51
agq244l3Kas,Video agq244l3Kas,202,27,0,0,2,0,0,55,9,0,1,23,0,0,0,4,3,0,1,1,1,2,0,0,1,5,3,0,0,11,0,1,0,1,2,0,0,59,0,0,1,0,0,3,1,0,0,0,6,0,0,1,2,1,0,0,0,2
MxTiIOr5EU4,Video MxTiIOr5EU4,438,35,0,25,12,11,3,57,22,1,2,39,2,0,0,8,8,0,15,8,8,0,4,0,2,7,8,0,4,14,0,2,0,0,7,1,0,125,0,0,1,0,0,2,6,12,0,0,3,2,0,5,2,7,0,0,0,3
NPkYQEA6Kag,Video NPkYQEA6Kag,2879,43,0,18,104,89,26,134,91,19,10,285,5,0,0,33,19,0,89,15,5,2,9,0,9,40,122,0,7,21,19,14,0,13,43,6,38,1023,2,0,5,2,1,19,29,96,0,0,66,24,0,14,242,20,12,0,0,39
