video_id,video_link,title,comment_count,like_count,languages_used,en,ko,unknown,de,tl,id,es,tr,et,cy,ca,pl,pt,so,ru,ja,hr,ro,ar,it,af,th,fi,da,nl,sw,vi,hu,fr,sv,no,fa,sq,cs,bg,lt,sl,sk,lv,uk,mk,zh-cn,he,el,bn,ur,te,pa,zh-tw,ml,ta,kn,gu,ne,hi,mr
IT7TodXsmks,https://www.youtube.com/watch?v=IT7TodXsmks,"TZUYU “Run Away"" Cheering Guide",1684.0,39699,40.0,589,183,106,33,28,17,68,51,8,22,8,7,34,54,3,99,17,90,11,17,4,3,9,4,20,16,53,12,32,0,7,5,1,36,0,2,2,5,0,0,1,7,0,0,0,1,0,0,19,0,0,0,0,0,0,0
TrYFt-YDDPw,https://www.youtube.com/watch?v=TrYFt-YDDPw,Choose T or Y : TAEYONG 'SHALALA' Track Film Teaser,2902.0,39301,41.0,1286,375,132,63,186,110,56,12,12,37,10,26,48,78,40,12,30,27,15,18,15,46,6,11,13,49,52,11,34,8,19,6,0,8,2,8,13,6,0,2,2,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7hjYU-WW0dg,https://www.youtube.com/watch?v=7hjYU-WW0dg,NCT DOJAEJUNG 'Perfume' THE BLOTTER PAPER : ?! #JAEHYUN,1206.0,38662,40.0,356,214,74,58,35,74,34,4,9,17,9,12,22,43,6,10,10,5,8,15,20,27,20,13,17,21,15,6,8,10,11,3,0,7,2,1,2,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
syFNMj8vBL0,https://www.youtube.com/watch?v=syFNMj8vBL0,JAEHYUN 재현 'Completely' (Official Audio),1210.0,38589,37.0,652,93,78,29,17,50,26,4,3,15,5,5,16,14,8,12,8,8,4,9,9,32,15,4,6,6,10,5,21,3,15,0,0,12,0,0,4,6,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FUzEcgeqpGM,https://www.youtube.com/watch?v=FUzEcgeqpGM,EXO_으르렁 (Growl)_Music Video Teaser (Korean ver.),100.0,38521,26.0,22,2,23,2,0,5,1,0,4,2,2,1,1,5,0,0,1,0,5,3,1,0,0,2,5,2,0,1,1,3,2,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEixWxPMOME,https://www.youtube.com/watch?v=NEixWxPMOME,NCT DOJAEJUNG 엔시티 도재정 'Perfume' 🐰🍑🐶 MV Commentary,516.0,38325,34.0,174,173,34,6,3,26,12,5,3,13,3,1,6,4,2,5,1,4,1,1,8,10,0,1,1,2,3,1,4,1,2,0,1,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MGbmaXKWQck,https://www.youtube.com/watch?v=MGbmaXKWQck,👣Nightwalker? Just make it EASY〰️👌#TEN #SAKURA #HUHYUNJIN,85.0,37989,25.0,23,16,14,3,1,0,3,1,0,1,0,1,1,1,1,3,0,2,1,2,0,1,0,1,3,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V3_YTEAZiX8,https://www.youtube.com/watch?v=V3_YTEAZiX8,👑. ҉ ฅ 𝑻𝒂𝒑 𝒕𝒂𝒑 𝒕𝒂𝒑 𝒕𝒂𝒑 ฅ . ҉💎 (with #홍석천 #김똘똘),181.0,37682,23.0,51,51,32,3,5,6,3,0,1,1,0,0,5,1,2,0,0,5,4,1,1,1,0,0,2,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WO4hPug3lxo,https://www.youtube.com/watch?v=WO4hPug3lxo,NCT DOJAEJUNG 'Perfume' Track 05 후유증 (Can We Go Back) #재현 #NCT_DOJAEJUNG #Perfume,233.0,37383,23.0,49,101,19,3,4,10,7,0,1,3,0,0,2,14,1,3,1,0,1,0,2,5,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1kZHwInJEY,https://www.youtube.com/watch?v=X1kZHwInJEY,"TZUYU ""Run Away"" Choreography Video (Moving Ver.)",940.0,37334,38.0,297,104,92,38,17,8,23,57,6,14,5,5,14,19,2,29,10,18,4,8,6,0,3,1,6,22,28,4,15,2,12,1,3,29,0,0,6,3,0,0,0,11,0,0,0,3,0,0,15,0,0,0,0,0,0,0
D4JyUHIOB3o,https://www.youtube.com/watch?v=D4JyUHIOB3o,내가 맛있어 보이는 것 다 딸 거얌 🍓💚 | 천지의 이것저것 시즌3 Ep.1,1398.0,37038,40.0,358,608,32,24,14,92,8,4,6,25,5,4,10,22,9,13,13,16,1,3,2,10,3,7,14,28,6,8,14,5,7,1,1,3,0,1,6,1,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5Dmy7sG7gQ4,https://www.youtube.com/watch?v=5Dmy7sG7gQ4,샤랄라한 대장 장미🌹#SHALALA_Challenge #TAEYONG #태용 #SHALALA  #Shorts,304.0,36728,28.0,107,68,22,6,12,11,6,3,2,7,2,4,6,4,0,6,0,8,0,3,2,4,0,2,2,3,2,2,2,0,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wdT2Aih7wNE,https://www.youtube.com/watch?v=wdT2Aih7wNE,⋆꙳⊹⋰ dancing with us𓇼⋆ ⸝·⸝⋆꙳⊹⋰,,36630,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vDSg2IaLzaU,https://www.youtube.com/watch?v=vDSg2IaLzaU,🌹𝐓𝐀𝐏 ▶ ˚₊☘️⊹ * ˚.  #TAEYONG #SUNGHANBIN #TAP,306.0,36474,25.0,77,112,16,8,7,10,0,5,0,1,1,3,9,8,3,18,2,9,0,3,1,0,0,0,1,1,3,0,4,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4Khwnkzbj1U,https://www.youtube.com/watch?v=4Khwnkzbj1U,NCT DOJAEJUNG 'Perfume' THE BLOTTER PAPER : February to April #DOYOUNG,1232.0,36306,36.0,333,352,70,94,67,35,37,5,3,18,5,11,28,37,3,5,4,4,4,5,11,36,2,6,8,8,9,0,9,2,10,0,0,1,0,0,4,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KWYiL5wL59g,https://www.youtube.com/watch?v=KWYiL5wL59g,NCT 2023 CONNECTION #HAECHAN,1673.0,36250,36.0,423,343,154,88,46,154,25,5,11,58,2,6,21,81,10,11,8,7,2,10,7,17,8,10,33,8,56,10,9,4,17,0,0,3,0,1,4,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_LasTzgmRGI,https://www.youtube.com/watch?v=_LasTzgmRGI,"𝓣𝓐𝓟 ♪( 'ω' و(و"" 🐶 #TAEYONG #YOUNGHOON #TAP",176.0,36084,32.0,44,57,5,3,15,3,1,0,3,3,1,1,3,3,1,5,1,2,6,0,1,1,1,3,1,0,2,0,1,1,3,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcQHtJ2DlnQ,https://www.youtube.com/watch?v=qcQHtJ2DlnQ,*･☪ 𝒊 𝒋𝒖𝒔𝒕 𝒘𝒂𝒏𝒏𝒂 𝒍𝒐𝒗𝒆 𝒚𝒐𝒖 𝒍𝒊𝒌𝒆 𝒊 𝒅𝒐⋰˚★ #TAEYONG #TAP,210.0,36020,30.0,61,48,17,6,11,6,1,1,0,4,0,0,1,3,2,9,2,5,2,1,3,2,2,2,0,2,6,0,2,0,3,0,2,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0p4A2O1NbQs,https://www.youtube.com/watch?v=0p4A2O1NbQs,🌹🐱🦕 진짜 하고 싶었던 말을 할게… #BaggyJeans,206.0,36013,27.0,59,43,8,5,2,24,6,0,1,2,2,1,1,6,3,2,0,1,0,1,0,5,5,1,5,6,8,0,2,0,4,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TcbTCeWTn9E,https://www.youtube.com/watch?v=TcbTCeWTn9E,🔎 FILM: KAI Preview 1️⃣ #KAI #카이 #Sinner #Rover #KAI_Rover,743.0,35614,39.0,290,70,63,29,33,26,11,10,5,9,1,17,5,17,5,1,1,3,9,3,9,3,13,5,3,56,9,2,7,2,5,4,0,2,0,4,4,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4FerEEU4d1c,https://www.youtube.com/watch?v=4FerEEU4d1c,다 모여! Cheese〰️🐰🐶🐧 #SUHO #수호 #BAEKHYUN #백현 #DO(D.O.) #디오 #EXO #엑소 #Cheese #CheeseChallenge,100.0,35519,19.0,24,21,17,1,5,4,4,1,0,0,0,0,0,4,1,0,0,4,2,0,3,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_hWtuYSHiWk,https://www.youtube.com/watch?v=_hWtuYSHiWk,JAEHYUN 재현 'Roses' (Official Audio),557.0,35428,35.0,229,50,48,35,9,6,14,3,7,11,1,14,12,14,7,11,6,4,0,5,3,11,12,1,4,3,9,3,7,2,3,0,1,4,0,0,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FZ0EyrI5nBk,https://www.youtube.com/watch?v=FZ0EyrI5nBk,시즈니로 살아보고 싶은 대식가 조나단과 숯불닭갈비🐓🥓🔥 | 김동 이동의 먹2U EP.9,1159.0,35423,33.0,398,493,38,11,18,58,6,1,7,26,5,4,6,9,3,7,2,2,4,2,4,9,4,1,11,8,5,2,4,1,7,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_ZEuSF0pAqA,https://www.youtube.com/watch?v=_ZEuSF0pAqA,NAYEON THE 2nd MINI ALBUM 〖NA〗📢 Collab Artist Reveal,947.0,35331,36.0,413,40,53,61,47,29,26,5,6,11,3,10,26,48,2,24,2,7,7,9,23,2,8,2,13,3,40,5,8,2,3,0,0,2,0,0,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WrcV9mebqlU,https://www.youtube.com/watch?v=WrcV9mebqlU,.˚ * ⊹ • 𝐓𝐚𝐩 𝐭𝐚𝐩 𝐭𝐚𝐩 𝐭𝐚𝐩 𝐓𝐚𝐩𝐩𝐢𝐧𝐠 𝐨𝐧 ⊹🌹🩷*˚• #TAEYONG #TAEYEON #TAP,206.0,35148,23.0,51,72,13,4,11,7,2,0,2,0,0,3,2,1,1,4,0,1,0,2,0,0,1,0,0,1,21,0,2,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3IDHtZIGRDQ,https://www.youtube.com/watch?v=3IDHtZIGRDQ,TAEYONG 태용 'TAP' Highlight Medley (Live Performance),2638.0,35133,39.0,1345,372,140,74,111,92,34,9,17,16,10,15,30,46,18,33,7,16,3,12,8,57,3,9,6,26,45,8,20,9,18,0,1,9,0,2,5,1,0,1,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4FEUP49r4CA,https://www.youtube.com/watch?v=4FEUP49r4CA,"TWICE REALITY ""TIME TO TWICE"" TDOONG POCHA Teaser",1247.0,35132,39.0,540,113,62,33,42,19,73,7,6,19,4,20,36,29,4,96,5,2,11,8,15,2,4,3,11,13,26,7,9,1,10,2,5,1,0,1,2,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rztc7OdZiTY,https://www.youtube.com/watch?v=Rztc7OdZiTY,"Lay low, I need 시급한 조치👋 #TAEYONG #태용 #SHALALA #냥냥펀치 #SHALALA_KittyChallenge",84.0,35017,14.0,22,25,13,4,4,1,1,0,0,2,1,0,0,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nMF-M_WkFz8,https://www.youtube.com/watch?v=nMF-M_WkFz8,NCT DOJAEJUNG 엔시티 도재정 '안녕 (Ordinary)' Live Clip,2590.0,35009,36.0,1001,802,148,74,43,112,36,5,12,22,11,12,20,32,12,6,15,22,2,5,17,31,17,15,21,17,14,7,17,6,13,0,2,6,0,0,7,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1pVxRJ1rGeI,https://www.youtube.com/watch?v=1pVxRJ1rGeI,"TZUYU ""Fly"" Special Live Clip #TWICE #트와이스 #TZUYU #쯔위 #abouTZU #RunAway",318.0,34969,34.0,107,37,38,9,4,3,6,15,0,4,2,1,4,1,1,15,5,8,3,1,0,0,1,1,6,3,9,2,4,2,1,2,0,5,0,0,1,3,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0
4k5Nke1Pg-E,https://www.youtube.com/watch?v=4k5Nke1Pg-E,TAEYONG 태용 'SHALALA' - CODE : Thorn Video,2660.0,34966,41.0,1017,388,128,104,215,81,52,18,18,31,14,30,41,71,47,12,16,8,8,26,28,68,15,7,12,57,59,14,11,15,20,2,4,3,2,2,2,7,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GsrAvrc5z7g,https://www.youtube.com/watch?v=GsrAvrc5z7g,TAEYONG 태용 'Move Mood Mode (Feat. 웬디)' Special Video,3876.0,34645,39.0,1661,604,214,88,242,137,75,22,28,37,22,8,35,79,26,50,18,51,4,20,25,92,18,15,40,28,59,10,45,6,24,2,3,33,0,3,14,18,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k5vcXmOIzAc,https://www.youtube.com/watch?v=k5vcXmOIzAc,농구공 | QUESTION BUCKET🪣❓ EP.3 | NCT U ‘Alley Oop’,805.0,34573,35.0,371,74,18,10,21,47,18,5,7,31,3,2,18,21,0,84,5,4,1,3,8,7,5,1,11,8,1,5,1,3,5,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
q4V75pKIULs,https://www.youtube.com/watch?v=q4V75pKIULs,DOYOUNG 도영 '반딧불 (Little Light)' Live Clip,1148.0,34522,36.0,298,483,58,26,30,37,16,6,2,11,1,3,6,11,4,24,1,10,2,8,1,53,1,3,5,3,3,2,10,2,15,0,0,4,0,2,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aw4quiPm57I,https://www.youtube.com/watch?v=aw4quiPm57I,[TIME TO TWICE] 알바트둥 THE PART-TIMER EP.02 | TWICE REALITY,1597.0,33966,33.0,905,136,68,16,39,20,55,9,7,19,5,16,36,17,1,100,0,6,0,6,17,4,1,16,7,18,32,3,16,1,12,0,1,1,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St_AWbo9H98,https://www.youtube.com/watch?v=St_AWbo9H98,"TWICE 9TH ANNIVERSARY ""TDOONG BASEBALL TEAM"" EP.03",895.0,33909,39.0,415,70,42,19,22,7,31,11,2,36,5,15,23,14,1,72,4,11,1,6,2,5,4,0,4,9,23,7,6,3,2,4,1,6,1,2,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9B4oDw-KQ-k,https://www.youtube.com/watch?v=9B4oDw-KQ-k,🍑’s cherry lips💋 #NCT_DOJAEJUNG #DOJAEJUNG #NCT #Perfume #DOJAEJUNG_Perfume,292.0,33416,33.0,64,105,26,5,6,19,3,1,0,6,1,0,4,9,1,6,1,3,2,1,3,2,2,2,2,4,2,0,1,3,0,1,0,2,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jYUvmffAKD0,https://www.youtube.com/watch?v=jYUvmffAKD0,CHEN FM ♬엑뭉치 음감회♬ ➫2022.11.15 10PM (KST),100.0,33238,21.0,36,4,15,1,6,4,5,0,0,3,2,0,3,6,0,0,1,1,1,0,2,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YTiqnMl_API,https://www.youtube.com/watch?v=YTiqnMl_API,POV: You enter the elevator #JAEHYUN #Smoke,302.0,33130,32.0,87,103,14,5,5,12,5,4,1,2,1,2,5,6,10,5,0,2,0,2,2,5,2,2,4,2,1,1,4,4,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yzAA-8CrWCY,https://www.youtube.com/watch?v=yzAA-8CrWCY,JAEHYUN 재현 'Can't Get You' (Official Audio),933.0,32921,38.0,487,92,53,55,13,20,16,6,6,14,2,6,18,22,4,9,5,4,2,9,2,7,8,1,8,5,7,7,12,4,11,0,2,4,0,2,2,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7T0SESDBORY,https://www.youtube.com/watch?v=7T0SESDBORY,하나씩 보여줄게 새로워진 내 모습 🎁✨ #BrandNewChallenge,200.0,32763,29.0,51,12,40,4,5,3,7,0,4,3,2,0,2,11,1,0,0,15,13,2,1,1,4,0,3,3,2,1,2,1,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMaqjLHLgL0,https://www.youtube.com/watch?v=MMaqjLHLgL0,목요일 밤에는 #SHALALA_Challenge🔥🥰  With #조현아 #TAEYONG #태용 #SHALALA #Shorts,222.0,32669,19.0,67,64,16,2,8,4,2,0,0,2,0,0,2,10,0,0,0,15,4,4,0,0,0,0,6,0,2,0,8,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kek13bGXgYQ,https://www.youtube.com/watch?v=Kek13bGXgYQ,🎳Join with us! ✨ #SHALALA_Challenge #TAEYONG #태용 #SHALALA #Shorts,123.0,32083,24.0,55,17,9,2,6,3,2,1,1,2,2,0,1,3,1,1,0,2,1,0,2,1,4,0,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rpO1AK2XiIU,https://www.youtube.com/watch?v=rpO1AK2XiIU,You want me? 👀 #TAEIL #DOYOUNG #NCT #GoldenAge,600.0,32015,28.0,361,13,8,38,14,20,11,3,27,25,1,4,6,3,0,1,2,1,2,6,9,0,6,1,6,5,9,0,9,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tQMCXkvvoHc,https://www.youtube.com/watch?v=tQMCXkvvoHc,NCT 2023 CONNECTION #YUTA,1439.0,31859,39.0,364,129,48,32,15,52,35,7,4,69,3,4,27,96,6,346,8,1,0,19,5,13,23,8,6,17,17,4,6,44,6,0,1,8,0,2,2,6,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0
adKZucMH27E,https://www.youtube.com/watch?v=adKZucMH27E,2023 NCT CONCERT - NCT NATION : To The World Recap Video,836.0,31345,34.0,347,110,48,18,22,78,29,1,4,10,1,5,9,14,5,33,6,0,0,9,2,6,3,3,6,12,27,3,6,0,5,0,0,1,0,1,1,4,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SB2aedq0WsU,https://www.youtube.com/watch?v=SB2aedq0WsU,💼NCT 秋季 워크숍 with PUMA👟 #Shorts,100.0,31327,24.0,32,5,6,2,6,17,2,1,2,2,1,0,6,1,2,1,0,1,0,0,0,0,1,1,1,1,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PC8tFzvjOhI,https://www.youtube.com/watch?v=PC8tFzvjOhI,8 PAC | QUESTION BUCKET🪣❓ EP.4 | NCT U ‘The BAT’,814.0,31104,32.0,357,132,25,23,18,61,26,4,3,24,5,1,11,13,3,41,3,6,0,2,6,6,4,10,2,4,4,0,5,1,3,0,0,0,0,0,7,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WxcScdGJjtY,https://www.youtube.com/watch?v=WxcScdGJjtY,We are ONE!👍 Say CHEESE! 🧀 #EXO #엑소 #weareoneEXO #Cheese #수호_Cheese #CheeseChallenge,602.0,30664,36.0,172,45,103,12,13,31,24,4,4,12,8,1,15,23,9,6,1,9,13,2,8,0,8,4,17,6,4,3,11,0,2,0,0,5,1,0,11,8,0,0,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
wBb_E_xG61s,https://www.youtube.com/watch?v=wBb_E_xG61s,"TZUYU ""Run Away"" Choreography Video (Puppy Ver.) Highlight #TWICE #TZUYU #쯔위 #abouTZU #RunAway",290.0,30539,29.0,82,39,30,7,5,2,10,5,1,1,2,4,4,5,0,37,0,20,0,1,4,0,1,0,2,5,8,1,4,0,2,0,0,1,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_hZsqaAve-A,https://www.youtube.com/watch?v=_hZsqaAve-A,NCT 2023 CONNECTION #JAEHYUN,100.0,30488,27.0,25,21,10,1,2,4,2,0,0,2,2,0,0,1,1,2,0,2,0,2,2,5,1,1,0,0,1,1,4,0,1,0,0,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tNps9Ne9r5w,https://www.youtube.com/watch?v=tNps9Ne9r5w,이성은 멀리 throw it all〰🍑💋,215.0,30293,23.0,65,80,11,4,4,12,4,0,1,2,1,0,2,3,3,2,0,0,0,0,2,3,2,0,4,0,1,0,3,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ROxsBoyCAw,https://www.youtube.com/watch?v=9ROxsBoyCAw,[INSIDE SEVENTEEN] 에스쿱스&정한&민규 아레나 옴므 플러스 촬영 비하인드 (ARENA Pictorial Shoot Sketch),100.0,30057,20.0,49,17,4,1,3,1,2,2,1,6,0,0,2,1,0,0,0,2,0,1,0,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v2pIaVYP4go,https://www.youtube.com/watch?v=v2pIaVYP4go,손목〰위에〰 난💐🎶🎵 With #미연,67.0,29568,16.0,21,21,4,2,0,0,0,2,1,0,2,0,0,5,0,1,0,0,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qJO71OR_6R8,https://www.youtube.com/watch?v=qJO71OR_6R8,When the Thursday midnight comes 🌕🎶#TEN #李永钦 #텐 #Nightwalker#조현아의목요일밤 #조현아,114.0,29526,23.0,32,13,19,1,0,1,2,0,1,2,2,0,3,3,1,1,1,7,1,0,0,13,0,0,2,0,2,0,2,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV0n9YyM674,https://www.youtube.com/watch?v=TV0n9YyM674,JAEHYUN 재현 'Flamin' Hot Lemon' (Official Audio),673.0,29187,37.0,303,70,52,30,11,17,15,3,11,6,1,4,12,14,5,6,5,3,2,5,7,39,10,5,3,3,5,1,3,2,7,0,0,1,0,0,2,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
vPOo_I1Ez8A,https://www.youtube.com/watch?v=vPOo_I1Ez8A,₍₍ (◟˙꒳​˙)◟ ⁾⁾𝐈’𝐦 𝐬𝐰𝐚𝐠𝐠𝐢𝐧 𝐨𝐧 𝐲𝐨𝐮₍₍ ◝(˙꒳​˙◝) ⁾⁾ #TAEYONG #TAP,162.0,29035,19.0,49,26,18,2,10,6,6,4,2,0,0,0,8,6,6,8,0,2,0,0,2,0,0,0,0,0,2,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ymg1TTsj0r0,https://www.youtube.com/watch?v=Ymg1TTsj0r0,"TZUYU ""Heartbreak In Heaven"" Special Live Clip #TWICE #트와이스 #TZUYU #쯔위 #abouTZU #RunAway",169.0,28956,31.0,55,24,22,2,2,2,4,13,0,1,0,1,0,1,0,8,2,1,2,1,1,0,0,0,2,3,2,2,2,2,1,1,1,4,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
WOFEaWGSW_g,https://www.youtube.com/watch?v=WOFEaWGSW_g,‧˚₊*̥🌹𝑻𝒂𝒑𝒑𝒊𝒏𝒈 𝒐𝒏 𝒎𝒆🐹‧˚₊*̥ #TAEYONG #MoonByul #TAP,123.0,28714,20.0,57,21,9,5,6,1,2,0,2,1,0,2,2,2,2,0,0,2,0,0,3,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TqnjE36PTcw,https://www.youtube.com/watch?v=TqnjE36PTcw,JAEHYUN in Milan🇮🇹 | PRADA S/S 2024 Menswear Collection behind,100.0,28680,22.0,42,17,6,2,1,4,1,0,1,6,0,0,1,0,0,1,0,1,2,1,0,3,3,2,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ooPUrv4r9tQ,https://www.youtube.com/watch?v=ooPUrv4r9tQ,카메라 보고 치즈?! 🧀 #SUHO #수호 #CHEN #첸 #EXO #엑소 #weareoneEXO #Cheese #수호_Cheese #CheeseChallenge,381.0,28527,35.0,102,25,61,22,10,19,13,1,3,7,1,0,8,11,6,5,0,12,8,3,5,0,1,4,19,3,4,2,5,2,6,2,0,2,1,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KwZ3cnPFY2s,https://www.youtube.com/watch?v=KwZ3cnPFY2s,EXO_늑대와 미녀 (Wolf)_Music Video Teaser 2 (Korean ver.),200.0,28381,26.0,60,6,35,5,2,17,8,5,4,2,1,2,7,7,1,0,1,0,8,3,2,0,1,5,9,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qoPvAqxoibs,https://www.youtube.com/watch?v=qoPvAqxoibs,#더쇼 에서 #Nightwalker 들이 돌아다닌다는 썰… 🌌👣 #TEN #XIAOJUN #李永钦 #텐 #肖俊 #샤오쥔 #NCT #WayV #威神V #THESHOW,139.0,28189,25.0,40,20,18,0,0,5,6,0,2,3,2,0,2,5,1,5,2,4,0,1,1,10,1,0,1,0,2,0,2,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imbyafJKcZU,https://www.youtube.com/watch?v=imbyafJKcZU,NCT DOJAEJUNG 'Perfume' THE BLOTTER PAPER : Mood Street #JUNGWOO,1277.0,28173,37.0,298,475,80,26,17,42,23,1,7,12,8,5,27,33,9,13,10,6,1,9,27,16,12,8,10,47,15,1,8,6,7,0,2,2,0,0,4,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iF02luAMlJE,https://www.youtube.com/watch?v=iF02luAMlJE,TWICE 2ND TOUR 'TWICELAND ZONE 2 : Fantasy Park' COMING SOON,1392.0,28055,38.0,587,208,70,15,30,17,45,7,6,11,5,29,46,24,1,112,4,7,8,16,2,4,3,4,9,9,62,8,12,1,4,0,2,5,0,1,12,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
