youtube_id,title,total_languages,ace,ar-Latn,bbc,bn-Latn,br,ceb,co,en,es,fil,fr,gv,hi,hi-Latn,hr,hu,id,ilo,it,ja,ja-Latn,kha,ko,lus,om,pam,pt,ru-Latn,rw,sk,te-Latn,th,tiv,uk-Latn,und,zh-CN,zh-TW
gj696F1mnWU,CHANYEOL 찬열 'Back Again' Recording Behind The Scenes,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wwb-U41oLIc,"IVE, David Guetta, BE@RBRICK 'Supernova Love' MV",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GwpSjRINEvQ,ᨐᵉᵒʷ #aespa #에스파 #KARINA #카리나 #WINTER #윈터 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85QMDY2NtBM,Baby keep it lowkey 🐾 #샤랄라_냥냥펀치챌린지 #SHALALA_KittyChallenge #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9wGh324xjyw,"[LENIVERSE] 어떤 게임을 좋아할 지 몰라서, 다 준비했어!🎮 | EP.55",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Od2LkPjLqHA,"NAYEON, MOMO What is Love?🤓💕(The Princess Diaries 2021 ver.) #TWICE #트와이스 #WhatIsLoveRecharting",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zv9z0U_wqWQ,Don't Cheat!💋👅♥️ #IVE #아이브 #JANGWONYOUNG #장원영 #REBELHEART #ATTITUDE #Shorts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w_jJ1hJXy8E,"Christmas Carol Medley | Cover by NCT DOYOUNG, JAEHYUN, JUNGWOO",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MogSA-vstsA,#승민 의 #특챌린지 #S_Class_Challenge 🌠 w/ #DAY6 #데이식스 #YoungK 선배님!⭐ #StrayKids #스트레이키즈 #Seungmin #5_STAR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JwIDIdZU2mo,TWICE(트와이스) SEASON'S GREETINGS 2018 FIRST LOVE PREVIEW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B24JJKDGqv4,luther Covered by IVE REI,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASoKZfWn5A0,[SPECIAL VIDEO] SEVENTEEN(세븐틴) - 예쁘다 (Pretty U) @SEVENTEEN WORLD TOUR [ODE TO YOU] IN SEOUL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r0u5URS3VXE,[Making Jeans] NewJeans (뉴진스) 'How Sweet' MV Behind,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cQP2XC312d0,Season's Greetings from IU(아이유),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OhKccbQZyr8,WayV 威神V '无翼而飞 (Take Off)' MV Teaser,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
zgpIgqsoNAs,[Light Jeans] Shinhan Securities Campaign behind 🔎 | NewJeans,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vHsQosef0Mw,기분이 안 좋을 땐 커플즈를 따라해 보세요. #IVE #아이브 #REI #레이 #LIZ #리즈 #REBELHEART #ATTITUDE #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZrkvWkawbAc,"Tell me, I'm calling you, Whip-Whiplash⑉♥ with #Sieun #ISA#aespa #KARINA #Whiplash #STAYC #shorts",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82xj0EJr5rc,𝑵𝒐𝒘 𝒚𝒐𝒖 𝒌𝒏𝒐𝒘 𝒎𝒚 𝒏𝒂𝒎𝒆💫 @ 2025 LE SSERAFIM TOUR 'EASY CRAZY HOT' IN INCHEON,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LLzCjvju5u8,#TalkthatTalk sketch video with CHAEYOUNG🐯,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hwSKVVPUoPI,"Pushing 🐰 further, pulling 🐿️ closer💓 #StrayKids #스트레이키즈 #리노 #LeeKnow #한 #HAN #ATE #ILikeIt",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UXo6dHLNqSA,"TWICE REALITY ""TIME TO TWICE"" EP.02 (SUB)",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHRZsUAkZPQ,ZHOUMI 조미 'Mañana (Our Drama) (Feat. 은혁)' MV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1DCJ8ONlgwM,치즈네컷 (with 채령)🧀📸 #SUHO #수호 #EXO #CHAERYOUNG #있지 #ITZY #Cheese #CheeseChallenge,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OOByKuZPVUM,𝚆𝚒𝚗𝚝𝚎𝚛𝚒𝚗𝚐 ⛄️🤍⛄️ #IVE #아이브 #IVE_EMPATHY #ATTITUDE #REBELHEART #Shorts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MzZIwhrjF7M,🐰🐯🐻🐑 우린 흘러내리지 𝑼 𝒌𝒏𝒐𝒘 𝒘𝒉𝒂𝒕 𝑰 𝒎𝒆𝒂𝒏 👖✨,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8Rs3XoSfJEs,Back in the days “狂い”に狂えなかった me ≡★ #LE_SSERAFIM #르세라핌 #CRAZY_JP #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luw-pOEmUY8,BLACKPINK WORLD TOUR [BORN PINK] CHICAGO HIGHLIGHT CLIP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sXeFvUREJ_8,[Light Jeans] HANNI UGG Spring Summer Campaign Behind🎧 | NewJeans,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-w6IrgaXrRA,"[CHEN-LOG] Dear my dear, Letter From CHEN✍",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-MQuo4KYa3k,JAEHYUN 'J - The 1st Album' #Scene 03,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gT7dOcXBQeQ,#MOKA is burning 𝓗𝓞𝓣🍫🪽 #LE_SSERAFIM #르세라핌 #HONGEUNCHAE #홍은채 #LE_SSERAFIM_HOT ❤️‍🔥 #ILLIT #아일릿 #모카,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K4paFn9dwfI,[BANGTAN BOMB] 'Skool Luv Affair' stage practice behind the scenes - BTS (방탄소년단),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goSpfTTWM1Q,BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V HITS 900 MILLION VIEWS #BLACKPINK #IceCream,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E7a_iKnECK4,"TWICE REALITY ""TIME TO TWICE"" Healing December TEASER",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CwNuyCifsos,HANNI says #HowSweet it tastes🤭#NewJeans #뉴진스#NewJeans_HowSweet #NewJeans_is_Everywhere,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OHnbckpeXv8,Create a Short to 'Pink Venom' & show us your moves with #PinkVenomChallenge only on YouTube Shorts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q6TwhNc-v9o,NCT CCOMAZ GROCERY STORE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tFexh0nnAwU,BLACKPINK WORLD TOUR [BORN PINK] ATLANTA HIGHLIGHT CLIP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8Xey0WiH80,Cover | RENJUN - 인연 (이선희),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GsrAvrc5z7g,TAEYONG 태용 'Move Mood Mode (Feat. 웬디)' Special Video,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8FePoK_G96g,내 작은 달이 저 별을 꼭 닮아있기를༚✧˳⁺⁎ #DOYOUNG #도영 #반딧불 #YOUTHFUL #청춘의포말 #DOYOUNG_청춘의포말 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OF1vW_qzt6s,𝐻𝑜𝑙𝑦 𝑀𝑜𝑙𝑦 🐚🫧 #IVE #아이브 #GAEUL #가을 #KBSKpop_KBS가요대축제_2024 #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pn_04ltdt00,BLACKPINK - ‘B.P.M.’ Roll #19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YqPiOulY7b0,아이브 푸드트럭으로 초대합니다 👩‍🍳🩷 #IVE #아이브 #123IVE5 #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g5rAqFLdKgU,TAEYONG 태용 '관둬 (GWANDO)' Live Stage,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8zU9CsTK32Y,놀아 줘야지 뭐 어쩌겠어 😆🩷 #IVE #아이브 #ATTITUDE #REBELHEART #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xHCjuxn2H9s,[슈취타] EP.10 SUGA with 우지,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoXZMS_l8SE,[GOING SEVENTEEN] EP.94 가위바위보 #2 (Rock Scissors Paper #2),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QlBD6y9M91M,🌕🐿️🌕 👈 🦊 #StrayKids #스트레이키즈 #한 #HAN #아이엔 #I_N #YouMakeStrayKidsStay,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xe3YBFGKXlk,NAYEON “POP!” Live @ 2024 WATERBOMB SEOUL,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fsPOS80lEdU,TOUCHDOWN to ONCE’s Birthday!🎉🎂#TWICE #트와이스 #ONCE #원스 #HappyONCEday #ONCE_8TH_BIRTHDAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mXcgbvcAJsg,𝘸𝘦’𝘳𝘦 𝘳𝘪𝘥𝘦 𝘰𝘳 𝘥𝘪𝘦 ❥❥❥+: #LE_SSERAFIM #르세라핌#LE_SSERAFIM_HOT ❤️‍🔥 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fqpTfqcmMLI,⛧ミ★ミ𝔂𝓮𝓪𝓱!ミ✭ミ☆ #TAEYONG #TAP,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAc21J-jDZc,𝑆𝑜 𝑡𝑜𝑛𝑖𝑔ℎ𝑡 안겨 네 품 안에🤍 @ 2025 LE SSERAFIM TOUR 'EASY CRAZY HOT' IN INCHEON #LE_SSERAFIM #르세라핌,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3qYx4jfP9w,𝑊ℎ𝑒𝑟𝑒 𝑡ℎ𝑒 ℎ𝑒𝑐𝑘 𝑖𝑠 𝑆𝑎𝑘𝑖?👀 @ 2025 LE SSERAFIM TOUR 'EASY CRAZY HOT' IN INCHEON #LE_SSERAFIM #르세라핌,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CriyikSOlrQ,BLACKPINK - ‘B.P.M.’ Roll #18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O1iXvRRyaBE,So Cynical (Badum),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q5wJmxyrg8c,[Un Cut] Take #3 | 'Baggy Jeans' MV Behind the Scene,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rqLXEQyMV08,MISAMO's Identity? Global Superstars 🌟#TWICE #MISAMO #Identity #MEGANTHEESTALLION #mamushiremix,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YRw7SjNqPLw,저메추 💁‍♀ 𝐶𝐻𝐼𝐶𝐾𝐸𝑁 𝑇𝐸𝑅𝐼𝑌𝐴𝐾𝐼 🍗📼 #IVE #아이브 #ANYUJIN #안유진 #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y0uG9BR4PBE,BLACKPINK WORLD TOUR [BORN PINK] HOUSTON HIGHLIGHT CLIP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gdFtZy_Fb8s,BLACKPINK WORLD TOUR [BORN PINK] LA HIGHLIGHT CLIP,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LHNpk75KWQk,💗Duet | Making the moon🌙 with 🐰#TWICE #트와이스 #MOONLIGHTSUNRISE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE4_bfXoRBQ,𝓝𝓸 𝓯𝓪𝓵𝓵  #IVE #아이브 #GAEUL #가을 #REBELHEART #ATTITUDE #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uYZYqcyhSAg,[Light Jeans] 25SS Seoul Fashion Week Campaign Behind 🪄| NewJeans,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NlTn6neH-0Y,🐿️&🐶 #특챌린지 #S_Class_Challenge #StrayKids #스트레이키즈 #한 #HAN #승민 #Seungmin #특 #S_Class #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TQ1Wd9ntwjw,스테이 우리가 스키즈야 스키주야? by 시드니 숏폼지기🐶 #StrayKids #스트레이키즈 #스키즈코드 #SKZCODE #스키즈비행記 #SKZTravelLog,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
um5cgQhJ-0s,Counting stars🌃🌟 #특 #S_Class #특챌린지 #S_Class_Challenge #StrayKids #스트레이키즈 #방찬 #리노 #BangChan #LeeKnow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qNaocqFpySk,The Journey of 'J' | Part 2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M_DNrc1PTJk,누가 카리나보고 돼지래 #aesparty #에스파티 #aespa #에스파 #카리나 #지젤 #윈터 #닝닝 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MapIWzWzfR8,#audiz’s pose.#aespa #에스파 #KARINA #카리나 #GISELLE #지젤 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QCEeQTOdmlc,'별자리 (Good Night)' Live Clip | NCT U 엔시티 유,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V8SNoaPo0P8,아마겟돈급 전학생 등장#aesparty #에스파티 #aespa #에스파 #카리나 #지젤 #윈터 #닝닝 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e8Em9rzXkko,첫눈 오는 이런 오후에 너에게전화를 걸 수만 있다면 기쁠텐데#aespa #에스파 #GISELLE #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KnnwBG1RzPc,[About Jeans] MINJI SCENE🎬 #7 파리 가요? | MINJI vlog,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y9TLehfxWuQ,Who’s really CRAZY😜 #LE_SSERAFIM #르세라핌 #LE_SSERAFIM_CRAZY ⚡️ #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_y462YHflgY,"ᴹᵞ ᴺᴬᴹᴱ ᴵˢ ,, #LE_SSERAFIM #르세라핌 #KIMCHAEWON #김채원 #HUHYUNJIN #허윤진 #shorts",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77LzjLt28y0,Smoke side view ver. #JAEHYUN #Smoke,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5kQVtdNsMGM,MUSIC SPACE : 'Child' Live & Behind Story with JOHNNY | THE NCT SHOW,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NpVJidAKOqc,BLACKPINK - ‘Shut Down’ Live at Coachella 2023,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dRqTSJFSr4o,200 Duet With Me #MARK #마크 #200 #MARK_200 #DuetWithMe200 #NCT #NCT127 #NCTDREAM #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
XScl_HVu2es,[R(ae)cord] 미니 5집 ‘Whiplash’ 많이 사랑해 주세요⚙️ | 에스파 ‘위플래시’ MV 비하인드 (aespa ‘Whiplash’ MV Behind),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-tTOU0AnNv0,listen bby #aespa #æspa #에스파 #GISELLE #지젤 #shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Q4D3TwDAio,코첼라 모드로 변신하는 모습을 공유해 보세요. YouTube Shorts에서 #CoachellaOnYouTube 를 함께 즐겨요.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TodpdLpLo3g,"💋💋(,,. _ .,,)(,,. _ .,,) #IVE #아이브 #GAEUL #가을 #IVE_SCOUT #Shorts",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
at8Eo6ds0TU,"Cover | KUN, TEN, XIAOJUN - โต๊ะริม (Melt) (NONT TANONT)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9I5xR5OIIHc,🐻⋆𐙚₊˚𝓦hiplash⊹♡🍒 with #SEULGI#aespa #WINTER #Whiplash #RedVelvet #shorts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V5RzaY-bg-U,𝑀𝐸𝑂𝑊 - #IVE #아이브 #LIZ #리즈 #Shorts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
apKyRnF_Dik,"Spice it up up up, roll up 💥#aespa #에스파 #KARINA #카리나 #aespaLIVETOUR2024 #shorts",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DfM5ve2UioI,𝚓𝚞𝚜𝚝 𝚌𝚘𝚖𝚎 𝚘𝚟𝚎𝚛 𝚌𝚘𝚖𝚎 𝚘𝚟𝚎𝚛 𝚌𝚘𝚖𝚎 𝚘𝚟𝚎𝚛 #LE_SSERAFIM #KIMCHAEWON #HUHYUNJIN #HONGEUNCHAE #LE_SSERAFIM_HOT,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P98edi8_C-A,우리도 012486💖 | 2024 aespa LIVE TOUR - SYNK : PARALLEL LINE Concert in TAIPEI Behind,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cA66EB7ivJQ,#RunAway 🏃‍♀️ with 정미 💓 #TWICE #트와이스 #TZUYU #쯔위 #abouTZU #JEONGYEON #정연 #MINA #미나,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VKvzm5abMss,it was trending when we filmed it... 🤓 #NewJeans #뉴진스 #Film_By_NewJeans #NewJeans_is_Everywhere,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ngPeH1F11Y,𝐑𝐄𝐁𝐄𝐋 𝐇𝐄𝐀𝐑𝐓 𝐳𝐢𝐩. ʟᴇᴇsᴇᴏ 🏹🍭 #IVE #아이브 #LEESEO #이서 #ATTITUDE #REBELHEART #Shorts,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IsyeseT0-mw,SUGA│Agust D TOUR 'D-DAY' THE MOVIE 공식 예고편,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmFAWq4g7TA,🌹 Baggy Jeeeeeans 〰️ 👖 (with. 🐻),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
